Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.178,-0.176,3100
0.179,-0.186,3100
0.180,-0.234,3100
0.181,-0.268,3100
0.182,-0.304,3047
0.183,-0.349,3047
0.184,-0.389,3047
0.185,-0.425,3047
0.186,-0.455,3047
0.187,-0.481,3047
0.188,-0.489,3047
0.189,-0.474,3047
0.190,-0.448,3047
0.191,-0.406,3047
0.192,-0.349,3099
0.193,-0.287,3099
0.194,-0.219,3099
0.195,-0.152,3099
0.196,-0.086,3099
0.197,-0.021,3099
0.198,0.050,3099
0.199,0.114,3099
0.200,0.264,3099
0.201,0.329,3092
0.202,0.407,3092
0.203,0.494,3092
0.204,0.589,3092
0.205,0.695,3092
0.206,0.816,3092
0.207,0.949,3092
0.208,1.099,3092
0.209,1.276,3092
0.210,1.488,3092
0.211,1.714,3086
0.212,1.964,3086
0.213,2.194,3086
0.214,2.395,3086
0.215,2.536,3086
0.216,2.559,3086
0.217,2.559,3086
0.218,2.511,3086
0.219,2.369,3086
0.220,1.914,3106
0.221,1.454,3106
0.222,1.236,3106
0.223,1.008,3106
0.224,0.791,3106
0.225,0.594,3106
0.226,0.419,3106
0.227,0.266,3106
0.228,0.136,3106
0.229,0.034,3079
0.230,-0.054,3079
0.231,-0.121,3079
0.232,-0.181,3079
0.233,-0.224,3079
0.234,-0.273,3079
0.235,-0.321,3079
0.236,-0.361,3079
0.237,-0.409,3079
0.238,-0.455,3079
0.239,-0.509,3074
0.240,-0.606,3074
0.241,-0.644,3074
0.242,-0.666,3074
0.243,-0.676,3074
0.244,-0.672,3074
0.245,-0.654,3074
0.246,-0.611,3074
0.247,-0.571,3074
0.248,-0.516,3078
0.249,-0.454,3078
0.250,-0.405,3078
0.251,-0.354,3078
0.252,-0.311,3078
0.253,-0.289,3078
0.254,-0.284,3078
0.255,-0.284,3078
0.256,-0.294,3078
0.257,-0.321,3078
0.258,-0.350,3076
0.259,-0.386,3076
0.260,-0.449,3076
0.261,-0.469,3076
0.262,-0.486,3076
0.263,-0.489,3076
0.264,-0.486,3076
0.265,-0.466,3076
0.266,-0.445,3076
0.267,-0.411,3076
0.268,-0.374,3074
0.269,-0.336,3074
0.270,-0.299,3074
0.271,-0.276,3074
0.272,-0.254,3074
0.273,-0.261,3074
0.274,-0.269,3074
0.275,-0.290,3074
0.276,-0.311,3074
0.277,-0.344,3074
0.278,-0.375,3079
0.279,-0.410,3079
0.280,-0.454,3079
0.281,-0.461,3079
0.282,-0.454,3079
0.283,-0.440,3079
0.284,-0.407,3079
0.285,-0.366,3079
0.286,-0.324,3084
0.287,-0.286,3084
0.288,-0.255,3084
0.289,-0.245,3084
0.290,-0.233,3084
0.291,-0.242,3084
0.292,-0.253,3084
0.293,-0.269,3084
0.294,-0.295,3084
0.295,-0.330,3084
0.296,-0.366,3068
0.297,-0.404,3068
0.298,-0.429,3068
0.299,-0.446,3068
0.300,-0.446,3068
0.301,-0.434,3068
0.302,-0.410,3068
0.303,-0.374,3068
0.304,-0.341,3068
0.305,-0.294,3066
0.306,-0.261,3066
0.307,-0.228,3066
0.308,-0.203,3066
0.309,-0.186,3066
0.310,-0.181,3066
0.311,-0.185,3066
0.312,-0.203,3066
0.313,-0.231,3066
0.314,-0.271,3066
0.315,-0.321,3069
0.316,-0.356,3069
0.317,-0.390,3069
0.318,-0.416,3069
0.319,-0.429,3069
0.320,-0.414,3069
0.321,-0.391,3069
0.322,-0.354,3069
0.323,-0.326,3069
0.324,-0.281,3081
0.325,-0.241,3081
0.326,-0.201,3081
0.327,-0.176,3081
0.328,-0.164,3081
0.329,-0.154,3081
0.330,-0.164,3081
0.331,-0.181,3081
0.332,-0.201,3081
0.333,-0.233,3081
0.334,-0.266,3073
0.335,-0.296,3073
0.336,-0.328,3073
0.337,-0.346,3073
0.338,-0.349,3073
0.339,-0.347,3073
0.340,-0.296,3073
0.341,-0.274,3073
0.342,-0.244,3073
0.343,-0.206,3062
0.344,-0.144,3062
0.345,-0.124,3062
0.346,-0.114,3062
0.347,-0.114,3062
0.348,-0.121,3062
0.349,-0.134,3062
0.350,-0.163,3062
0.351,-0.189,3062
0.352,-0.215,3069
0.353,-0.250,3069
0.354,-0.270,3069
0.355,-0.287,3069
0.356,-0.294,3069
0.357,-0.290,3069
0.358,-0.281,3069
0.359,-0.264,3069
0.360,-0.198,3090
0.361,-0.149,3090
0.362,-0.126,3090
0.363,-0.106,3090
0.364,-0.091,3090
0.365,-0.094,3090
0.366,-0.094,3090
0.367,-0.109,3090
0.368,-0.130,3090
0.369,-0.164,3090
0.370,-0.196,3084
0.371,-0.230,3084
0.372,-0.256,3084
0.373,-0.275,3084
0.374,-0.284,3084
0.375,-0.271,3084
0.376,-0.250,3084
0.377,-0.221,3084
0.378,-0.189,3084
0.379,-0.149,3084
0.380,-0.069,3098
0.381,-0.021,3098
0.382,-0.014,3098
0.383,-0.016,3098
0.384,-0.030,3098
0.385,-0.054,3098
0.386,-0.086,3098
0.387,-0.126,3098
0.388,-0.164,3102
0.389,-0.191,3102
0.390,-0.211,3102
0.391,-0.225,3102
0.392,-0.228,3102
0.393,-0.219,3102
0.394,-0.196,3102
0.395,-0.171,3102
0.396,-0.131,3102
0.397,-0.096,3102
0.398,-0.049,3098
0.399,-0.009,3098
0.400,0.049,3098
0.401,0.056,3098
0.402,0.066,3098
0.403,0.049,3098
0.404,0.034,3098
0.405,0.010,3098
0.406,-0.029,3098
0.407,-0.051,3099
0.408,-0.081,3099
0.409,-0.106,3099
0.410,-0.125,3099
0.411,-0.136,3099
0.412,-0.134,3099
0.413,-0.128,3099
0.414,-0.107,3099
0.415,-0.085,3099
0.416,-0.055,3099
0.417,-0.026,3098
0.418,0.009,3098
0.419,0.030,3098
0.420,0.064,3098
0.421,0.069,3098
0.422,0.064,3098
0.423,0.054,3098
0.424,0.033,3098
0.425,-0.006,3098
0.426,-0.035,3102
0.427,-0.071,3102
0.428,-0.102,3102
0.429,-0.126,3102
0.430,-0.136,3102
0.431,-0.136,3102
0.432,-0.130,3102
0.433,-0.107,3102
0.434,-0.072,3102
0.435,-0.044,3102
0.436,-0.004,3093
0.437,0.039,3093
0.438,0.069,3093
0.439,0.095,3093
0.440,0.105,3093
0.441,0.096,3093
0.442,0.076,3093
0.443,0.046,3093
0.444,0.006,3093
0.445,-0.036,3098
0.446,-0.069,3098
0.447,-0.102,3098
0.448,-0.126,3098
0.449,-0.142,3098
0.450,-0.145,3098
0.451,-0.146,3098
0.452,-0.124,3098
0.453,-0.102,3098
0.454,-0.066,3098
0.455,-0.029,3093
0.456,0.044,3093
0.457,0.062,3093
0.458,0.079,3093
0.459,0.091,3093
0.460,0.066,3093
0.461,0.035,3093
0.462,-0.011,3093
0.463,-0.046,3075
0.464,-0.089,3075
0.465,-0.124,3075
0.466,-0.164,3075
0.467,-0.184,3075
0.468,-0.201,3075
0.469,-0.206,3075
0.470,-0.198,3075
0.471,-0.182,3075
0.472,-0.165,3075
0.473,-0.131,3090
0.474,-0.110,3090
0.475,-0.091,3090
0.476,-0.083,3090
0.477,-0.074,3090
0.478,-0.085,3090
0.479,-0.101,3090
0.480,-0.171,3090
0.481,-0.204,3090
0.482,-0.241,3090
0.483,-0.271,3090
0.484,-0.301,3090
0.485,-0.323,3090
0.486,-0.324,3090
0.487,-0.321,3090
0.488,-0.306,3090
0.489,-0.291,3090
0.490,-0.270,3090
0.491,-0.246,3090
0.492,-0.214,3100
0.493,-0.186,3100
0.494,-0.161,3100
0.495,-0.144,3100
0.496,-0.131,3100
0.497,-0.136,3100
0.498,-0.149,3100
0.499,-0.171,3100
0.500,-0.244,3100
0.501,-0.271,3080
0.502,-0.310,3080
0.503,-0.341,3080
0.504,-0.359,3080
0.505,-0.369,3080
0.506,-0.362,3080
0.507,-0.334,3080
0.508,-0.307,3080
0.509,-0.284,3080
0.510,-0.255,3080
0.511,-0.229,3080
0.512,-0.205,3080
0.513,-0.184,3080
0.514,-0.176,3080
0.515,-0.174,3080
0.516,-0.188,3080
0.517,-0.204,3080
0.518,-0.230,3080
0.519,-0.256,3080
0.520,-0.314,3080
0.521,-0.352,3080
0.522,-0.369,3080
0.523,-0.376,3080
0.524,-0.376,3080
0.525,-0.371,3080
0.526,-0.361,3080
0.527,-0.331,3080
0.528,-0.295,3080
0.529,-0.269,3085
0.530,-0.233,3085
0.531,-0.211,3085
0.532,-0.194,3085
0.533,-0.189,3085
0.534,-0.191,3085
0.535,-0.206,3085
0.536,-0.233,3085
0.537,-0.266,3085
0.538,-0.321,3070
0.539,-0.367,3070
0.540,-0.409,3070
0.541,-0.410,3070
0.542,-0.394,3070
0.543,-0.371,3070
0.544,-0.341,3070
0.545,-0.302,3070
0.546,-0.256,3070
0.547,-0.216,3101
0.548,-0.186,3101
0.549,-0.152,3101
0.550,-0.138,3101
0.551,-0.136,3101
0.552,-0.150,3101
0.553,-0.176,3101
0.554,-0.211,3101
0.555,-0.253,3101
0.556,-0.286,3101
0.557,-0.321,3075
0.558,-0.351,3075
0.559,-0.369,3075
0.560,-0.384,3075
0.561,-0.374,3075
0.562,-0.351,3075
0.563,-0.323,3075
0.564,-0.281,3075
0.565,-0.244,3075
0.566,-0.194,3079
0.567,-0.161,3079
0.568,-0.126,3079
0.569,-0.111,3079
0.570,-0.106,3079
0.571,-0.114,3079
0.572,-0.139,3079
0.573,-0.172,3079
0.574,-0.209,3079
0.575,-0.254,3079
0.576,-0.294,3077
0.577,-0.334,3077
0.578,-0.364,3077
0.579,-0.384,3077
0.580,-0.374,3077
0.581,-0.356,3077
0.582,-0.324,3077
0.583,-0.286,3077
0.584,-0.241,3077
0.585,-0.201,3069
0.586,-0.164,3069
0.587,-0.133,3069
0.588,-0.120,3069
0.589,-0.115,3069
0.590,-0.121,3069
0.591,-0.135,3069
0.592,-0.163,3069
0.593,-0.191,3069
0.594,-0.228,3069
0.595,-0.265,3065
0.596,-0.291,3065
0.597,-0.314,3065
0.598,-0.328,3065
0.599,-0.329,3065
