Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.196,0.398,3095
0.197,0.830,3095
0.198,1.107,3095
0.199,1.230,3095
0.200,0.943,3096
0.201,0.300,3096
0.202,-0.200,3096
0.203,-0.772,3096
0.204,-1.333,3096
0.205,-1.772,3096
0.206,-2.060,3096
0.207,-2.175,3096
0.208,-2.123,3096
0.209,-1.925,3068
0.210,-1.620,3068
0.211,-1.220,3068
0.212,-0.730,3068
0.213,-0.168,3068
0.214,0.388,3068
0.215,0.818,3068
0.216,1.113,3068
0.217,1.232,3068
0.218,1.190,3068
0.219,1.008,3068
0.220,0.235,3077
0.221,-0.828,3077
0.222,-1.312,3077
0.223,-1.738,3077
0.224,-2.022,3077
0.225,-2.138,3077
0.226,-2.083,3077
0.227,-1.883,3077
0.228,-1.573,3088
0.229,-1.183,3088
0.230,-0.688,3088
0.231,-0.122,3088
0.232,0.427,3088
0.233,0.853,3088
0.234,1.117,3088
0.235,1.228,3088
0.236,1.177,3088
0.237,0.978,3088
0.238,0.672,3075
0.239,0.290,3075
0.240,-0.887,3075
0.241,-1.340,3075
0.242,-1.778,3075
0.243,-2.062,3075
0.244,-2.172,3075
0.245,-2.123,3075
0.246,-1.923,3075
0.247,-1.613,3035
0.248,-1.212,3035
0.249,-0.723,3035
0.250,-0.147,3035
0.251,0.435,3035
0.252,0.843,3035
0.253,1.137,3035
0.254,1.245,3035
0.255,1.188,3035
0.256,0.990,3035
0.257,0.677,3069
0.258,0.290,3069
0.259,-0.203,3069
0.260,-1.423,3069
0.261,-1.780,3069
0.262,-2.058,3069
0.263,-2.170,3069
0.264,-2.112,3069
0.265,-1.923,3069
0.266,-1.617,3078
0.267,-1.210,3078
0.268,-0.713,3078
0.269,-0.133,3078
0.270,0.412,3078
0.271,0.850,3078
0.272,1.137,3078
0.273,1.248,3078
0.274,1.180,3078
0.275,0.980,3078
0.276,0.672,3078
0.277,0.275,3078
0.278,-0.212,3078
0.279,-0.782,3078
0.280,-1.817,3078
0.281,-2.042,3078
0.282,-2.150,3078
0.283,-2.098,3078
0.284,-1.893,3078
0.285,-1.583,3057
0.286,-1.205,3057
0.287,-0.713,3057
0.288,-0.140,3057
0.289,0.398,3057
0.290,0.823,3057
0.291,1.097,3057
0.292,1.192,3057
0.293,1.137,3057
0.294,0.927,3057
0.295,0.615,3068
0.296,0.228,3068
0.297,-0.263,3068
0.298,-0.848,3068
0.299,-1.380,3068
0.300,-2.112,3068
0.301,-2.183,3068
0.302,-2.123,3068
0.303,-1.923,3068
0.304,-1.615,3072
0.305,-1.212,3072
0.306,-0.725,3072
0.307,-0.147,3072
0.308,0.393,3072
0.309,0.838,3072
0.310,1.117,3072
0.311,1.230,3072
0.312,1.177,3072
0.313,0.980,3072
0.314,0.675,3090
0.315,0.280,3090
0.316,-0.215,3090
0.317,-0.807,3090
0.318,-1.347,3090
0.319,-1.788,3090
0.320,-2.180,3090
0.321,-2.125,3090
0.322,-1.933,3090
0.323,-1.623,3085
0.324,-1.218,3085
0.325,-0.728,3085
0.326,-0.147,3085
0.327,0.410,3085
0.328,0.848,3085
0.329,1.133,3085
0.330,1.238,3085
0.331,1.183,3085
0.332,0.980,3085
0.333,0.667,3083
0.334,0.268,3083
0.335,-0.233,3083
0.336,-0.820,3083
0.337,-1.373,3083
0.338,-1.810,3083
0.339,-2.098,3083
0.340,-2.107,3083
0.341,-1.927,3083
0.342,-1.617,3086
0.343,-1.210,3086
0.344,-0.708,3086
0.345,-0.133,3086
0.346,0.412,3086
0.347,0.845,3086
0.348,1.107,3086
0.349,1.222,3086
0.350,1.157,3086
0.351,0.948,3086
0.352,0.637,3102
0.353,0.235,3102
0.354,-0.253,3102
0.355,-0.865,3102
0.356,-1.387,3102
0.357,-1.812,3102
0.358,-2.095,3102
0.359,-2.190,3102
0.360,-1.883,3102
0.361,-1.192,3098
0.362,-0.713,3098
0.363,-0.163,3098
0.364,0.388,3098
0.365,0.823,3098
0.366,1.107,3098
0.367,1.218,3098
0.368,1.167,3098
0.369,0.978,3098
0.370,0.672,3064
0.371,0.287,3064
0.372,-0.212,3064
0.373,-0.785,3064
0.374,-1.340,3064
0.375,-1.778,3064
0.376,-2.047,3064
0.377,-2.163,3064
0.378,-2.100,3064
0.379,-1.893,3064
0.380,-1.137,3102
0.381,-0.142,3102
0.382,0.383,3102
0.383,0.818,3102
0.384,1.093,3102
0.385,1.208,3102
0.386,1.147,3102
0.387,0.948,3102
0.388,0.662,3089
0.389,0.268,3089
0.390,-0.225,3089
0.391,-0.807,3089
0.392,-1.347,3089
0.393,-1.782,3089
0.394,-2.058,3089
0.395,-2.172,3089
0.396,-2.112,3089
0.397,-1.907,3089
0.398,-1.607,3099
0.399,-1.210,3099
0.400,-0.052,3099
0.401,0.398,3099
0.402,0.833,3099
0.403,1.113,3099
0.404,1.232,3099
0.405,1.175,3099
0.406,0.978,3099
0.407,0.670,3092
0.408,0.273,3092
0.409,-0.228,3092
0.410,-0.812,3092
0.411,-1.350,3092
0.412,-1.788,3092
0.413,-2.060,3092
0.414,-2.172,3092
0.415,-2.110,3092
0.416,-1.910,3092
0.417,-1.613,3090
0.418,-1.210,3090
0.419,-0.708,3090
0.420,0.468,3090
0.421,0.828,3090
0.422,1.103,3090
0.423,1.220,3090
0.424,1.173,3090
0.425,0.983,3090
0.426,0.670,3092
0.427,0.270,3092
0.428,-0.223,3092
0.429,-0.805,3092
0.430,-1.345,3092
0.431,-1.778,3092
0.432,-2.047,3092
0.433,-2.163,3092
0.434,-2.103,3092
0.435,-1.893,3092
0.436,-1.600,3092
0.437,-1.202,3092
0.438,-0.708,3092
0.439,-0.142,3092
0.440,0.877,3092
0.441,1.097,3092
0.442,1.210,3092
0.443,1.147,3092
0.444,0.938,3092
0.445,0.652,3086
0.446,0.253,3086
0.447,-0.247,3086
0.448,-0.823,3086
0.449,-1.367,3086
0.450,-1.808,3086
0.451,-2.062,3086
0.452,-2.172,3086
0.453,-2.105,3086
0.454,-1.897,3086
0.455,-1.583,3081
0.456,-1.183,3081
0.457,-0.690,3081
0.458,-0.113,3081
0.459,0.430,3081
0.460,1.183,3081
0.461,1.258,3081
0.462,1.195,3081
0.463,1.005,3081
0.464,0.698,3092
0.465,0.297,3092
0.466,-0.205,3092
0.467,-0.782,3092
0.468,-1.337,3092
0.469,-1.775,3092
0.470,-2.053,3092
0.471,-2.172,3092
0.472,-2.112,3092
0.473,-1.907,3092
0.474,-1.610,3081
0.475,-1.222,3081
0.476,-0.733,3081
0.477,-0.150,3081
0.478,0.393,3081
0.479,0.828,3081
0.480,1.230,3081
0.481,1.177,3081
0.482,0.988,3081
0.483,0.677,3081
0.484,0.297,3088
0.485,-0.223,3088
0.486,-0.802,3088
0.487,-1.347,3088
0.488,-1.782,3088
0.489,-2.062,3088
0.490,-2.167,3088
0.491,-2.105,3088
0.492,-1.897,3088
0.493,-1.605,3088
0.494,-1.212,3074
0.495,-0.708,3074
0.496,-0.147,3074
0.497,0.400,3074
0.498,0.838,3074
0.499,1.133,3074
0.500,1.153,3074
0.501,0.983,3074
0.502,0.672,3074
0.503,0.273,3063
0.504,-0.247,3063
0.505,-0.818,3063
0.506,-1.363,3063
0.507,-1.802,3063
0.508,-2.085,3063
0.509,-2.188,3063
0.510,-2.132,3063
0.511,-1.930,3063
0.512,-1.617,3063
0.513,-1.222,3077
0.514,-0.723,3077
0.515,-0.145,3077
0.516,0.410,3077
0.517,0.843,3077
0.518,1.120,3077
0.519,1.232,3077
0.520,0.938,3077
0.521,0.595,3072
0.522,-0.253,3072
0.523,-0.785,3072
0.524,-1.333,3072
0.525,-1.778,3072
0.526,-2.058,3072
0.527,-2.170,3072
0.528,-2.123,3072
0.529,-1.933,3072
0.530,-1.633,3072
0.531,-1.232,3093
0.532,-0.733,3093
0.533,-0.170,3093
0.534,0.390,3093
0.535,0.825,3093
0.536,1.100,3093
0.537,1.220,3093
0.538,1.173,3093
0.539,0.983,3093
0.540,0.190,3069
0.541,-0.802,3069
0.542,-1.327,3069
0.543,-1.748,3069
0.544,-2.033,3069
0.545,-2.152,3069
0.546,-2.092,3069
0.547,-1.883,3069
0.548,-1.580,3069
0.549,-1.188,3092
0.550,-0.682,3092
0.551,-0.122,3092
0.552,0.417,3092
0.553,0.848,3092
0.554,1.117,3092
0.555,1.228,3092
0.556,1.157,3092
0.557,0.953,3092
0.558,0.657,3092
0.559,0.268,3061
0.560,-0.910,3061
0.561,-1.370,3061
0.562,-1.808,3061
0.563,-2.087,3061
0.564,-2.188,3061
0.565,-2.123,3061
0.566,-1.927,3061
0.567,-1.617,3061
0.568,-1.215,3076
0.569,-0.708,3076
0.570,-0.147,3076
0.571,0.388,3076
0.572,0.825,3076
0.573,1.107,3076
0.574,1.222,3076
0.575,1.167,3076
0.576,0.973,3076
0.577,0.665,3076
0.578,0.280,3076
0.579,-0.223,3076
0.580,-1.417,3076
0.581,-1.778,3076
0.582,-2.055,3076
0.583,-2.175,3076
0.584,-2.110,3076
0.585,-1.927,3076
0.586,-1.620,3076
0.587,-1.228,3065
0.588,-0.713,3065
0.589,-0.140,3065
0.590,0.417,3065
0.591,0.848,3065
0.592,1.137,3065
0.593,1.248,3065
0.594,1.188,3065
0.595,0.993,3065
0.596,0.695,3065
0.597,0.302,3077
0.598,-0.212,3077
0.599,-0.782,3077
0.600,-1.843,3077
0.601,-2.062,3077
0.602,-2.178,3077
0.603,-2.107,3077
0.604,-1.907,3077
0.605,-1.610,3077
0.606,-1.212,3085
0.607,-0.703,3085
0.608,-0.147,3085
0.609,0.393,3085
0.610,0.815,3085
0.611,1.087,3085
0.612,1.183,3085
0.613,1.113,3085
0.614,0.917,3085
0.615,0.610,3085
0.616,0.228,3100
0.617,-0.287,3100
0.618,-0.860,3100
0.619,-1.403,3100
0.620,-2.130,3100
0.621,-2.192,3100
0.622,-2.135,3100
0.623,-1.935,3100
0.624,-1.625,3100
0.625,-1.220,3065
0.626,-0.708,3065
0.627,-0.138,3065
0.628,0.400,3065
0.629,0.833,3065
0.630,1.107,3065
0.631,1.222,3065
0.632,1.163,3065
0.633,0.955,3065
0.634,0.657,3065
0.635,0.270,3104
0.636,-0.250,3104
0.637,-0.823,3104
0.638,-1.403,3104
0.639,-1.808,3104
0.640,-2.178,3104
0.641,-2.120,3104
0.642,-1.925,3104
0.643,-1.607,3104
0.644,-1.222,3063
0.645,-0.713,3063
0.646,-0.177,3063
0.647,0.378,3063
0.648,0.797,3063
0.649,1.087,3063
0.650,1.208,3063
0.651,1.153,3063
0.652,0.955,3063
0.653,0.657,3063
0.654,0.268,3093
0.655,-0.245,3093
0.656,-0.820,3093
0.657,-1.363,3093
0.658,-1.788,3093
0.659,-2.062,3093
0.660,-2.083,3093
0.661,-1.903,3093
0.662,-1.607,3093
0.663,-1.212,3104
0.664,-0.703,3104
0.665,-0.145,3104
0.666,0.388,3104
0.667,0.818,3104
0.668,1.077,3104
0.669,1.192,3104
0.670,1.137,3104
0.671,0.935,3104
0.672,0.632,3104
0.673,0.253,3094
0.674,-0.265,3094
0.675,-0.828,3094
0.676,-1.373,3094
0.677,-1.788,3094
0.678,-2.058,3094
0.679,-2.150,3094
0.680,-1.843,3094
0.681,-1.573,3094
0.682,-1.180,3084
0.683,-0.688,3084
0.684,-0.138,3084
0.685,0.410,3084
0.686,0.828,3084
0.687,1.107,3084
0.688,1.220,3084
0.689,1.167,3084
0.690,0.978,3084
0.691,0.667,3084
0.692,0.273,3084
0.693,-0.253,3084
0.694,-0.823,3084
0.695,-1.367,3084
0.696,-1.782,3084
0.697,-2.058,3084
0.698,-2.167,3084
0.699,-2.098,3084
0.700,-1.528,3084
0.701,-1.107,3092
0.702,-0.060,3092
0.703,0.450,3092
0.704,0.868,3092
0.705,1.117,3092
0.706,1.228,3092
0.707,1.155,3092
0.708,0.948,3092
0.709,0.660,3092
0.710,0.260,3071
0.711,-0.263,3071
0.712,-0.828,3071
0.713,-1.367,3071
0.714,-1.788,3071
0.715,-2.060,3071
0.716,-2.167,3071
0.717,-2.100,3071
0.718,-1.893,3071
0.719,-1.583,3071
0.720,-0.620,3062
0.721,0.412,3062
0.722,0.835,3062
0.723,1.110,3062
0.724,1.228,3062
0.725,1.173,3062
0.726,0.978,3062
0.727,0.667,3062
0.728,0.275,3097
0.729,-0.233,3097
0.730,-0.815,3097
0.731,-1.363,3097
0.732,-1.782,3097
0.733,-2.062,3097
0.734,-2.163,3097
0.735,-2.092,3097
0.736,-1.877,3097
0.737,-1.567,3097
0.738,-1.177,3080
0.739,-0.660,3080
0.740,0.527,3080
0.741,0.863,3080
0.742,1.143,3080
0.743,1.232,3080
0.744,1.180,3080
0.745,0.958,3080
0.746,0.662,3080
0.747,0.268,3094
0.748,-0.253,3094
0.749,-0.830,3094
0.750,-1.377,3094
0.751,-1.812,3094
0.752,-2.090,3094
0.753,-2.188,3094
0.754,-2.132,3094
0.755,-1.933,3094
0.756,-1.620,3094
0.757,-1.212,3094
0.758,-0.713,3081
0.759,-0.125,3081
0.760,0.897,3081
0.761,1.115,3081
0.762,1.232,3081
0.763,1.177,3081
0.764,0.988,3081
0.765,0.688,3081
0.766,0.300,3081
0.767,-0.207,3073
0.768,-0.807,3073
0.769,-1.345,3073
0.770,-1.772,3073
0.771,-2.053,3073
0.772,-2.163,3073
0.773,-2.095,3073
0.774,-1.887,3073
0.775,-1.577,3073
0.776,-1.190,3073
0.777,-0.698,3081
0.778,-0.115,3081
0.779,0.412,3081
0.780,1.145,3081
0.781,1.212,3081
0.782,1.157,3081
0.783,0.948,3081
0.784,0.660,3081
0.785,0.268,3081
0.786,-0.245,3077
0.787,-0.833,3077
0.788,-1.377,3077
0.789,-1.808,3077
0.790,-2.087,3077
0.791,-2.180,3077
0.792,-2.112,3077
0.793,-1.905,3077
0.794,-1.607,3077
0.795,-1.218,3077
0.796,-0.723,3086
0.797,-0.142,3086
0.798,0.393,3086
0.799,0.818,3086
0.800,1.188,3086
0.801,1.113,3086
0.802,0.912,3086
0.803,0.613,3086
0.804,0.233,3086
0.805,-0.263,3074
0.806,-0.853,3074
0.807,-1.373,3074
0.808,-1.790,3074
0.809,-2.060,3074
0.810,-2.163,3074
0.811,-2.100,3074
0.812,-1.893,3074
0.813,-1.580,3074
0.814,-1.188,3074
0.815,-0.688,3070
0.816,-0.102,3070
0.817,0.422,3070
0.818,0.853,3070
0.819,1.117,3070
0.820,1.147,3070
0.821,0.975,3070
0.822,0.662,3070
0.823,0.275,3070
0.824,-0.242,3078
0.825,-0.843,3078
0.826,-1.383,3078
0.827,-1.812,3078
0.828,-2.098,3078
0.829,-2.190,3078
0.830,-2.138,3078
0.831,-1.923,3078
0.832,-1.617,3078
0.833,-1.220,3078
0.834,-0.713,3078
0.835,-0.133,3078
0.836,0.410,3078
0.837,0.850,3078
0.838,1.107,3078
0.839,1.222,3078
0.840,0.917,3078
0.841,0.670,3078
0.842,0.278,3078
0.843,-0.228,3085
0.844,-0.828,3085
0.845,-1.353,3085
0.846,-1.782,3085
0.847,-2.058,3085
0.848,-2.163,3085
0.849,-2.107,3085
0.850,-1.903,3085
0.851,-1.607,3085
0.852,-1.212,3085
0.853,-0.710,3076
0.854,-0.133,3076
0.855,0.393,3076
0.856,0.823,3076
0.857,1.107,3076
0.858,1.218,3076
0.859,1.153,3076
0.860,0.588,3076
0.861,0.263,3076
0.862,-0.247,3068
0.863,-0.845,3068
0.864,-1.367,3068
0.865,-1.782,3068
0.866,-2.053,3068
0.867,-2.145,3068
0.868,-2.087,3068
0.869,-1.873,3068
0.870,-1.573,3068
0.871,-1.188,3068
0.872,-0.682,3067
0.873,-0.100,3067
0.874,0.427,3067
0.875,0.843,3067
0.876,1.107,3067
0.877,1.218,3067
0.878,1.147,3067
0.879,0.943,3067
0.880,0.177,3067
0.881,-0.263,3082
0.882,-0.853,3082
0.883,-1.387,3082
0.884,-1.812,3082
0.885,-2.083,3082
0.886,-2.175,3082
0.887,-2.107,3082
0.888,-1.900,3082
0.889,-1.580,3082
0.890,-1.200,3082
0.891,-0.698,3057
0.892,-0.115,3057
0.893,0.417,3057
0.894,0.853,3057
0.895,1.137,3057
0.896,1.235,3057
0.897,1.180,3057
0.898,0.983,3057
0.899,0.675,3057
0.900,-0.328,3089
0.901,-1.407,3089
0.902,-1.788,3089
0.903,-2.058,3089
0.904,-2.170,3089
0.905,-2.112,3089
0.906,-1.903,3089
0.907,-1.607,3089
0.908,-1.212,3089
0.909,-0.708,3091
0.910,-0.133,3091
0.911,0.412,3091
0.912,0.833,3091
0.913,1.105,3091
0.914,1.215,3091
0.915,1.143,3091
0.916,0.943,3091
0.917,0.632,3091
0.918,0.250,3091
0.919,-0.260,3107
0.920,-1.462,3107
0.921,-1.873,3107
0.922,-2.105,3107
0.923,-2.172,3107
0.924,-2.103,3107
0.925,-1.893,3107
0.926,-1.570,3107
0.927,-1.170,3107
0.928,-0.660,3091
0.929,-0.092,3091
0.930,0.432,3091
0.931,0.850,3091
0.932,1.113,3091
0.933,1.218,3091
0.934,1.147,3091
0.935,0.940,3091
0.936,0.627,3091
0.937,0.247,3091
0.938,-0.260,3104
0.939,-0.850,3104
0.940,-1.860,3104
0.941,-2.090,3104
0.942,-2.188,3104
0.943,-2.127,3104
0.944,-1.927,3104
0.945,-1.617,3104
0.946,-1.212,3104
0.947,-0.708,3088
0.948,-0.135,3088
0.949,0.388,3088
0.950,0.820,3088
0.951,1.090,3088
0.952,1.192,3088
0.953,1.133,3088
0.954,0.858,3088
0.955,0.600,3088
0.956,0.225,3088
0.957,-0.273,3080
0.958,-0.865,3080
0.959,-1.390,3080
0.960,-2.105,3080
0.961,-2.167,3080
0.962,-2.098,3080
0.963,-1.885,3080
0.964,-1.573,3080
0.965,-1.177,3080
0.966,-0.672,3081
0.967,-0.092,3081
0.968,0.432,3081
0.969,0.848,3081
0.970,1.110,3081
0.971,1.212,3081
0.972,1.145,3081
0.973,0.927,3081
0.974,0.618,3081
0.975,0.233,3081
0.976,-0.273,3093
0.977,-0.868,3093
0.978,-1.407,3093
0.979,-1.820,3093
0.980,-2.183,3093
0.981,-2.120,3093
0.982,-1.923,3093
0.983,-1.613,3093
0.984,-1.208,3093
0.985,-0.703,3091
0.986,-0.135,3091
0.987,0.398,3091
0.988,0.823,3091
0.989,1.095,3091
0.990,1.205,3091
0.991,1.143,3091
0.992,0.932,3091
0.993,0.623,3091
0.994,0.247,3091
0.995,-0.258,3055
0.996,-0.850,3055
0.997,-1.383,3055
0.998,-1.808,3055
0.999,-2.083,3055
1.000,-2.087,3055
1.001,-1.897,3055
1.002,-1.603,3055
1.003,-1.202,3055
1.004,-0.705,3092
1.005,-0.122,3092
1.006,0.417,3092
1.007,0.833,3092
1.008,1.107,3092
1.009,1.210,3092
1.010,1.143,3092
1.011,0.932,3092
1.012,0.618,3092
1.013,0.237,3092
1.014,-0.273,3086
1.015,-0.860,3086
1.016,-1.387,3086
1.017,-1.815,3086
1.018,-2.092,3086
1.019,-2.185,3086
1.020,-1.860,3086
1.021,-1.605,3086
1.022,-1.192,3086
1.023,-0.693,3088
1.024,-0.060,3088
1.025,0.435,3088
1.026,0.833,3088
1.027,1.103,3088
1.028,1.208,3088
1.029,1.150,3088
1.030,0.927,3088
1.031,0.623,3088
1.032,0.253,3088
1.033,-0.253,3088
1.034,-0.840,3086
1.035,-1.380,3086
1.036,-1.812,3086
1.037,-2.085,3086
1.038,-2.183,3086
1.039,-2.123,3086
1.040,-1.542,3086
1.041,-1.205,3086
1.042,-0.698,3086
1.043,-0.128,3083
1.044,0.417,3083
1.045,0.838,3083
1.046,1.105,3083
1.047,1.212,3083
1.048,1.143,3083
1.049,0.930,3083
1.050,0.623,3083
1.051,0.237,3083
1.052,-0.273,3083
1.053,-0.853,3074
1.054,-1.393,3074
1.055,-1.817,3074
1.056,-2.092,3074
1.057,-2.188,3074
1.058,-2.132,3074
1.059,-1.930,3074
1.060,-1.145,3074
1.061,-0.593,3079
1.062,0.458,3079
1.063,0.838,3079
1.064,1.115,3079
1.065,1.225,3079
1.066,1.170,3079
1.067,0.978,3079
1.068,0.662,3079
1.069,0.278,3079
1.070,-0.223,3079
1.071,-0.802,3082
1.072,-1.353,3082
1.073,-1.772,3082
1.074,-2.055,3082
1.075,-2.163,3082
1.076,-2.092,3082
1.077,-1.895,3082
1.078,-1.583,3082
1.079,-1.202,3082
1.080,-0.043,3062
1.081,0.828,3062
1.082,1.097,3062
1.083,1.190,3062
1.084,1.137,3062
1.085,0.920,3062
1.086,0.613,3062
1.087,0.233,3062
1.088,-0.273,3062
1.089,-0.860,3082
1.090,-1.413,3082
1.091,-1.827,3082
1.092,-2.100,3082
1.093,-2.188,3082
1.094,-2.123,3082
1.095,-1.903,3082
1.096,-1.603,3082
1.097,-1.202,3082
1.098,-0.685,3082
1.099,-0.128,3066
1.100,0.877,3066
1.101,1.150,3066
1.102,1.218,3066
1.103,1.147,3066
1.104,0.940,3066
1.105,0.627,3066
1.106,0.250,3066
1.107,-0.268,3066
1.108,-0.853,3086
1.109,-1.403,3086
1.110,-1.812,3086
1.111,-2.090,3086
1.112,-2.178,3086
1.113,-2.123,3086
1.114,-1.907,3086
1.115,-1.607,3086
1.116,-1.202,3086
1.117,-0.703,3086
1.118,-0.128,3089
1.119,0.420,3089
1.120,1.153,3089
1.121,1.222,3089
1.122,1.153,3089
1.123,0.943,3089
1.124,0.632,3089
1.125,0.250,3089
1.126,-0.275,3089
1.127,-0.853,3083
1.128,-1.403,3083
1.129,-1.810,3083
1.130,-2.090,3083
1.131,-2.178,3083
1.132,-2.103,3083
1.133,-1.893,3083
1.134,-1.577,3083
1.135,-1.190,3083
1.136,-0.695,3083
1.137,-0.128,3074
1.138,0.417,3074
1.139,0.830,3074
1.140,1.202,3074
1.141,1.137,3074
1.142,0.932,3074
1.143,0.623,3074
1.144,0.247,3074
1.145,-0.255,3074
1.146,-0.848,3084
1.147,-1.395,3084
1.148,-1.817,3084
1.149,-2.095,3084
1.150,-2.203,3084
1.151,-2.138,3084
1.152,-1.942,3084
1.153,-1.625,3084
1.154,-1.228,3084
1.155,-0.710,3084
1.156,-0.125,3109
1.157,0.425,3109
1.158,0.848,3109
1.159,1.117,3109
1.160,1.135,3109
1.161,0.897,3109
1.162,0.623,3109
1.163,0.260,3109
1.164,-0.247,3109
1.165,-0.818,3110
1.166,-1.385,3110
1.167,-1.808,3110
1.168,-2.083,3110
1.169,-2.167,3110
1.170,-2.100,3110
1.171,-1.890,3110
1.172,-1.583,3110
1.173,-1.188,3110
1.174,-0.690,3110
1.175,-0.113,3107
1.176,0.425,3107
1.177,0.848,3107
1.178,1.113,3107
1.179,1.218,3107
1.180,0.890,3107
1.181,0.623,3107
1.182,0.247,3107
1.183,-0.263,3107
1.184,-0.848,3109
1.185,-1.390,3109
1.186,-1.805,3109
1.187,-2.083,3109
1.188,-2.170,3109
1.189,-2.103,3109
1.190,-1.883,3109
1.191,-1.573,3109
1.192,-1.175,3109
1.193,-0.667,3109
1.194,-0.098,3106
1.195,0.448,3106
1.196,0.860,3106
1.197,1.133,3106
1.198,1.218,3106
1.199,1.143,3106
1.200,0.568,3106
