Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.978,-1.292,3358
0.979,-1.262,3358
0.980,-1.062,3358
0.981,-0.940,3358
0.982,-0.662,3358
0.983,-0.305,3358
0.984,0.028,3347
0.985,0.278,3347
0.986,0.427,3347
0.987,0.497,3347
0.988,0.468,3347
0.989,0.412,3347
0.990,0.307,3347
0.991,0.158,3347
0.992,-0.122,3347
0.993,-0.500,3347
0.994,-0.833,3339
0.995,-1.083,3339
0.996,-1.218,3339
0.997,-1.285,3339
0.998,-1.252,3339
0.999,-1.192,3339
1.000,-0.902,3339
1.001,-0.650,3339
1.002,-0.228,3339
1.003,0.052,3355
1.004,0.427,3355
1.005,0.470,3355
1.006,0.455,3355
1.007,0.398,3355
1.008,0.292,3355
1.009,0.142,3355
1.010,-0.133,3355
1.011,-0.497,3355
1.012,-0.818,3355
1.013,-1.058,3355
1.014,-1.202,3355
1.015,-1.252,3355
1.016,-1.232,3355
1.017,-1.173,3355
1.018,-1.073,3355
1.019,-0.932,3355
1.020,-0.260,3355
1.021,0.072,3362
1.022,0.412,3362
1.023,0.468,3362
1.024,0.458,3362
1.025,0.393,3362
1.026,0.292,3362
1.027,0.142,3362
1.028,-0.133,3362
1.029,-0.505,3362
1.030,-0.833,3367
1.031,-1.070,3367
1.032,-1.208,3367
1.033,-1.252,3367
1.034,-1.225,3367
1.035,-1.163,3367
1.036,-1.060,3367
1.037,-0.907,3367
1.038,-0.623,3367
1.039,-0.253,3367
1.040,0.315,3356
1.041,0.468,3356
1.042,0.438,3356
1.043,0.372,3356
1.044,0.263,3356
1.045,0.110,3356
1.046,-0.172,3356
1.047,-0.542,3356
1.048,-0.865,3354
1.049,-1.103,3354
1.050,-1.238,3354
1.051,-1.298,3354
1.052,-1.258,3354
1.053,-1.183,3354
1.054,-1.075,3354
1.055,-0.927,3354
1.056,-0.647,3354
1.057,-0.287,3354
1.058,0.052,3368
1.059,0.278,3368
1.060,0.492,3368
1.061,0.468,3368
1.062,0.410,3368
1.063,0.302,3368
1.064,0.158,3368
1.065,-0.113,3368
1.066,-0.485,3368
1.067,-0.812,3375
1.068,-1.042,3375
1.069,-1.180,3375
1.070,-1.228,3375
1.071,-1.220,3375
1.072,-1.167,3375
1.073,-1.073,3375
1.074,-0.927,3375
1.075,-0.645,3375
1.076,-0.285,3375
1.077,0.050,3363
1.078,0.273,3363
1.079,0.412,3363
1.080,0.435,3363
1.081,0.378,3363
1.082,0.270,3363
1.083,0.113,3363
1.084,-0.180,3363
1.085,-0.547,3363
1.086,-0.873,3364
1.087,-1.110,3364
1.088,-1.242,3364
1.089,-1.298,3364
1.090,-1.258,3364
1.091,-1.177,3364
1.092,-1.067,3364
1.093,-0.900,3364
1.094,-0.598,3364
1.095,-0.242,3364
1.096,0.087,3365
1.097,0.315,3365
1.098,0.458,3365
1.099,0.497,3365
1.100,0.393,3365
1.101,0.302,3365
1.102,0.152,3365
1.103,-0.133,3365
1.104,-0.500,3365
1.105,-0.825,3355
1.106,-1.067,3355
1.107,-1.212,3355
1.108,-1.265,3355
1.109,-1.250,3355
1.110,-1.188,3355
1.111,-1.075,3355
1.112,-0.925,3355
1.113,-0.623,3355
1.114,-0.260,3355
1.115,0.062,3389
1.116,0.292,3389
1.117,0.435,3389
1.118,0.497,3389
1.119,0.468,3389
1.120,0.263,3389
1.121,0.128,3389
1.122,-0.177,3389
1.123,-0.542,3389
1.124,-0.868,3352
1.125,-1.105,3352
1.126,-1.232,3352
1.127,-1.288,3352
1.128,-1.248,3352
1.129,-1.173,3352
1.130,-1.062,3352
1.131,-0.907,3352
1.132,-0.610,3352
1.133,-0.258,3352
1.134,0.058,3350
1.135,0.292,3350
1.136,0.412,3350
1.137,0.453,3350
1.138,0.432,3350
1.139,0.367,3350
1.140,0.018,3350
1.141,-0.212,3350
1.142,-0.540,3350
1.143,-0.853,3359
1.144,-1.077,3359
1.145,-1.208,3359
1.146,-1.248,3359
1.147,-1.222,3359
1.148,-1.147,3359
1.149,-1.045,3359
1.150,-0.887,3359
1.151,-0.588,3359
1.152,-0.242,3359
1.153,0.087,3340
1.154,0.302,3340
1.155,0.438,3340
1.156,0.477,3340
1.157,0.460,3340
1.158,0.380,3340
1.159,0.275,3340
1.160,-0.242,3340
1.161,-0.540,3340
1.162,-0.853,3340
1.163,-1.073,3355
1.164,-1.210,3355
1.165,-1.250,3355
1.166,-1.222,3355
1.167,-1.153,3355
1.168,-1.032,3355
1.169,-0.870,3355
1.170,-0.583,3355
1.171,-0.228,3355
1.172,0.072,3355
1.173,0.292,3347
1.174,0.412,3347
1.175,0.448,3347
1.176,0.422,3347
1.177,0.347,3347
1.178,0.242,3347
1.179,0.087,3347
1.180,-0.610,3347
1.181,-0.868,3347
1.182,-1.095,3355
1.183,-1.228,3355
1.184,-1.258,3355
1.185,-1.232,3355
1.186,-1.165,3355
1.187,-1.052,3355
1.188,-0.892,3355
1.189,-0.595,3355
1.190,-0.247,3355
1.191,0.062,3355
1.192,0.287,3363
1.193,0.420,3363
1.194,0.463,3363
1.195,0.438,3363
1.196,0.367,3363
1.197,0.255,3363
1.198,0.098,3363
