Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.365,-0.284,-14164
0.366,-0.294,-14164
0.367,-0.309,-14164
0.368,-0.326,-14164
0.369,-0.344,-14164
0.370,-0.356,-14164
0.371,-0.364,-14164
0.372,-0.366,-14164
0.373,-0.364,-14164
0.374,-0.356,-14164
0.375,-0.352,-14164
0.376,-0.341,-14164
0.377,-0.328,-14164
0.378,-0.309,-14162
0.379,-0.295,-14162
0.380,-0.271,-14162
0.381,-0.271,-14162
0.382,-0.270,-14162
0.383,-0.274,-14162
0.384,-0.282,-14162
0.385,-0.290,-14162
0.386,-0.302,-14162
0.387,-0.310,-14158
0.388,-0.321,-14158
0.389,-0.329,-14158
0.390,-0.330,-14158
0.391,-0.335,-14158
0.392,-0.330,-14158
0.393,-0.324,-14158
0.394,-0.311,-14158
0.395,-0.301,-14158
0.396,-0.291,-14158
0.397,-0.274,-14191
0.398,-0.255,-14191
0.399,-0.247,-14191
0.400,-0.229,-14191
0.401,-0.231,-14191
0.402,-0.244,-14191
0.403,-0.249,-14191
0.404,-0.254,-14191
0.405,-0.266,-14191
0.406,-0.284,-14186
0.407,-0.302,-14186
0.408,-0.312,-14186
0.409,-0.326,-14186
0.410,-0.331,-14186
0.411,-0.330,-14186
0.412,-0.326,-14186
0.413,-0.312,-14186
0.414,-0.290,-14186
0.415,-0.269,-14198
0.416,-0.246,-14198
0.417,-0.230,-14198
0.418,-0.225,-14198
0.419,-0.219,-14198
0.420,-0.231,-14198
0.421,-0.244,-14198
0.422,-0.256,-14198
0.423,-0.271,-14252
0.424,-0.289,-14252
0.425,-0.306,-14252
0.426,-0.311,-14252
0.427,-0.325,-14252
0.428,-0.321,-14252
0.429,-0.321,-14252
0.430,-0.307,-14252
0.431,-0.296,-14252
0.432,-0.282,-14252
0.433,-0.261,-14265
0.434,-0.246,-14265
0.435,-0.229,-14265
0.436,-0.223,-14265
0.437,-0.212,-14265
0.438,-0.209,-14265
0.439,-0.211,-14265
0.440,-0.229,-14265
0.441,-0.246,-14265
0.442,-0.264,-14251
0.443,-0.274,-14251
0.444,-0.287,-14251
0.445,-0.292,-14251
0.446,-0.302,-14251
0.447,-0.299,-14251
0.448,-0.289,-14251
0.449,-0.274,-14251
0.450,-0.266,-14251
0.451,-0.246,-14251
0.452,-0.231,-14295
0.453,-0.216,-14295
0.454,-0.204,-14295
0.455,-0.194,-14295
0.456,-0.191,-14295
0.457,-0.189,-14295
0.458,-0.194,-14295
0.459,-0.206,-14295
0.460,-0.226,-14295
0.461,-0.242,-14299
0.462,-0.254,-14299
0.463,-0.266,-14299
0.464,-0.273,-14299
0.465,-0.276,-14299
0.466,-0.271,-14299
0.467,-0.263,-14299
0.468,-0.246,-14299
0.469,-0.229,-14299
0.470,-0.207,-14299
0.471,-0.189,-14294
0.472,-0.174,-14294
0.473,-0.161,-14294
0.474,-0.150,-14294
0.475,-0.141,-14294
0.476,-0.142,-14294
0.477,-0.147,-14294
0.478,-0.161,-14294
0.479,-0.169,-14294
0.480,-0.196,-14299
0.481,-0.228,-14299
0.482,-0.244,-14299
0.483,-0.244,-14299
0.484,-0.242,-14299
0.485,-0.230,-14299
0.486,-0.226,-14299
0.487,-0.209,-14299
0.488,-0.191,-14299
0.489,-0.180,-14316
0.490,-0.168,-14316
0.491,-0.161,-14316
0.492,-0.150,-14316
0.493,-0.146,-14316
0.494,-0.146,-14316
0.495,-0.150,-14316
0.496,-0.166,-14316
0.497,-0.181,-14316
0.498,-0.193,-14316
0.499,-0.209,-14315
0.500,-0.244,-14315
0.501,-0.249,-14315
0.502,-0.254,-14315
0.503,-0.251,-14315
0.504,-0.251,-14315
0.505,-0.241,-14315
0.506,-0.225,-14315
0.507,-0.214,-14315
0.508,-0.203,-14312
0.509,-0.191,-14312
0.510,-0.184,-14312
0.511,-0.172,-14312
0.512,-0.171,-14312
0.513,-0.174,-14312
0.514,-0.185,-14312
0.515,-0.191,-14312
0.516,-0.209,-14312
0.517,-0.224,-14312
0.518,-0.246,-14312
0.519,-0.263,-14329
0.520,-0.291,-14329
0.521,-0.299,-14329
0.522,-0.304,-14329
0.523,-0.301,-14329
0.524,-0.294,-14329
0.525,-0.274,-14329
0.526,-0.260,-14329
0.527,-0.246,-14329
0.528,-0.224,-14324
0.529,-0.206,-14324
0.530,-0.191,-14324
0.531,-0.182,-14324
0.532,-0.176,-14324
0.533,-0.176,-14324
0.534,-0.180,-14324
0.535,-0.189,-14324
0.536,-0.206,-14324
0.537,-0.223,-14324
0.538,-0.244,-14390
0.539,-0.253,-14390
0.540,-0.271,-14390
0.541,-0.274,-14390
0.542,-0.269,-14390
0.543,-0.266,-14390
0.544,-0.251,-14390
0.545,-0.241,-14390
0.546,-0.226,-14390
0.547,-0.209,-14356
0.548,-0.194,-14356
0.549,-0.190,-14356
0.550,-0.184,-14356
0.551,-0.182,-14356
0.552,-0.189,-14356
0.553,-0.195,-14356
0.554,-0.207,-14356
0.555,-0.226,-14356
0.556,-0.251,-14356
0.557,-0.269,-14362
0.558,-0.287,-14362
0.559,-0.304,-14362
0.560,-0.304,-14362
0.561,-0.299,-14362
0.562,-0.286,-14362
0.563,-0.266,-14362
0.564,-0.249,-14362
0.565,-0.226,-14362
0.566,-0.209,-14375
0.567,-0.190,-14375
0.568,-0.176,-14375
0.569,-0.169,-14375
0.570,-0.166,-14375
0.571,-0.171,-14375
0.572,-0.185,-14375
0.573,-0.194,-14375
0.574,-0.209,-14375
0.575,-0.224,-14375
0.576,-0.241,-14370
0.577,-0.251,-14370
0.578,-0.264,-14370
0.579,-0.266,-14370
0.580,-0.269,-14370
0.581,-0.264,-14370
0.582,-0.254,-14370
0.583,-0.241,-14370
0.584,-0.226,-14370
0.585,-0.214,-14374
0.586,-0.206,-14374
0.587,-0.196,-14374
0.588,-0.194,-14374
0.589,-0.195,-14374
0.590,-0.204,-14374
0.591,-0.212,-14374
0.592,-0.229,-14374
0.593,-0.246,-14374
0.594,-0.265,-14374
0.595,-0.276,-14361
0.596,-0.295,-14361
0.597,-0.311,-14361
0.598,-0.326,-14361
0.599,-0.331,-14361
0.600,-0.324,-14361
0.601,-0.311,-14361
0.602,-0.295,-14361
0.603,-0.281,-14361
0.604,-0.270,-14383
0.605,-0.254,-14383
0.606,-0.241,-14383
0.607,-0.229,-14383
0.608,-0.226,-14383
0.609,-0.231,-14383
0.610,-0.249,-14383
0.611,-0.260,-14383
0.612,-0.281,-14383
0.613,-0.291,-14383
0.614,-0.309,-14348
0.615,-0.325,-14348
0.616,-0.330,-14348
0.617,-0.333,-14348
0.618,-0.326,-14348
0.619,-0.321,-14348
0.620,-0.294,-14348
0.621,-0.271,-14348
0.622,-0.256,-14348
0.623,-0.246,-14359
0.624,-0.226,-14359
0.625,-0.216,-14359
0.626,-0.211,-14359
0.627,-0.216,-14359
0.628,-0.219,-14359
0.629,-0.231,-14359
0.630,-0.246,-14359
0.631,-0.261,-14359
0.632,-0.273,-14359
0.633,-0.289,-14350
0.634,-0.306,-14350
0.635,-0.311,-14350
0.636,-0.309,-14350
0.637,-0.307,-14350
0.638,-0.302,-14350
0.639,-0.294,-14350
0.640,-0.271,-14350
0.641,-0.263,-14372
0.642,-0.247,-14372
0.643,-0.244,-14372
0.644,-0.245,-14372
0.645,-0.250,-14372
0.646,-0.261,-14372
0.647,-0.269,-14372
0.648,-0.286,-14372
0.649,-0.297,-14372
0.650,-0.314,-14360
0.651,-0.326,-14360
0.652,-0.333,-14360
0.653,-0.334,-14360
0.654,-0.334,-14360
0.655,-0.329,-14360
0.656,-0.321,-14360
0.657,-0.302,-14360
0.658,-0.284,-14360
0.659,-0.270,-14360
0.660,-0.234,-14310
0.661,-0.217,-14310
0.662,-0.219,-14310
0.663,-0.225,-14310
0.664,-0.231,-14310
0.665,-0.246,-14310
0.666,-0.261,-14310
0.667,-0.274,-14310
0.668,-0.289,-14310
0.669,-0.306,-14310
0.670,-0.321,-14310
0.671,-0.331,-14310
0.672,-0.333,-14310
0.673,-0.331,-14310
0.674,-0.321,-14310
0.675,-0.306,-14310
0.676,-0.294,-14310
0.677,-0.274,-14310
0.678,-0.261,-14323
0.679,-0.250,-14323
0.680,-0.228,-14323
0.681,-0.229,-14323
0.682,-0.231,-14323
0.683,-0.235,-14323
0.684,-0.250,-14323
0.685,-0.261,-14323
0.686,-0.269,-14323
0.687,-0.284,-14319
0.688,-0.296,-14319
0.689,-0.305,-14319
0.690,-0.314,-14319
0.691,-0.321,-14319
0.692,-0.311,-14319
0.693,-0.304,-14319
0.694,-0.291,-14319
0.695,-0.269,-14319
0.696,-0.249,-14319
0.697,-0.226,-14326
0.698,-0.209,-14326
0.699,-0.191,-14326
0.700,-0.172,-14326
0.701,-0.174,-14326
0.702,-0.176,-14326
0.703,-0.184,-14326
0.704,-0.191,-14326
0.705,-0.206,-14326
0.706,-0.214,-14318
0.707,-0.230,-14318
0.708,-0.247,-14318
0.709,-0.261,-14318
0.710,-0.263,-14318
0.711,-0.260,-14318
0.712,-0.249,-14318
0.713,-0.231,-14318
0.714,-0.221,-14318
0.715,-0.201,-14318
0.716,-0.189,-14322
0.717,-0.171,-14322
0.718,-0.163,-14322
0.719,-0.149,-14322
0.720,-0.144,-14322
0.721,-0.145,-14322
0.722,-0.161,-14322
0.723,-0.168,-14322
0.724,-0.172,-14322
0.725,-0.181,-14322
0.726,-0.184,-14322
0.727,-0.186,-14322
0.728,-0.174,-14322
0.729,-0.169,-14322
0.730,-0.164,-14322
0.731,-0.124,-14322
0.732,-0.126,-14322
0.733,-0.114,-14322
0.734,-0.104,-14322
0.735,-0.094,-14322
0.736,-0.089,-14322
0.737,-0.090,-14322
0.738,-0.096,-14322
0.739,-0.106,-14322
0.740,-0.138,-14322
0.741,-0.161,-14322
0.742,-0.171,-14322
0.743,-0.188,-14322
0.744,-0.204,-14332
0.745,-0.214,-14332
0.746,-0.221,-14332
0.747,-0.224,-14332
0.748,-0.221,-14332
0.749,-0.214,-14332
0.750,-0.206,-14332
0.751,-0.196,-14332
0.752,-0.180,-14332
0.753,-0.169,-14332
0.754,-0.161,-14313
0.755,-0.149,-14313
0.756,-0.145,-14313
0.757,-0.146,-14313
0.758,-0.163,-14313
0.759,-0.175,-14313
0.760,-0.207,-14313
0.761,-0.210,-14313
0.762,-0.231,-14313
0.763,-0.249,-14329
0.764,-0.261,-14329
0.765,-0.265,-14329
0.766,-0.266,-14329
0.767,-0.269,-14329
0.768,-0.264,-14329
0.769,-0.250,-14329
0.770,-0.234,-14329
0.771,-0.215,-14329
0.772,-0.196,-14329
0.773,-0.184,-14307
0.774,-0.170,-14307
0.775,-0.169,-14307
0.776,-0.170,-14307
0.777,-0.174,-14307
0.778,-0.174,-14307
0.779,-0.189,-14307
0.780,-0.224,-14307
0.781,-0.244,-14307
0.782,-0.254,-14320
0.783,-0.266,-14320
0.784,-0.269,-14320
0.785,-0.266,-14320
0.786,-0.263,-14320
0.787,-0.253,-14320
0.788,-0.244,-14320
0.789,-0.230,-14320
0.790,-0.216,-14320
0.791,-0.196,-14320
0.792,-0.186,-14319
0.793,-0.174,-14319
0.794,-0.169,-14319
0.795,-0.166,-14319
0.796,-0.171,-14319
0.797,-0.176,-14319
0.798,-0.186,-14319
0.799,-0.194,-14319
0.800,-0.221,-14309
0.801,-0.229,-14309
0.802,-0.234,-14309
0.803,-0.230,-14309
0.804,-0.223,-14309
0.805,-0.212,-14309
0.806,-0.201,-14309
0.807,-0.184,-14309
0.808,-0.165,-14309
0.809,-0.145,-14309
0.810,-0.131,-14283
0.811,-0.124,-14283
0.812,-0.121,-14283
0.813,-0.126,-14283
0.814,-0.131,-14283
0.815,-0.146,-14283
0.816,-0.164,-14283
0.817,-0.185,-14283
0.818,-0.204,-14283
0.819,-0.217,-14283
0.820,-0.246,-14283
0.821,-0.241,-14283
0.822,-0.186,-14283
0.823,-0.221,-14283
0.824,-0.206,-14283
0.825,-0.186,-14283
0.826,-0.171,-14283
0.827,-0.161,-14283
0.828,-0.145,-14268
0.829,-0.136,-14268
0.830,-0.130,-14268
0.831,-0.131,-14268
0.832,-0.138,-14268
0.833,-0.149,-14268
0.834,-0.172,-14268
0.835,-0.201,-14268
0.836,-0.221,-14268
0.837,-0.255,-14268
0.838,-0.274,-14251
0.839,-0.296,-14251
0.840,-0.329,-14251
0.841,-0.330,-14251
0.842,-0.330,-14251
0.843,-0.328,-14251
0.844,-0.309,-14251
0.845,-0.291,-14251
0.846,-0.269,-14251
0.847,-0.244,-14248
0.848,-0.204,-14248
0.849,-0.166,-14248
0.850,-0.124,-14248
0.851,-0.081,-14248
0.852,-0.031,-14248
0.853,0.024,-14248
0.854,0.077,-14248
0.855,0.147,-14248
0.856,0.229,-14248
0.857,0.306,-14236
0.858,0.399,-14236
0.859,0.514,-14236
0.860,0.784,-14236
0.861,0.904,-14236
0.862,1.054,-14236
0.863,1.210,-14236
0.864,1.391,-14236
0.865,1.576,-14236
0.866,1.775,-14232
0.867,1.959,-14232
0.868,2.116,-14232
0.869,2.225,-14232
0.870,2.276,-14232
0.871,2.264,-14232
0.872,2.206,-14232
0.873,2.104,-14232
0.874,1.969,-14232
0.875,1.819,-14232
0.876,1.659,-14251
0.877,1.509,-14251
0.878,1.359,-14251
0.879,1.196,-14251
0.880,0.864,-14251
0.881,0.746,-14251
0.882,0.584,-14251
0.883,0.434,-14251
0.884,0.309,-14251
0.885,0.211,-14219
0.886,0.066,-14219
0.887,-0.031,-14219
0.888,-0.128,-14219
0.889,-0.214,-14219
0.890,-0.304,-14219
0.891,-0.384,-14219
0.892,-0.453,-14219
0.893,-0.514,-14219
0.894,-0.569,-14219
0.895,-0.606,-14210
0.896,-0.632,-14210
0.897,-0.655,-14210
0.898,-0.662,-14210
0.899,-0.650,-14210
0.900,-0.601,-14210
0.901,-0.571,-14210
0.902,-0.534,-14210
0.903,-0.501,-14210
0.904,-0.459,-14188
0.905,-0.434,-14188
0.906,-0.411,-14188
0.907,-0.394,-14188
0.908,-0.385,-14188
0.909,-0.383,-14188
0.910,-0.384,-14188
0.911,-0.385,-14188
0.912,-0.394,-14188
0.913,-0.406,-14188
0.914,-0.417,-14197
0.915,-0.424,-14197
0.916,-0.434,-14197
0.917,-0.436,-14197
0.918,-0.468,-14197
0.919,-0.429,-14197
0.920,-0.407,-14197
0.921,-0.389,-14197
0.922,-0.376,-14197
0.923,-0.366,-14161
0.924,-0.351,-14161
0.925,-0.347,-14161
0.926,-0.347,-14161
0.927,-0.346,-14161
0.928,-0.351,-14161
0.929,-0.364,-14161
0.930,-0.369,-14161
0.931,-0.384,-14161
0.932,-0.401,-14161
0.933,-0.415,-14179
0.934,-0.425,-14179
0.935,-0.430,-14179
0.936,-0.430,-14179
0.937,-0.429,-14179
0.938,-0.416,-14179
0.939,-0.406,-14179
0.940,-0.374,-14179
0.941,-0.364,-14179
0.942,-0.354,-14151
0.943,-0.350,-14151
0.944,-0.346,-14151
0.945,-0.344,-14151
0.946,-0.349,-14151
0.947,-0.351,-14151
0.948,-0.386,-14151
0.949,-0.383,-14151
0.950,-0.400,-14151
0.951,-0.411,-14151
0.952,-0.421,-14175
0.953,-0.431,-14175
0.954,-0.434,-14175
0.955,-0.431,-14175
0.956,-0.425,-14175
0.957,-0.411,-14175
0.958,-0.389,-14175
0.959,-0.369,-14175
0.960,-0.311,-14175
0.961,-0.291,-14175
0.962,-0.276,-14175
0.963,-0.266,-14175
0.964,-0.266,-14175
0.965,-0.276,-14175
0.966,-0.289,-14175
0.967,-0.302,-14175
0.968,-0.328,-14175
0.969,-0.349,-14175
0.970,-0.364,-14175
0.971,-0.374,-14144
0.972,-0.383,-14144
0.973,-0.375,-14144
0.974,-0.371,-14144
0.975,-0.364,-14144
0.976,-0.350,-14144
0.977,-0.336,-14144
0.978,-0.324,-14144
0.979,-0.306,-14144
0.980,-0.274,-14146
0.981,-0.251,-14146
0.982,-0.250,-14146
0.983,-0.251,-14146
0.984,-0.261,-14146
0.985,-0.271,-14146
0.986,-0.284,-14146
0.987,-0.296,-14146
0.988,-0.311,-14146
0.989,-0.326,-14141
0.990,-0.336,-14141
0.991,-0.344,-14141
0.992,-0.344,-14141
0.993,-0.343,-14141
0.994,-0.334,-14141
0.995,-0.324,-14141
0.996,-0.306,-14141
0.997,-0.285,-14141
0.998,-0.270,-14141
0.999,-0.261,-14141
1.000,-0.244,-14143
1.001,-0.249,-14143
1.002,-0.261,-14143
1.003,-0.271,-14143
1.004,-0.287,-14143
1.005,-0.304,-14143
1.006,-0.311,-14143
1.007,-0.336,-14143
1.008,-0.346,-14129
1.009,-0.355,-14129
1.010,-0.354,-14129
1.011,-0.351,-14129
1.012,-0.346,-14129
1.013,-0.331,-14129
1.014,-0.311,-14129
1.015,-0.296,-14129
1.016,-0.286,-14129
1.017,-0.266,-14129
1.018,-0.256,-14126
1.019,-0.247,-14126
1.020,-0.249,-14126
1.021,-0.250,-14126
1.022,-0.256,-14126
1.023,-0.264,-14126
1.024,-0.280,-14126
1.025,-0.282,-14126
1.026,-0.291,-14126
1.027,-0.297,-14125
1.028,-0.301,-14125
1.029,-0.296,-14125
1.030,-0.291,-14125
1.031,-0.281,-14125
1.032,-0.266,-14125
1.033,-0.254,-14125
1.034,-0.241,-14125
1.035,-0.221,-14125
1.036,-0.209,-14125
1.037,-0.201,-14119
1.038,-0.193,-14119
1.039,-0.195,-14119
1.040,-0.210,-14119
1.041,-0.182,-14119
1.042,-0.244,-14119
1.043,-0.261,-14119
1.044,-0.273,-14119
1.045,-0.287,-14119
1.046,-0.291,-14095
1.047,-0.290,-14095
1.048,-0.287,-14095
1.049,-0.274,-14095
1.050,-0.264,-14095
1.051,-0.250,-14095
1.052,-0.224,-14095
1.053,-0.207,-14095
1.054,-0.189,-14095
1.055,-0.176,-14095
1.056,-0.170,-14117
1.057,-0.164,-14117
1.058,-0.166,-14117
1.059,-0.166,-14117
1.060,-0.182,-14117
1.061,-0.191,-14117
1.062,-0.204,-14117
1.063,-0.211,-14117
1.064,-0.214,-14117
1.065,-0.224,-14109
1.066,-0.224,-14109
1.067,-0.216,-14109
1.068,-0.204,-14109
1.069,-0.186,-14109
1.070,-0.169,-14109
1.071,-0.106,-14109
1.072,-0.129,-14109
1.073,-0.115,-14109
1.074,-0.101,-14119
1.075,-0.091,-14119
