Czas(s),PPG_Surowe(ADC)
6.948,-18682
6.952,-18682
6.956,-18682
6.960,-18682
6.964,-18682
6.968,-18682
6.972,-18682
6.976,-18682
6.980,-18682
6.984,-18683
6.988,-18683
6.992,-18683
6.996,-18683
7.000,-18683
7.004,-18683
7.008,-18683
7.012,-18683
7.016,-18683
7.020,-18683
7.024,-18692
7.028,-18692
7.032,-18692
7.036,-18692
7.040,-18692
7.044,-18692
7.048,-18692
7.052,-18692
7.056,-18692
7.060,-18630
7.064,-18630
7.068,-18630
7.072,-18630
7.076,-18630
7.080,-18630
7.084,-18630
7.088,-18630
7.092,-18630
7.096,-18630
7.100,-18653
7.104,-18653
7.108,-18653
7.112,-18653
7.116,-18653
7.120,-18653
7.124,-18653
7.128,-18653
7.132,-18653
7.136,-18653
7.140,-18646
7.144,-18646
7.148,-18646
7.152,-18646
7.156,-18646
7.160,-18646
7.164,-18646
7.168,-18646
7.172,-18646
7.176,-18646
7.180,-18665
7.184,-18665
7.188,-18665
7.192,-18665
7.196,-18665
7.200,-18665
7.204,-18665
7.208,-18665
7.212,-18665
7.216,-18677
7.220,-18677
7.224,-18677
7.228,-18677
7.232,-18677
7.236,-18677
7.240,-18677
7.244,-18677
7.248,-18677
7.252,-18677
7.256,-18699
7.260,-18699
7.264,-18699
7.268,-18699
7.272,-18699
7.276,-18699
7.280,-18699
7.284,-18699
7.288,-18699
7.292,-18722
7.296,-18722
7.300,-18722
7.304,-18722
7.308,-18722
7.312,-18722
7.316,-18722
7.320,-18722
7.324,-18722
7.328,-18722
7.332,-18740
7.336,-18740
7.340,-18740
7.344,-18740
7.348,-18740
7.352,-18740
7.356,-18740
7.360,-18740
7.364,-18740
7.368,-18732
7.372,-18732
7.376,-18732
7.380,-18732
7.384,-18732
7.388,-18732
7.392,-18732
7.396,-18732
7.400,-18732
7.404,-18732
7.408,-18718
7.412,-18718
7.416,-18718
7.420,-18718
7.424,-18718
7.428,-18718
7.432,-18718
7.436,-18718
7.440,-18718
7.444,-18720
7.448,-18720
7.452,-18720
7.456,-18720
7.460,-18720
7.464,-18720
7.468,-18720
7.472,-18720
7.476,-18720
7.480,-18720
7.484,-18726
7.488,-18726
7.492,-18726
7.496,-18726
7.500,-18726
7.504,-18726
7.508,-18726
7.512,-18726
7.516,-18726
7.520,-18745
7.524,-18745
7.528,-18745
7.532,-18745
7.536,-18745
7.540,-18745
7.544,-18745
7.548,-18745
7.552,-18745
7.556,-18745
7.560,-18721
7.564,-18721
7.568,-18721
7.572,-18721
7.576,-18721
7.580,-18721
7.584,-18721
7.588,-18721
7.592,-18721
7.596,-18721
7.600,-18744
7.604,-18744
7.608,-18744
7.612,-18744
7.616,-18744
7.620,-18744
7.624,-18744
7.628,-18744
7.632,-18744
7.636,-18738
7.640,-18738
7.644,-18738
7.648,-18738
7.652,-18738
7.656,-18738
7.660,-18738
7.664,-18738
7.668,-18738
7.672,-18738
7.676,-18730
7.680,-18730
7.684,-18730
7.688,-18730
7.692,-18730
7.696,-18730
7.700,-18730
7.704,-18730
7.708,-18730
7.712,-18734
7.716,-18734
7.720,-18734
7.724,-18734
7.728,-18734
7.732,-18734
7.736,-18734
7.740,-18734
7.744,-18734
7.748,-18734
7.752,-18722
7.756,-18722
7.760,-18722
7.764,-18722
7.768,-18722
7.772,-18722
7.776,-18722
7.780,-18722
7.784,-18722
7.788,-18730
7.792,-18730
7.796,-18730
7.800,-18730
7.804,-18730
7.808,-18730
7.812,-18730
7.816,-18730
7.820,-18730
7.824,-18730
7.828,-18753
7.832,-18753
7.836,-18753
7.840,-18753
7.844,-18753
7.848,-18753
7.852,-18753
7.856,-18753
7.860,-18753
7.864,-18734
7.868,-18734
7.872,-18734
7.876,-18734
7.880,-18734
7.884,-18734
7.888,-18734
7.892,-18734
7.896,-18734
7.900,-18734
7.904,-18732
7.908,-18732
7.912,-18732
7.916,-18732
7.920,-18732
7.924,-18732
7.928,-18732
7.932,-18732
7.936,-18732
7.940,-18713
7.944,-18713
7.948,-18713
7.952,-18713
7.956,-18713
7.960,-18713
7.964,-18713
7.968,-18713
7.972,-18713
7.976,-18713
7.980,-18719
7.984,-18719
7.988,-18719
7.992,-18719
7.996,-18719
8.000,-18719
8.004,-18719
8.008,-18719
8.012,-18719
8.016,-18756
8.020,-18756
8.024,-18756
8.028,-18756
8.032,-18756
8.036,-18756
8.040,-18756
8.044,-18756
8.048,-18756
8.052,-18756
8.056,-18723
8.060,-18723
8.064,-18723
8.068,-18723
8.072,-18723
8.076,-18723
8.080,-18723
8.084,-18723
8.088,-18723
8.092,-18666
8.096,-18666
8.100,-18666
8.104,-18666
8.108,-18666
8.112,-18666
8.116,-18666
8.120,-18666
8.124,-18666
8.128,-18666
8.132,-18657
8.136,-18657
8.140,-18657
8.144,-18657
8.148,-18657
8.152,-18657
8.156,-18657
8.160,-18657
8.164,-18657
8.168,-18620
8.172,-18620
8.176,-18620
8.180,-18620
8.184,-18620
8.188,-18620
8.192,-18620
8.196,-18620
8.200,-18620
8.204,-18620
8.208,-18620
8.212,-18616
8.216,-18616
8.220,-18616
8.224,-18616
8.228,-18616
8.232,-18616
8.236,-18616
8.240,-18616
8.244,-18616
8.248,-18589
8.252,-18589
8.256,-18589
8.260,-18589
8.264,-18589
8.268,-18589
8.272,-18589
8.276,-18589
8.280,-18589
8.284,-18589
8.288,-18573
8.292,-18573
8.296,-18573
8.300,-18573
8.304,-18573
8.308,-18573
8.312,-18573
8.316,-18573
8.320,-18541
8.324,-18541
8.328,-18541
8.332,-18541
8.336,-18541
8.340,-18541
8.344,-18541
8.348,-18541
8.352,-18541
8.356,-18541
8.360,-18541
8.364,-18531
8.368,-18531
8.372,-18531
8.376,-18531
8.380,-18531
8.384,-18531
8.388,-18531
8.392,-18531
8.396,-18531
8.400,-18530
8.404,-18530
8.408,-18530
8.412,-18530
8.416,-18530
8.420,-18530
8.424,-18530
8.428,-18530
8.432,-18530
8.436,-18530
8.440,-18503
8.444,-18503
8.448,-18503
8.452,-18503
8.456,-18503
8.460,-18503
8.464,-18503
8.468,-18503
8.472,-18503
8.476,-18503
8.480,-18510
8.484,-18510
8.488,-18510
8.492,-18510
8.496,-18510
8.500,-18510
8.504,-18510
8.508,-18510
8.512,-18510
8.516,-18502
8.520,-18502
8.524,-18502
8.528,-18502
8.532,-18502
8.536,-18502
8.540,-18502
8.544,-18502
8.548,-18502
8.552,-18502
8.556,-18508
8.560,-18508
8.564,-18508
8.568,-18508
8.572,-18508
8.576,-18508
8.580,-18508
8.584,-18508
8.588,-18508
8.592,-18508
8.596,-18508
8.600,-18508
8.604,-18508
8.608,-18508
8.612,-18508
8.616,-18508
8.620,-18508
8.624,-18508
8.628,-18508
8.632,-18528
8.636,-18528
8.640,-18528
8.644,-18528
8.648,-18528
8.652,-18528
8.656,-18528
8.660,-18528
8.664,-18528
8.668,-18494
8.672,-18494
8.676,-18494
8.680,-18494
8.684,-18494
8.688,-18494
8.692,-18494
8.696,-18494
8.700,-18494
8.704,-18494
8.708,-18473
8.712,-18473
8.716,-18473
8.720,-18473
8.724,-18473
8.728,-18473
8.732,-18473
8.736,-18473
8.740,-18473
8.744,-18476
8.748,-18476
8.752,-18476
8.756,-18476
8.760,-18476
8.764,-18476
8.768,-18476
8.772,-18476
8.776,-18476
8.780,-18476
8.784,-18475
8.788,-18475
8.792,-18475
8.796,-18475
8.800,-18475
8.804,-18475
8.808,-18475
8.812,-18475
8.816,-18475
8.820,-18448
8.824,-18448
8.828,-18448
8.832,-18448
8.836,-18448
8.840,-18448
8.844,-18448
8.848,-18448
8.852,-18448
8.856,-18448
8.860,-18463
8.864,-18463
8.868,-18463
8.872,-18463
8.876,-18463
8.880,-18463
8.884,-18463
8.888,-18463
8.892,-18463
8.896,-18435
8.900,-18435
8.904,-18435
8.908,-18435
8.912,-18435
8.916,-18435
8.920,-18435
8.924,-18435
8.928,-18435
8.932,-18435
8.936,-18422
8.940,-18422
8.944,-18422
8.948,-18422
8.952,-18422
8.956,-18422
8.960,-18422
8.964,-18422
8.968,-18422
8.972,-18441
8.976,-18441
8.980,-18441
8.984,-18441
8.988,-18441
8.992,-18441
8.996,-18441
9.000,-18441
9.004,-18441
9.008,-18441
9.012,-18437
9.016,-18437
9.020,-18437
9.024,-18437
9.028,-18437
9.032,-18437
9.036,-18437
9.040,-18437
9.044,-18437
9.048,-18460
9.052,-18460
9.056,-18460
9.060,-18460
9.064,-18460
9.068,-18460
9.072,-18460
9.076,-18460
9.080,-18460
9.084,-18460
9.088,-18456
9.092,-18456
9.096,-18456
9.100,-18456
9.104,-18456
9.108,-18456
9.112,-18456
9.116,-18456
9.120,-18456
9.124,-18465
9.128,-18465
9.132,-18465
9.136,-18465
9.140,-18465
9.144,-18465
9.148,-18465
9.152,-18465
9.156,-18465
9.160,-18465
9.164,-18442
9.168,-18442
9.172,-18442
9.176,-18442
9.180,-18442
9.184,-18442
9.188,-18442
9.192,-18442
9.196,-18442
9.200,-18480
9.204,-18480
9.208,-18480
9.212,-18480
9.216,-18480
9.220,-18480
9.224,-18480
9.228,-18480
9.232,-18480
9.236,-18480
9.240,-18420
9.244,-18420
9.248,-18420
9.252,-18420
9.256,-18420
9.260,-18420
9.264,-18420
9.268,-18420
9.272,-18420
9.276,-18420
9.280,-18379
9.284,-18379
9.288,-18379
9.292,-18379
9.296,-18379
9.300,-18379
9.304,-18379
9.308,-18379
9.312,-18379
9.316,-18379
9.320,-18377
9.324,-18377
9.328,-18377
9.332,-18377
9.336,-18377
9.340,-18377
9.344,-18377
9.348,-18377
9.352,-18377
9.356,-18377
9.360,-18386
9.364,-18386
9.368,-18386
9.372,-18386
9.376,-18386
9.380,-18386
9.384,-18386
9.388,-18386
9.392,-18386
9.396,-18424
9.400,-18424
9.404,-18424
9.408,-18424
9.412,-18424
9.416,-18424
9.420,-18424
9.424,-18424
9.428,-18424
9.432,-18424
9.436,-18465
9.440,-18465
9.444,-18465
9.448,-18465
9.452,-18465
9.456,-18465
9.460,-18465
9.464,-18465
9.468,-18465
9.472,-18508
9.476,-18508
9.480,-18508
9.484,-18508
9.488,-18508
9.492,-18508
9.496,-18508
9.500,-18508
9.504,-18508
9.508,-18508
9.512,-18555
9.516,-18555
9.520,-18555
9.524,-18555
9.528,-18555
9.532,-18555
9.536,-18555
9.540,-18555
9.544,-18555
9.548,-18594
9.552,-18594
9.556,-18594
9.560,-18594
9.564,-18594
9.568,-18594
9.572,-18594
9.576,-18594
9.580,-18594
9.584,-18594
9.588,-18663
9.592,-18663
9.596,-18663
9.600,-18663
9.604,-18663
9.608,-18663
9.612,-18663
9.616,-18663
9.620,-18663
9.624,-18710
9.628,-18710
9.632,-18710
9.636,-18710
9.640,-18710
9.644,-18710
9.648,-18710
9.652,-18710
9.656,-18710
9.660,-18710
9.664,-18775
9.668,-18775
9.672,-18775
9.676,-18775
9.680,-18775
9.684,-18775
9.688,-18775
9.692,-18775
9.696,-18775
9.700,-18827
9.704,-18827
9.708,-18827
9.712,-18827
9.716,-18827
9.720,-18827
9.724,-18827
9.728,-18827
9.732,-18827
9.736,-18827
9.740,-18905
9.744,-18905
9.748,-18905
9.752,-18905
9.756,-18905
9.760,-18905
9.764,-18905
9.768,-18905
9.772,-18905
9.776,-18915
9.780,-18915
9.784,-18915
9.788,-18915
9.792,-18915
9.796,-18915
9.800,-18915
9.804,-18915
9.808,-18915
9.812,-18915
9.816,-18924
9.820,-18924
9.824,-18924
9.828,-18924
9.832,-18924
9.836,-18924
9.840,-18924
9.844,-18924
9.848,-18924
9.852,-18947
9.856,-18947
9.860,-18947
9.864,-18947
9.868,-18947
9.872,-18947
9.876,-18947
9.880,-18947
9.884,-18947
9.888,-18947
9.892,-18973
9.896,-18973
9.900,-18973
9.904,-18973
9.908,-18973
9.912,-18973
9.916,-18973
9.920,-18973
9.924,-18973
9.928,-18986
9.932,-18986
9.936,-18986
9.940,-18986
9.944,-18986
9.948,-18986
9.952,-18986
9.956,-18986
9.960,-18986
9.964,-18986
9.968,-18998
9.972,-18998
9.976,-18998
9.980,-18998
9.984,-18998
9.988,-18998
9.992,-18998
9.996,-18998
10.000,-18998
10.004,-18962
10.008,-18962
10.012,-18962
10.016,-18962
10.020,-18962
10.024,-18962
10.028,-18962
10.032,-18962
10.036,-18962
10.040,-18962
10.044,-18986
10.048,-18986
10.052,-18986
10.056,-18986
10.060,-18986
10.064,-18986
10.068,-18986
10.072,-18986
10.076,-18986
10.080,-19012
10.084,-19012
10.088,-19012
10.092,-19012
10.096,-19012
10.100,-19012
10.104,-19012
10.108,-19012
10.112,-19012
10.116,-19012
10.120,-19053
10.124,-19053
10.128,-19053
10.132,-19053
10.136,-19053
10.140,-19053
10.144,-19053
10.148,-19053
10.152,-19053
10.156,-19053
10.160,-19065
10.164,-19065
10.168,-19065
10.172,-19065
10.176,-19065
10.180,-19065
10.184,-19065
10.188,-19065
10.192,-19065
10.196,-19125
10.200,-19125
10.204,-19125
10.208,-19125
10.212,-19125
10.216,-19125
10.220,-19125
10.224,-19125
10.228,-19125
10.232,-19125
10.236,-19141
10.240,-19141
10.244,-19141
10.248,-19141
10.252,-19141
10.256,-19141
10.260,-19141
10.264,-19141
10.268,-19141
10.272,-19185
10.276,-19185
10.280,-19185
10.284,-19185
10.288,-19185
10.292,-19185
10.296,-19185
10.300,-19185
10.304,-19185
10.308,-19185
10.312,-19229
10.316,-19229
10.320,-19229
10.324,-19229
10.328,-19229
10.332,-19229
10.336,-19229
10.340,-19229
10.344,-19229
10.348,-19229
10.352,-19228
10.356,-19228
10.360,-19228
10.364,-19228
10.368,-19228
10.372,-19228
10.376,-19228
10.380,-19228
10.384,-19228
10.388,-19228
10.392,-19218
10.396,-19218
10.400,-19218
10.404,-19218
10.408,-19218
10.412,-19218
10.416,-19218
10.420,-19218
10.424,-19218
10.428,-19203
10.432,-19203
10.436,-19203
10.440,-19203
10.444,-19203
10.448,-19203
10.452,-19203
10.456,-19203
10.460,-19203
10.464,-19203
10.468,-19227
10.472,-19227
10.476,-19227
10.480,-19227
10.484,-19227
10.488,-19227
10.492,-19227
10.496,-19227
10.500,-19227
10.504,-19174
10.508,-19174
10.512,-19174
10.516,-19174
10.520,-19174
10.524,-19174
10.528,-19174
10.532,-19174
10.536,-19174
10.540,-19174
10.544,-19167
10.548,-19167
10.552,-19167
10.556,-19167
10.560,-19167
10.564,-19167
10.568,-19167
10.572,-19167
10.576,-19167
10.580,-19177
10.584,-19177
10.588,-19177
10.592,-19177
10.596,-19177
10.600,-19177
10.604,-19177
10.608,-19177
10.612,-19177
10.616,-19177
10.620,-19173
10.624,-19173
10.628,-19173
10.632,-19173
10.636,-19173
10.640,-19173
10.644,-19173
10.648,-19173
10.652,-19173
10.656,-19184
10.660,-19184
10.664,-19184
10.668,-19184
10.672,-19184
10.676,-19184
10.680,-19184
10.684,-19184
10.688,-19184
10.692,-19184
10.696,-19202
10.700,-19202
10.704,-19202
10.708,-19202
10.712,-19202
10.716,-19202
10.720,-19202
10.724,-19202
10.728,-19202
10.732,-19225
10.736,-19225
10.740,-19225
10.744,-19225
10.748,-19225
10.752,-19225
10.756,-19225
10.760,-19225
10.764,-19225
10.768,-19225
10.772,-19213
10.776,-19213
10.780,-19213
10.784,-19213
10.788,-19213
10.792,-19213
10.796,-19213
10.800,-19213
10.804,-19213
10.808,-19193
10.812,-19193
10.816,-19193
10.820,-19193
10.824,-19193
10.828,-19193
10.832,-19193
10.836,-19193
10.840,-19193
10.844,-19193
10.848,-19234
10.852,-19234
10.856,-19234
10.860,-19234
10.864,-19234
10.868,-19234
10.872,-19234
10.876,-19234
10.880,-19234
10.884,-19192
10.888,-19192
10.892,-19192
10.896,-19192
10.900,-19192
10.904,-19192
10.908,-19192
10.912,-19192
10.916,-19192
10.920,-19192
10.924,-19189
10.928,-19189
10.932,-19189
10.936,-19189
10.940,-19189
10.944,-19189
10.948,-19189
10.952,-19189
10.956,-19189
10.960,-19177
10.964,-19177
10.968,-19177
10.972,-19177
10.976,-19177
10.980,-19177
10.984,-19177
10.988,-19177
10.992,-19177
10.996,-19207
11.000,-19207
11.004,-19207
11.008,-19207
11.012,-19207
11.016,-19207
11.020,-19207
11.024,-19207
11.028,-19207
11.032,-19207
11.036,-19174
11.040,-19174
11.044,-19174
11.048,-19174
11.052,-19174
11.056,-19174
11.060,-19174
11.064,-19174
11.068,-19174
11.072,-19208
11.076,-19208
11.080,-19208
11.084,-19208
11.088,-19208
11.092,-19208
11.096,-19208
11.100,-19208
11.104,-19208
11.108,-19208
11.112,-19189
11.116,-19189
11.120,-19189
11.124,-19189
11.128,-19189
11.132,-19189
11.136,-19189
11.140,-19189
11.144,-19189
11.148,-19203
11.152,-19203
11.156,-19203
11.160,-19203
11.164,-19203
11.168,-19203
11.172,-19203
11.176,-19203
11.180,-19203
11.184,-19203
11.188,-19195
11.192,-19195
11.196,-19195
11.200,-19195
11.204,-19195
11.208,-19195
11.212,-19195
11.216,-19195
11.220,-19195
11.224,-19172
11.228,-19172
11.232,-19172
11.236,-19172
11.240,-19172
11.244,-19172
11.248,-19172
11.252,-19172
11.256,-19172
11.260,-19172
11.264,-19154
11.268,-19154
11.272,-19154
11.276,-19154
11.280,-19154
11.284,-19154
11.288,-19154
11.292,-19154
11.296,-19154
11.300,-19140
11.304,-19140
11.308,-19140
11.312,-19140
11.316,-19140
11.320,-19140
11.324,-19140
11.328,-19140
11.332,-19140
11.336,-19140
11.340,-19125
11.344,-19125
11.348,-19125
11.352,-19125
11.356,-19125
11.360,-19125
11.364,-19125
11.368,-19125
11.372,-19125
11.376,-19091
11.380,-19091
11.384,-19091
11.388,-19091
11.392,-19091
11.396,-19091
11.400,-19091
11.404,-19091
11.408,-19091
11.412,-19091
11.416,-19091
11.420,-19088
11.424,-19088
11.428,-19088
11.432,-19088
11.436,-19088
11.440,-19088
11.444,-19088
11.448,-19088
11.452,-19061
11.456,-19061
11.460,-19061
11.464,-19061
11.468,-19061
11.472,-19061
11.476,-19061
11.480,-19061
11.484,-19061
11.488,-19061
11.492,-19061
11.496,-19060
11.500,-19060
11.504,-19060
11.508,-19060
11.512,-19060
11.516,-19060
11.520,-19060
11.524,-19060
11.528,-19060
11.532,-19044
11.536,-19044
11.540,-19044
11.544,-19044
11.548,-19044
11.552,-19044
11.556,-19044
11.560,-19044
11.564,-19044
11.568,-19044
11.572,-19051
11.576,-19051
11.580,-19051
11.584,-19051
11.588,-19051
11.592,-19051
11.596,-19051
11.600,-19051
11.604,-19051
11.608,-19039
11.612,-19039
11.616,-19039
11.620,-19039
11.624,-19039
11.628,-19039
11.632,-19039
11.636,-19039
11.640,-19039
11.644,-19039
11.648,-19043
11.652,-19043
11.656,-19043
11.660,-19043
11.664,-19043
11.668,-19043
11.672,-19043
11.676,-19043
11.680,-19043
11.684,-19037
11.688,-19037
11.692,-19037
11.696,-19037
11.700,-19037
11.704,-19037
11.708,-19037
11.712,-19037
11.716,-19037
11.720,-19037
11.724,-19062
11.728,-19062
11.732,-19062
11.736,-19062
11.740,-19062
11.744,-19062
11.748,-19062
11.752,-19062
11.756,-19062
11.760,-18991
11.764,-18991
11.768,-18991
11.772,-18991
11.776,-18991
11.780,-18991
11.784,-18991
11.788,-18991
11.792,-18991
11.796,-18979
11.800,-18979
11.804,-18979
11.808,-18979
11.812,-18979
11.816,-18979
11.820,-18979
11.824,-18979
11.828,-18979
11.832,-18979
11.836,-18970
11.840,-18970
11.844,-18970
11.848,-18970
11.852,-18970
11.856,-18970
11.860,-18970
11.864,-18970
11.868,-18970
11.872,-18973
11.876,-18973
11.880,-18973
11.884,-18973
11.888,-18973
11.892,-18973
11.896,-18973
11.900,-18973
11.904,-18973
11.908,-18973
11.912,-18968
11.916,-18968
11.920,-18968
11.924,-18968
11.928,-18968
11.932,-18968
11.936,-18968
11.940,-18968
11.944,-18968
11.948,-18977
11.952,-18977
11.956,-18977
11.960,-18977
11.964,-18977
11.968,-18977
11.972,-18977
11.976,-18977
11.980,-18977
11.984,-18977
11.988,-18977
11.992,-18977
11.996,-18977
12.000,-18977
12.004,-18977
12.008,-18977
12.012,-18977
12.016,-18977
12.020,-18977
12.024,-18991
12.028,-18991
12.032,-18991
12.036,-18991
12.040,-18991
12.044,-18991
12.048,-18991
12.052,-18991
12.056,-18991
12.060,-18991
12.064,-18978
12.068,-18978
12.072,-18978
12.076,-18978
12.080,-18978
12.084,-18978
12.088,-18978
12.092,-18978
12.096,-18978
12.100,-18989
12.104,-18989
12.108,-18989
12.112,-18989
12.116,-18989
12.120,-18989
12.124,-18989
12.128,-18989
12.132,-18989
12.136,-18989
12.140,-18946
12.144,-18946
12.148,-18946
12.152,-18946
12.156,-18946
12.160,-18946
12.164,-18946
12.168,-18946
12.172,-18946
12.176,-18964
12.180,-18964
12.184,-18964
12.188,-18964
12.192,-18964
12.196,-18964
12.200,-18964
12.204,-18964
12.208,-18964
12.212,-18964
12.216,-18938
12.220,-18938
12.224,-18938
12.228,-18938
12.232,-18938
12.236,-18938
12.240,-18938
12.244,-18938
12.248,-18938
12.252,-18924
12.256,-18924
12.260,-18924
12.264,-18924
12.268,-18924
12.272,-18924
12.276,-18924
12.280,-18924
12.284,-18924
12.288,-18924
12.292,-18912
12.296,-18912
12.300,-18912
12.304,-18912
12.308,-18912
12.312,-18912
12.316,-18912
12.320,-18912
12.324,-18912
12.328,-18894
12.332,-18894
12.336,-18894
12.340,-18894
12.344,-18894
12.348,-18894
12.352,-18894
12.356,-18894
12.360,-18894
12.364,-18894
12.368,-18887
12.372,-18887
12.376,-18887
12.380,-18887
12.384,-18887
12.388,-18887
12.392,-18887
12.396,-18887
12.400,-18887
12.404,-18877
12.408,-18877
12.412,-18877
12.416,-18877
12.420,-18877
12.424,-18877
12.428,-18877
12.432,-18877
12.436,-18877
12.440,-18877
12.444,-18865
12.448,-18865
12.452,-18865
12.456,-18865
12.460,-18865
12.464,-18865
12.468,-18865
12.472,-18865
12.476,-18865
12.480,-18851
12.484,-18851
12.488,-18851
12.492,-18851
12.496,-18851
12.500,-18851
12.504,-18851
12.508,-18851
12.512,-18851
12.516,-18851
12.520,-18851
12.524,-18846
12.528,-18846
12.532,-18846
12.536,-18846
12.540,-18846
12.544,-18846
12.548,-18846
12.552,-18846
12.556,-18846
12.560,-18862
12.564,-18862
12.568,-18862
12.572,-18862
12.576,-18862
12.580,-18862
12.584,-18862
12.588,-18862
12.592,-18862
12.596,-18862
12.600,-18857
12.604,-18857
12.608,-18857
12.612,-18857
12.616,-18857
12.620,-18857
12.624,-18857
12.628,-18857
12.632,-18857
12.636,-18857
12.640,-18856
12.644,-18856
12.648,-18856
12.652,-18856
12.656,-18856
12.660,-18856
12.664,-18856
12.668,-18856
12.672,-18856
12.676,-18873
12.680,-18873
12.684,-18873
12.688,-18873
12.692,-18873
12.696,-18873
12.700,-18873
12.704,-18873
12.708,-18873
12.712,-18873
12.716,-18911
12.720,-18911
12.724,-18911
12.728,-18911
12.732,-18911
12.736,-18911
12.740,-18911
12.744,-18911
12.748,-18911
12.752,-18946
12.756,-18946
12.760,-18946
12.764,-18946
12.768,-18946
12.772,-18946
12.776,-18946
12.780,-18946
12.784,-18946
12.788,-18946
12.792,-19000
12.796,-19000
12.800,-19000
12.804,-19000
12.808,-19000
12.812,-19000
12.816,-19000
12.820,-19000
12.824,-19000
12.828,-19098
12.832,-19098
12.836,-19098
12.840,-19098
12.844,-19098
12.848,-19098
12.852,-19098
12.856,-19098
12.860,-19098
12.864,-19098
12.868,-19172
12.872,-19172
12.876,-19172
12.880,-19172
12.884,-19172
12.888,-19172
12.892,-19172
12.896,-19172
12.900,-19172
12.904,-19254
12.908,-19254
12.912,-19254
12.916,-19254
12.920,-19254
12.924,-19254
12.928,-19254
12.932,-19254
12.936,-19254
12.940,-19254
12.944,-19284
12.948,-19284
12.952,-19284
12.956,-19284
12.960,-19284
12.964,-19284
12.968,-19284
12.972,-19284
12.976,-19284
12.980,-19288
12.984,-19288
12.988,-19288
12.992,-19288
12.996,-19288
13.000,-19288
13.004,-19288
13.008,-19288
13.012,-19288
13.016,-19288
13.020,-19359
13.024,-19359
13.028,-19359
13.032,-19359
13.036,-19359
13.040,-19359
13.044,-19359
13.048,-19359
13.052,-19359
13.056,-19343
13.060,-19343
13.064,-19343
13.068,-19343
13.072,-19343
13.076,-19343
13.080,-19343
13.084,-19343
13.088,-19343
13.092,-19343
13.096,-19370
13.100,-19370
13.104,-19370
13.108,-19370
13.112,-19370
13.116,-19370
13.120,-19370
13.124,-19370
13.128,-19370
13.132,-19345
13.136,-19345
13.140,-19345
13.144,-19345
13.148,-19345
13.152,-19345
13.156,-19345
13.160,-19345
13.164,-19345
13.168,-19345
13.172,-19410
13.176,-19410
13.180,-19410
13.184,-19410
13.188,-19410
13.192,-19410
13.196,-19410
13.200,-19410
13.204,-19410
13.208,-19392
13.212,-19392
13.216,-19392
13.220,-19392
13.224,-19392
13.228,-19392
13.232,-19392
13.236,-19392
13.240,-19392
13.244,-19392
13.248,-19424
13.252,-19424
13.256,-19424
13.260,-19424
13.264,-19424
13.268,-19424
13.272,-19424
13.276,-19424
13.280,-19424
13.284,-19433
13.288,-19433
13.292,-19433
13.296,-19433
13.300,-19433
13.304,-19433
13.308,-19433
13.312,-19433
13.316,-19433
13.320,-19433
13.324,-19458
13.328,-19458
13.332,-19458
13.336,-19458
13.340,-19458
13.344,-19458
13.348,-19458
13.352,-19458
13.356,-19458
13.360,-19504
13.364,-19504
13.368,-19504
13.372,-19504
13.376,-19504
13.380,-19504
13.384,-19504
13.388,-19504
13.392,-19504
13.396,-19504
13.400,-19557
13.404,-19557
13.408,-19557
13.412,-19557
13.416,-19557
13.420,-19557
13.424,-19557
13.428,-19557
13.432,-19557
13.436,-19557
13.440,-19572
13.444,-19572
13.448,-19572
13.452,-19572
13.456,-19572
13.460,-19572
13.464,-19572
13.468,-19572
13.472,-19572
13.476,-19567
13.480,-19567
13.484,-19567
13.488,-19567
13.492,-19567
13.496,-19567
13.500,-19567
13.504,-19567
13.508,-19567
13.512,-19567
13.516,-19545
13.520,-19545
13.524,-19545
13.528,-19545
13.532,-19545
13.536,-19545
13.540,-19545
13.544,-19545
13.548,-19545
13.552,-19565
13.556,-19565
13.560,-19565
13.564,-19565
13.568,-19565
13.572,-19565
13.576,-19565
13.580,-19565
13.584,-19565
13.588,-19565
13.592,-19565
13.596,-19558
13.600,-19558
13.604,-19558
13.608,-19558
13.612,-19558
13.616,-19558
13.620,-19558
13.624,-19558
13.628,-19558
13.632,-19568
13.636,-19568
13.640,-19568
13.644,-19568
13.648,-19568
13.652,-19568
13.656,-19568
13.660,-19568
13.664,-19568
13.668,-19568
13.672,-19542
13.676,-19542
13.680,-19542
13.684,-19542
13.688,-19542
13.692,-19542
13.696,-19542
13.700,-19542
13.704,-19542
13.708,-19530
13.712,-19530
13.716,-19530
13.720,-19530
13.724,-19530
13.728,-19530
13.732,-19530
13.736,-19530
13.740,-19530
13.744,-19530
13.748,-19496
13.752,-19496
13.756,-19496
13.760,-19496
13.764,-19496
13.768,-19496
13.772,-19496
13.776,-19496
13.780,-19496
13.784,-19462
13.788,-19462
13.792,-19462
13.796,-19462
13.800,-19462
13.804,-19462
13.808,-19462
13.812,-19462
13.816,-19462
13.820,-19462
13.824,-19441
13.828,-19441
13.832,-19441
13.836,-19441
13.840,-19441
13.844,-19441
13.848,-19441
13.852,-19441
13.856,-19441
13.860,-19447
13.864,-19447
13.868,-19447
13.872,-19447
13.876,-19447
13.880,-19447
13.884,-19447
13.888,-19447
13.892,-19447
13.896,-19447
13.900,-19428
13.904,-19428
13.908,-19428
13.912,-19428
13.916,-19428
13.920,-19428
13.924,-19428
13.928,-19428
13.932,-19428
