Czas(s),PPG_Surowe(ADC)
13.936,-19447
13.940,-19447
13.944,-19447
13.948,-19447
13.952,-19447
13.956,-19447
13.960,-19447
13.964,-19447
13.968,-19447
13.972,-19447
13.976,-19445
13.980,-19445
13.984,-19445
13.988,-19445
13.992,-19445
13.996,-19445
14.000,-19445
14.004,-19445
14.008,-19445
14.012,-19468
14.016,-19468
14.020,-19468
14.024,-19468
14.028,-19468
14.032,-19468
14.036,-19468
14.040,-19468
14.044,-19468
14.048,-19468
14.052,-19423
14.056,-19423
14.060,-19423
14.064,-19423
14.068,-19423
14.072,-19423
14.076,-19423
14.080,-19423
14.084,-19423
14.088,-19389
14.092,-19389
14.096,-19389
14.100,-19389
14.104,-19389
14.108,-19389
14.112,-19389
14.116,-19389
14.120,-19389
14.124,-19389
14.128,-19374
14.132,-19374
14.136,-19374
14.140,-19374
14.144,-19374
14.148,-19374
14.152,-19374
14.156,-19374
14.160,-19374
14.164,-19361
14.168,-19361
14.172,-19361
14.176,-19361
14.180,-19361
14.184,-19361
14.188,-19361
14.192,-19361
14.196,-19361
14.200,-19361
14.204,-19339
14.208,-19339
14.212,-19339
14.216,-19339
14.220,-19339
14.224,-19339
14.228,-19339
14.232,-19339
14.236,-19339
14.240,-19357
14.244,-19357
14.248,-19357
14.252,-19357
14.256,-19357
14.260,-19357
14.264,-19357
14.268,-19357
14.272,-19357
14.276,-19357
14.280,-19355
14.284,-19355
14.288,-19355
14.292,-19355
14.296,-19355
14.300,-19355
14.304,-19355
14.308,-19355
14.312,-19355
14.316,-19355
14.320,-19333
14.324,-19333
14.328,-19333
14.332,-19333
14.336,-19333
14.340,-19333
14.344,-19333
14.348,-19333
14.352,-19333
14.356,-19305
14.360,-19305
14.364,-19305
14.368,-19305
14.372,-19305
14.376,-19305
14.380,-19305
14.384,-19305
14.388,-19305
14.392,-19305
14.396,-19270
14.400,-19270
14.404,-19270
14.408,-19270
14.412,-19270
14.416,-19270
14.420,-19270
14.424,-19270
14.428,-19270
14.432,-19238
14.436,-19238
14.440,-19238
14.444,-19238
14.448,-19238
14.452,-19238
14.456,-19238
14.460,-19238
14.464,-19238
14.468,-19238
14.472,-19214
14.476,-19214
14.480,-19214
14.484,-19214
14.488,-19214
14.492,-19214
14.496,-19214
14.500,-19214
14.504,-19214
14.508,-19179
14.512,-19179
14.516,-19179
14.520,-19179
14.524,-19179
14.528,-19179
14.532,-19179
14.536,-19179
14.540,-19179
14.544,-19179
14.548,-19150
14.552,-19150
14.556,-19150
14.560,-19150
14.564,-19150
14.568,-19150
14.572,-19150
14.576,-19150
14.580,-19150
14.584,-19124
14.588,-19124
14.592,-19124
14.596,-19124
14.600,-19124
14.604,-19124
14.608,-19124
14.612,-19124
14.616,-19124
14.620,-19124
14.624,-19118
14.628,-19118
14.632,-19118
14.636,-19118
14.640,-19118
14.644,-19118
14.648,-19118
14.652,-19118
14.656,-19118
14.660,-19118
14.664,-19075
14.668,-19075
14.672,-19075
14.676,-19075
14.680,-19075
14.684,-19075
14.688,-19075
14.692,-19075
14.696,-19075
14.700,-19075
14.704,-19042
14.708,-19042
14.712,-19042
14.716,-19042
14.720,-19042
14.724,-19042
14.728,-19042
14.732,-19042
14.736,-19042
14.740,-18993
14.744,-18993
14.748,-18993
14.752,-18993
14.756,-18993
14.760,-18993
14.764,-18993
14.768,-18993
14.772,-18993
14.776,-18993
14.780,-18968
14.784,-18968
14.788,-18968
14.792,-18968
14.796,-18968
14.800,-18968
14.804,-18968
14.808,-18968
14.812,-18968
14.816,-18943
14.820,-18943
14.824,-18943
14.828,-18943
14.832,-18943
14.836,-18943
14.840,-18943
14.844,-18943
14.848,-18943
14.852,-18943
14.856,-18916
14.860,-18916
14.864,-18916
14.868,-18916
14.872,-18916
14.876,-18916
14.880,-18916
14.884,-18916
14.888,-18916
14.892,-18884
14.896,-18884
14.900,-18884
14.904,-18884
14.908,-18884
14.912,-18884
14.916,-18884
14.920,-18884
14.924,-18884
14.928,-18884
14.932,-18861
14.936,-18861
14.940,-18861
14.944,-18861
14.948,-18861
14.952,-18861
14.956,-18861
14.960,-18861
14.964,-18861
14.968,-18844
14.972,-18844
14.976,-18844
14.980,-18844
14.984,-18844
14.988,-18844
14.992,-18844
14.996,-18844
15.000,-18844
15.004,-18844
15.008,-18829
15.012,-18829
15.016,-18829
15.020,-18829
15.024,-18829
15.028,-18829
15.032,-18829
15.036,-18829
15.040,-18829
15.044,-18791
15.048,-18791
15.052,-18791
15.056,-18791
15.060,-18791
15.064,-18791
15.068,-18791
15.072,-18791
15.076,-18791
15.080,-18791
15.084,-18779
15.088,-18779
15.092,-18779
15.096,-18779
15.100,-18779
15.104,-18779
15.108,-18779
15.112,-18779
15.116,-18779
15.120,-18749
15.124,-18749
15.128,-18749
15.132,-18749
15.136,-18749
15.140,-18749
15.144,-18749
15.148,-18749
15.152,-18749
15.156,-18749
15.160,-18756
15.164,-18756
15.168,-18756
15.172,-18756
15.176,-18756
15.180,-18756
15.184,-18756
15.188,-18756
15.192,-18756
15.196,-18756
15.200,-18725
15.204,-18725
15.208,-18725
15.212,-18725
15.216,-18725
15.220,-18725
15.224,-18725
15.228,-18725
15.232,-18725
15.236,-18712
15.240,-18712
15.244,-18712
15.248,-18712
15.252,-18712
15.256,-18712
15.260,-18712
15.264,-18712
15.268,-18712
15.272,-18712
15.276,-18687
15.280,-18687
15.284,-18687
15.288,-18687
15.292,-18687
15.296,-18687
15.300,-18687
15.304,-18687
15.308,-18687
15.312,-18686
15.316,-18686
15.320,-18686
15.324,-18686
15.328,-18686
15.332,-18686
15.336,-18686
15.340,-18686
15.344,-18686
15.348,-18686
15.352,-18714
15.356,-18714
15.360,-18714
15.364,-18714
15.368,-18714
15.372,-18714
15.376,-18714
15.380,-18714
15.384,-18714
15.388,-18710
15.392,-18710
15.396,-18710
15.400,-18710
15.404,-18710
15.408,-18710
15.412,-18710
15.416,-18710
15.420,-18710
15.424,-18710
15.428,-18706
15.432,-18706
15.436,-18706
15.440,-18706
15.444,-18706
15.448,-18706
15.452,-18706
15.456,-18706
15.460,-18706
15.464,-18700
15.468,-18700
15.472,-18700
15.476,-18700
15.480,-18700
15.484,-18700
15.488,-18700
15.492,-18700
15.496,-18700
15.500,-18700
15.504,-18698
15.508,-18698
15.512,-18698
15.516,-18698
15.520,-18698
15.524,-18698
15.528,-18698
15.532,-18698
15.536,-18698
15.540,-18699
15.544,-18699
15.548,-18699
15.552,-18699
15.556,-18699
15.560,-18699
15.564,-18699
15.568,-18699
15.572,-18699
15.576,-18699
15.580,-18686
15.584,-18686
15.588,-18686
15.592,-18686
15.596,-18686
15.600,-18686
15.604,-18686
15.608,-18686
15.612,-18686
15.616,-18686
15.620,-18686
15.624,-18686
15.628,-18686
15.632,-18686
15.636,-18686
15.640,-18686
15.644,-18686
15.648,-18686
15.652,-18686
15.656,-18685
15.660,-18685
15.664,-18685
15.668,-18685
15.672,-18685
15.676,-18685
15.680,-18685
15.684,-18685
15.688,-18685
15.692,-18685
15.696,-18685
15.700,-18685
15.704,-18685
15.708,-18685
15.712,-18685
15.716,-18685
15.720,-18685
15.724,-18685
15.728,-18685
15.732,-18685
15.736,-18662
15.740,-18662
15.744,-18662
15.748,-18662
15.752,-18662
15.756,-18662
15.760,-18662
15.764,-18662
15.768,-18662
15.772,-18643
15.776,-18643
15.780,-18643
15.784,-18643
15.788,-18643
15.792,-18643
15.796,-18643
15.800,-18643
15.804,-18643
15.808,-18643
15.812,-18596
15.816,-18596
15.820,-18596
15.824,-18596
15.828,-18596
15.832,-18596
15.836,-18596
15.840,-18596
15.844,-18596
15.848,-18543
15.852,-18543
15.856,-18543
15.860,-18543
15.864,-18543
15.868,-18543
15.872,-18543
15.876,-18543
15.880,-18543
15.884,-18543
15.888,-18512
15.892,-18512
15.896,-18512
15.900,-18512
15.904,-18512
15.908,-18512
15.912,-18512
15.916,-18512
15.920,-18512
15.924,-18482
15.928,-18482
15.932,-18482
15.936,-18482
15.940,-18482
15.944,-18482
15.948,-18482
15.952,-18482
15.956,-18482
15.960,-18482
15.964,-18480
15.968,-18480
15.972,-18480
15.976,-18480
15.980,-18480
15.984,-18480
15.988,-18480
15.992,-18480
15.996,-18480
16.000,-18468
16.004,-18468
16.008,-18468
16.012,-18468
16.016,-18468
16.020,-18468
16.024,-18468
16.028,-18468
16.032,-18468
16.036,-18468
16.040,-18440
16.044,-18440
16.048,-18440
16.052,-18440
16.056,-18440
16.060,-18440
16.064,-18440
16.068,-18440
16.072,-18440
16.076,-18440
16.080,-18460
16.084,-18460
16.088,-18460
16.092,-18460
16.096,-18460
16.100,-18460
16.104,-18460
16.108,-18460
16.112,-18460
16.116,-18453
16.120,-18453
16.124,-18453
16.128,-18453
16.132,-18453
16.136,-18453
16.140,-18453
16.144,-18453
16.148,-18453
16.152,-18453
16.156,-18517
16.160,-18517
16.164,-18517
16.168,-18517
16.172,-18517
16.176,-18517
16.180,-18517
16.184,-18517
16.188,-18517
16.192,-18546
16.196,-18546
16.200,-18546
16.204,-18546
16.208,-18546
16.212,-18546
16.216,-18546
16.220,-18546
16.224,-18546
16.228,-18546
16.232,-18611
16.236,-18611
16.240,-18611
16.244,-18611
16.248,-18611
16.252,-18611
16.256,-18611
16.260,-18611
16.264,-18611
16.268,-18636
16.272,-18636
16.276,-18636
16.280,-18636
16.284,-18636
16.288,-18636
16.292,-18636
16.296,-18636
16.300,-18636
16.304,-18636
16.308,-18703
16.312,-18703
16.316,-18703
16.320,-18703
16.324,-18703
16.328,-18703
16.332,-18703
16.336,-18703
16.340,-18703
16.344,-18746
16.348,-18746
16.352,-18746
16.356,-18746
16.360,-18746
16.364,-18746
16.368,-18746
16.372,-18746
16.376,-18746
16.380,-18746
16.384,-18797
16.388,-18797
16.392,-18797
16.396,-18797
16.400,-18797
16.404,-18797
16.408,-18797
16.412,-18797
16.416,-18797
16.420,-18829
16.424,-18829
16.428,-18829
16.432,-18829
16.436,-18829
16.440,-18829
16.444,-18829
16.448,-18829
16.452,-18829
16.456,-18829
16.460,-18874
16.464,-18874
16.468,-18874
16.472,-18874
16.476,-18874
16.480,-18874
16.484,-18874
16.488,-18874
16.492,-18874
16.496,-18876
16.500,-18876
16.504,-18876
16.508,-18876
16.512,-18876
16.516,-18876
16.520,-18876
16.524,-18876
16.528,-18876
16.532,-18876
16.536,-18884
16.540,-18884
16.544,-18884
16.548,-18884
16.552,-18884
16.556,-18884
16.560,-18884
16.564,-18884
16.568,-18884
16.572,-18899
16.576,-18899
16.580,-18899
16.584,-18899
16.588,-18899
16.592,-18899
16.596,-18899
16.600,-18899
16.604,-18899
16.608,-18899
16.612,-18945
16.616,-18945
16.620,-18945
16.624,-18945
16.628,-18945
16.632,-18945
16.636,-18945
16.640,-18945
16.644,-18945
16.648,-18975
16.652,-18975
16.656,-18975
16.660,-18975
16.664,-18975
16.668,-18975
16.672,-18975
16.676,-18975
16.680,-18975
16.684,-18975
16.688,-19022
16.692,-19022
16.696,-19022
16.700,-19022
16.704,-19022
16.708,-19022
16.712,-19022
16.716,-19022
16.720,-19022
16.724,-19037
16.728,-19037
16.732,-19037
16.736,-19037
16.740,-19037
16.744,-19037
16.748,-19037
16.752,-19037
16.756,-19037
16.760,-19037
16.764,-19037
16.768,-19073
16.772,-19073
16.776,-19073
16.780,-19073
16.784,-19073
16.788,-19073
16.792,-19073
16.796,-19073
16.800,-19114
16.804,-19114
16.808,-19114
16.812,-19114
16.816,-19114
16.820,-19114
16.824,-19114
16.828,-19114
16.832,-19114
16.836,-19114
16.840,-19114
16.844,-19130
16.848,-19130
16.852,-19130
16.856,-19130
16.860,-19130
16.864,-19130
16.868,-19130
16.872,-19130
16.876,-19130
16.880,-19137
16.884,-19137
16.888,-19137
16.892,-19137
16.896,-19137
16.900,-19137
16.904,-19137
16.908,-19137
16.912,-19137
16.916,-19137
16.920,-19130
16.924,-19130
16.928,-19130
16.932,-19130
16.936,-19130
16.940,-19130
16.944,-19130
16.948,-19130
16.952,-19130
16.956,-19130
16.960,-19147
16.964,-19147
16.968,-19147
16.972,-19147
16.976,-19147
16.980,-19147
16.984,-19147
16.988,-19147
16.992,-19147
16.996,-19150
17.000,-19150
17.004,-19150
17.008,-19150
17.012,-19150
17.016,-19150
17.020,-19150
17.024,-19150
17.028,-19150
17.032,-19150
17.036,-19143
17.040,-19143
17.044,-19143
17.048,-19143
17.052,-19143
17.056,-19143
17.060,-19143
17.064,-19143
17.068,-19143
17.072,-19153
17.076,-19153
17.080,-19153
17.084,-19153
17.088,-19153
17.092,-19153
17.096,-19153
17.100,-19153
17.104,-19153
17.108,-19153
17.112,-19142
17.116,-19142
17.120,-19142
17.124,-19142
17.128,-19142
17.132,-19142
17.136,-19142
17.140,-19142
17.144,-19142
17.148,-19135
17.152,-19135
17.156,-19135
17.160,-19135
17.164,-19135
17.168,-19135
17.172,-19135
17.176,-19135
17.180,-19135
17.184,-19135
17.188,-19145
17.192,-19145
17.196,-19145
17.200,-19145
17.204,-19145
17.208,-19145
17.212,-19145
17.216,-19145
17.220,-19145
17.224,-19108
17.228,-19108
17.232,-19108
17.236,-19108
17.240,-19108
17.244,-19108
17.248,-19108
17.252,-19108
17.256,-19108
17.260,-19108
17.264,-19095
17.268,-19095
17.272,-19095
17.276,-19095
17.280,-19095
17.284,-19095
17.288,-19095
17.292,-19095
17.296,-19095
17.300,-19080
17.304,-19080
17.308,-19080
17.312,-19080
17.316,-19080
17.320,-19080
17.324,-19080
17.328,-19080
17.332,-19080
17.336,-19080
17.340,-19096
17.344,-19096
17.348,-19096
17.352,-19096
17.356,-19096
17.360,-19096
17.364,-19096
17.368,-19096
17.372,-19096
17.376,-19118
17.380,-19118
17.384,-19118
17.388,-19118
17.392,-19118
17.396,-19118
17.400,-19118
17.404,-19118
17.408,-19118
17.412,-19118
17.416,-19136
17.420,-19136
17.424,-19136
17.428,-19136
17.432,-19136
17.436,-19136
17.440,-19136
17.444,-19136
17.448,-19136
17.452,-19146
17.456,-19146
17.460,-19146
17.464,-19146
17.468,-19146
17.472,-19146
17.476,-19146
17.480,-19146
17.484,-19146
17.488,-19146
17.492,-19168
17.496,-19168
17.500,-19168
17.504,-19168
17.508,-19168
17.512,-19168
17.516,-19168
17.520,-19168
17.524,-19168
17.528,-19168
17.532,-19168
17.536,-19168
17.540,-19168
17.544,-19168
17.548,-19168
17.552,-19168
17.556,-19168
17.560,-19168
17.564,-19168
17.568,-19167
17.572,-19167
17.576,-19167
17.580,-19167
17.584,-19167
17.588,-19167
17.592,-19167
17.596,-19167
17.600,-19167
17.604,-19147
17.608,-19147
17.612,-19147
17.616,-19147
17.620,-19147
17.624,-19147
17.628,-19147
17.632,-19147
17.636,-19147
17.640,-19147
17.644,-19136
17.648,-19136
17.652,-19136
17.656,-19136
17.660,-19136
17.664,-19136
17.668,-19136
17.672,-19136
17.676,-19136
17.680,-19123
17.684,-19123
17.688,-19123
17.692,-19123
17.696,-19123
17.700,-19123
17.704,-19123
17.708,-19123
17.712,-19123
17.716,-19123
17.720,-19099
17.724,-19099
17.728,-19099
17.732,-19099
17.736,-19099
17.740,-19099
17.744,-19099
17.748,-19099
17.752,-19099
17.756,-19099
17.760,-19126
17.764,-19126
17.768,-19126
17.772,-19126
17.776,-19126
17.780,-19126
17.784,-19126
17.788,-19126
17.792,-19126
17.796,-19098
17.800,-19098
17.804,-19098
17.808,-19098
17.812,-19098
17.816,-19098
17.820,-19098
17.824,-19098
17.828,-19098
17.832,-19098
17.836,-19098
17.840,-19097
17.844,-19097
17.848,-19097
17.852,-19097
17.856,-19097
17.860,-19097
17.864,-19097
17.868,-19097
17.872,-19115
17.876,-19115
17.880,-19115
17.884,-19115
17.888,-19115
17.892,-19115
17.896,-19115
17.900,-19115
17.904,-19115
17.908,-19115
17.912,-19109
17.916,-19109
17.920,-19109
17.924,-19109
17.928,-19109
17.932,-19109
17.936,-19109
17.940,-19109
17.944,-19109
17.948,-19128
17.952,-19128
17.956,-19128
17.960,-19128
17.964,-19128
17.968,-19128
17.972,-19128
17.976,-19128
17.980,-19128
17.984,-19128
17.988,-19154
17.992,-19154
17.996,-19154
18.000,-19154
18.004,-19154
18.008,-19154
18.012,-19154
18.016,-19154
18.020,-19154
18.024,-19110
18.028,-19110
18.032,-19110
18.036,-19110
18.040,-19110
18.044,-19110
18.048,-19110
18.052,-19110
18.056,-19110
18.060,-19110
18.064,-19094
18.068,-19094
18.072,-19094
18.076,-19094
18.080,-19094
18.084,-19094
18.088,-19094
18.092,-19094
18.096,-19094
18.100,-19082
18.104,-19082
18.108,-19082
18.112,-19082
18.116,-19082
18.120,-19082
18.124,-19082
18.128,-19082
18.132,-19082
18.136,-19082
18.140,-19023
18.144,-19023
18.148,-19023
18.152,-19023
18.156,-19023
18.160,-19023
18.164,-19023
18.168,-19023
18.172,-19023
18.176,-19010
18.180,-19010
18.184,-19010
18.188,-19010
18.192,-19010
18.196,-19010
18.200,-19010
18.204,-19010
18.208,-19010
18.212,-19010
18.216,-19013
18.220,-19013
18.224,-19013
18.228,-19013
18.232,-19013
18.236,-19013
18.240,-19013
18.244,-19013
18.248,-19013
18.252,-19051
18.256,-19051
18.260,-19051
18.264,-19051
18.268,-19051
18.272,-19051
18.276,-19051
18.280,-19051
18.284,-19051
18.288,-19051
18.292,-19001
18.296,-19001
18.300,-19001
18.304,-19001
18.308,-19001
18.312,-19001
18.316,-19001
18.320,-19001
18.324,-19001
18.328,-18994
18.332,-18994
18.336,-18994
18.340,-18994
18.344,-18994
18.348,-18994
18.352,-18994
18.356,-18994
18.360,-18994
18.364,-18994
18.368,-18992
18.372,-18992
18.376,-18992
18.380,-18992
18.384,-18992
18.388,-18992
18.392,-18992
18.396,-18992
18.400,-18992
18.404,-18977
18.408,-18977
18.412,-18977
18.416,-18977
18.420,-18977
18.424,-18977
18.428,-18977
18.432,-18977
18.436,-18977
18.440,-18977
18.444,-18988
18.448,-18988
18.452,-18988
18.456,-18988
18.460,-18988
18.464,-18988
18.468,-18988
18.472,-18988
18.476,-18988
18.480,-18986
18.484,-18986
18.488,-18986
18.492,-18986
18.496,-18986
18.500,-18986
18.504,-18986
18.508,-18986
18.512,-18986
18.516,-18986
18.520,-19008
18.524,-19008
18.528,-19008
18.532,-19008
18.536,-19008
18.540,-19008
18.544,-19008
18.548,-19008
18.552,-19008
18.556,-19008
18.560,-18938
18.564,-18938
18.568,-18938
18.572,-18938
18.576,-18938
18.580,-18938
18.584,-18938
18.588,-18938
18.592,-18938
18.596,-18917
18.600,-18917
18.604,-18917
18.608,-18917
18.612,-18917
18.616,-18917
18.620,-18917
18.624,-18917
18.628,-18917
18.632,-18917
18.636,-18887
18.640,-18887
18.644,-18887
18.648,-18887
18.652,-18887
18.656,-18887
18.660,-18887
18.664,-18887
18.668,-18887
18.672,-18863
18.676,-18863
18.680,-18863
18.684,-18863
18.688,-18863
18.692,-18863
18.696,-18863
18.700,-18863
18.704,-18863
18.708,-18863
18.712,-18855
18.716,-18855
18.720,-18855
18.724,-18855
18.728,-18855
18.732,-18855
18.736,-18855
18.740,-18855
18.744,-18855
18.748,-18901
18.752,-18901
18.756,-18901
18.760,-18901
18.764,-18901
18.768,-18901
18.772,-18901
18.776,-18901
18.780,-18901
18.784,-18901
18.788,-18892
18.792,-18892
18.796,-18892
18.800,-18892
18.804,-18892
18.808,-18892
18.812,-18892
18.816,-18892
18.820,-18892
18.824,-18898
18.828,-18898
18.832,-18898
18.836,-18898
18.840,-18898
18.844,-18898
18.848,-18898
18.852,-18898
18.856,-18898
18.860,-18898
18.864,-18919
18.868,-18919
18.872,-18919
18.876,-18919
18.880,-18919
18.884,-18919
18.888,-18919
18.892,-18919
18.896,-18919
18.900,-18919
18.904,-18908
18.908,-18908
18.912,-18908
18.916,-18908
18.920,-18908
18.924,-18908
18.928,-18908
18.932,-18908
18.936,-18908
18.940,-18908
18.944,-18907
18.948,-18907
18.952,-18907
18.956,-18907
18.960,-18907
18.964,-18907
18.968,-18907
18.972,-18907
18.976,-18907
18.980,-18884
18.984,-18884
18.988,-18884
18.992,-18884
18.996,-18884
19.000,-18884
19.004,-18884
19.008,-18884
19.012,-18884
19.016,-18884
19.020,-18854
19.024,-18854
19.028,-18854
19.032,-18854
19.036,-18854
19.040,-18854
19.044,-18854
19.048,-18854
19.052,-18854
19.056,-18843
19.060,-18843
19.064,-18843
19.068,-18843
19.072,-18843
19.076,-18843
19.080,-18843
19.084,-18843
19.088,-18843
19.092,-18843
19.096,-18848
19.100,-18848
19.104,-18848
19.108,-18848
19.112,-18848
19.116,-18848
19.120,-18848
19.124,-18848
19.128,-18848
19.132,-18859
19.136,-18859
19.140,-18859
19.144,-18859
19.148,-18859
19.152,-18859
19.156,-18859
19.160,-18859
19.164,-18859
19.168,-18859
19.172,-18838
19.176,-18838
19.180,-18838
19.184,-18838
19.188,-18838
19.192,-18838
19.196,-18838
19.200,-18838
19.204,-18838
19.208,-18863
19.212,-18863
19.216,-18863
19.220,-18863
19.224,-18863
19.228,-18863
19.232,-18863
19.236,-18863
19.240,-18863
19.244,-18863
19.248,-18827
19.252,-18827
19.256,-18827
19.260,-18827
19.264,-18827
19.268,-18827
19.272,-18827
19.276,-18827
19.280,-18827
19.284,-18804
19.288,-18804
19.292,-18804
19.296,-18804
19.300,-18804
19.304,-18804
19.308,-18804
19.312,-18804
19.316,-18804
19.320,-18804
19.324,-18815
19.328,-18815
19.332,-18815
19.336,-18815
19.340,-18815
19.344,-18815
19.348,-18815
19.352,-18815
19.356,-18815
19.360,-18780
19.364,-18780
19.368,-18780
19.372,-18780
19.376,-18780
19.380,-18780
19.384,-18780
19.388,-18780
19.392,-18780
19.396,-18768
19.400,-18768
19.404,-18768
19.408,-18768
19.412,-18768
19.416,-18768
19.420,-18768
19.424,-18768
19.428,-18768
19.432,-18768
19.436,-18728
19.440,-18728
19.444,-18728
19.448,-18728
19.452,-18728
19.456,-18728
19.460,-18728
19.464,-18728
19.468,-18728
19.472,-18726
19.476,-18726
19.480,-18726
19.484,-18726
19.488,-18726
19.492,-18726
19.496,-18726
19.500,-18726
19.504,-18726
19.508,-18726
19.512,-18736
19.516,-18736
19.520,-18736
19.524,-18736
19.528,-18736
19.532,-18736
19.536,-18736
19.540,-18736
19.544,-18736
19.548,-18790
19.552,-18790
19.556,-18790
19.560,-18790
19.564,-18790
19.568,-18790
19.572,-18790
19.576,-18790
19.580,-18790
19.584,-18790
19.588,-18833
19.592,-18833
19.596,-18833
19.600,-18833
19.604,-18833
19.608,-18833
19.612,-18833
19.616,-18833
19.620,-18833
19.624,-18936
19.628,-18936
19.632,-18936
19.636,-18936
19.640,-18936
19.644,-18936
19.648,-18936
19.652,-18936
19.656,-18936
19.660,-18936
19.664,-19025
19.668,-19025
19.672,-19025
19.676,-19025
19.680,-19025
19.684,-19025
19.688,-19025
19.692,-19025
19.696,-19025
19.700,-19102
19.704,-19102
19.708,-19102
19.712,-19102
19.716,-19102
19.720,-19102
19.724,-19102
19.728,-19102
19.732,-19102
19.736,-19102
19.740,-19134
19.744,-19134
19.748,-19134
19.752,-19134
19.756,-19134
19.760,-19134
19.764,-19134
19.768,-19134
19.772,-19134
19.776,-19159
19.780,-19159
19.784,-19159
19.788,-19159
19.792,-19159
19.796,-19159
19.800,-19159
19.804,-19159
19.808,-19159
19.812,-19159
19.816,-19197
19.820,-19197
19.824,-19197
19.828,-19197
19.832,-19197
19.836,-19197
19.840,-19197
19.844,-19197
19.848,-19197
19.852,-19232
19.856,-19232
19.860,-19232
19.864,-19232
19.868,-19232
19.872,-19232
19.876,-19232
19.880,-19232
19.884,-19232
19.888,-19232
19.892,-19260
19.896,-19260
19.900,-19260
19.904,-19260
19.908,-19260
19.912,-19260
19.916,-19260
19.920,-19260
19.924,-19260
19.928,-19295
19.932,-19295
19.936,-19295
19.940,-19295
19.944,-19295
19.948,-19295
19.952,-19295
19.956,-19295
19.960,-19295
19.964,-19295
19.968,-19295
19.972,-19329
19.976,-19329
19.980,-19329
19.984,-19329
19.988,-19329
19.992,-19329
19.996,-19329
20.000,-19329
20.004,-19329
20.008,-19356
20.012,-19356
20.016,-19356
20.020,-19356
20.024,-19356
20.028,-19356
20.032,-19356
20.036,-19356
20.040,-19356
20.044,-19356
20.048,-19377
20.052,-19377
20.056,-19377
20.060,-19377
20.064,-19377
20.068,-19377
20.072,-19377
20.076,-19377
20.080,-19408
20.084,-19408
20.088,-19408
20.092,-19408
20.096,-19408
20.100,-19408
20.104,-19408
20.108,-19408
20.112,-19408
20.116,-19408
20.120,-19408
20.124,-19423
20.128,-19423
20.132,-19423
20.136,-19423
20.140,-19423
20.144,-19423
20.148,-19423
20.152,-19423
20.156,-19423
20.160,-19503
20.164,-19503
20.168,-19503
20.172,-19503
20.176,-19503
20.180,-19503
20.184,-19503
20.188,-19503
20.192,-19503
20.196,-19503
20.200,-19500
20.204,-19500
20.208,-19500
20.212,-19500
20.216,-19500
20.220,-19500
20.224,-19500
20.228,-19500
20.232,-19500
20.236,-19500
20.240,-19539
20.244,-19539
20.248,-19539
20.252,-19539
20.256,-19539
20.260,-19539
20.264,-19539
20.268,-19539
20.272,-19539
20.276,-19551
20.280,-19551
20.284,-19551
20.288,-19551
20.292,-19551
20.296,-19551
20.300,-19551
20.304,-19551
20.308,-19551
20.312,-19551
20.316,-19563
20.320,-19563
20.324,-19563
20.328,-19563
20.332,-19563
20.336,-19563
20.340,-19563
20.344,-19563
20.348,-19563
20.352,-19599
20.356,-19599
20.360,-19599
20.364,-19599
20.368,-19599
20.372,-19599
20.376,-19599
20.380,-19599
20.384,-19599
20.388,-19599
20.392,-19614
20.396,-19614
20.400,-19614
20.404,-19614
20.408,-19614
20.412,-19614
20.416,-19614
20.420,-19614
20.424,-19614
20.428,-19647
20.432,-19647
20.436,-19647
20.440,-19647
20.444,-19647
20.448,-19647
20.452,-19647
20.456,-19647
20.460,-19647
20.464,-19647
20.468,-19665
20.472,-19665
20.476,-19665
20.480,-19665
20.484,-19665
20.488,-19665
20.492,-19665
20.496,-19665
20.500,-19665
20.504,-19706
20.508,-19706
20.512,-19706
20.516,-19706
20.520,-19706
20.524,-19706
20.528,-19706
20.532,-19706
20.536,-19706
20.540,-19706
20.544,-19653
20.548,-19653
20.552,-19653
20.556,-19653
20.560,-19653
20.564,-19653
20.568,-19653
20.572,-19653
20.576,-19653
20.580,-19643
20.584,-19643
20.588,-19643
20.592,-19643
20.596,-19643
20.600,-19643
20.604,-19643
20.608,-19643
20.612,-19643
20.616,-19643
20.620,-19627
20.624,-19627
20.628,-19627
20.632,-19627
20.636,-19627
20.640,-19627
20.644,-19627
20.648,-19627
20.652,-19627
20.656,-19657
20.660,-19657
20.664,-19657
20.668,-19657
20.672,-19657
20.676,-19657
20.680,-19657
20.684,-19657
20.688,-19657
20.692,-19657
20.696,-19668
20.700,-19668
20.704,-19668
20.708,-19668
20.712,-19668
20.716,-19668
20.720,-19668
20.724,-19668
20.728,-19668
20.732,-19675
20.736,-19675
20.740,-19675
20.744,-19675
20.748,-19675
20.752,-19675
20.756,-19675
20.760,-19675
20.764,-19675
20.768,-19675
20.772,-19703
20.776,-19703
20.780,-19703
20.784,-19703
20.788,-19703
20.792,-19703
20.796,-19703
20.800,-19703
20.804,-19703
20.808,-19724
20.812,-19724
20.816,-19724
20.820,-19724
20.824,-19724
20.828,-19724
20.832,-19724
20.836,-19724
20.840,-19724
20.844,-19724
20.848,-19750
20.852,-19750
20.856,-19750
20.860,-19750
20.864,-19750
20.868,-19750
20.872,-19750
20.876,-19750
20.880,-19750
20.884,-19765
20.888,-19765
20.892,-19765
20.896,-19765
20.900,-19765
20.904,-19765
20.908,-19765
20.912,-19765
20.916,-19765
20.920,-19765
