Czas(s),EKG_Surowe(mV)
9.805,-0.350
9.806,-0.384
9.807,-0.416
9.808,-0.446
9.809,-0.489
9.810,-0.494
9.811,-0.486
9.812,-0.468
9.813,-0.449
9.814,-0.426
9.815,-0.394
9.816,-0.366
9.817,-0.349
9.818,-0.314
9.819,-0.302
9.820,-0.307
9.821,-0.328
9.822,-0.346
9.823,-0.372
9.824,-0.405
9.825,-0.425
9.826,-0.441
9.827,-0.454
9.828,-0.465
9.829,-0.468
9.830,-0.466
9.831,-0.453
9.832,-0.434
9.833,-0.411
9.834,-0.388
9.835,-0.362
9.836,-0.341
9.837,-0.321
9.838,-0.296
9.839,-0.285
9.840,-0.285
9.841,-0.291
9.842,-0.304
9.843,-0.326
9.844,-0.349
9.845,-0.376
9.846,-0.403
9.847,-0.411
9.848,-0.411
9.849,-0.403
9.850,-0.384
9.851,-0.364
9.852,-0.344
9.853,-0.323
9.854,-0.287
9.855,-0.271
9.856,-0.263
9.857,-0.256
9.858,-0.264
9.859,-0.271
9.860,-0.321
9.861,-0.344
9.862,-0.369
9.863,-0.390
9.864,-0.414
9.865,-0.431
9.866,-0.429
9.867,-0.425
9.868,-0.401
9.869,-0.385
9.870,-0.351
9.871,-0.312
9.872,-0.275
9.873,-0.249
9.874,-0.221
9.875,-0.206
9.876,-0.203
9.877,-0.204
9.878,-0.211
9.879,-0.241
9.880,-0.290
9.881,-0.325
9.882,-0.351
9.883,-0.371
9.884,-0.404
9.885,-0.414
9.886,-0.421
9.887,-0.414
9.888,-0.404
9.889,-0.374
9.890,-0.350
9.891,-0.309
9.892,-0.275
9.893,-0.250
9.894,-0.231
9.895,-0.224
9.896,-0.226
9.897,-0.231
9.898,-0.251
9.899,-0.275
9.900,-0.349
9.901,-0.369
9.902,-0.404
9.903,-0.416
9.904,-0.426
9.905,-0.426
9.906,-0.414
9.907,-0.389
9.908,-0.366
9.909,-0.338
9.910,-0.304
9.911,-0.273
9.912,-0.254
9.913,-0.231
9.914,-0.224
9.915,-0.224
9.916,-0.242
9.917,-0.266
9.918,-0.295
9.919,-0.326
9.920,-0.384
9.921,-0.405
9.922,-0.411
9.923,-0.407
9.924,-0.401
9.925,-0.384
9.926,-0.362
9.927,-0.340
9.928,-0.304
9.929,-0.273
9.930,-0.246
9.931,-0.219
9.932,-0.207
9.933,-0.200
9.934,-0.204
9.935,-0.224
9.936,-0.249
9.937,-0.285
9.938,-0.328
9.939,-0.370
9.940,-0.431
9.941,-0.456
9.942,-0.448
9.943,-0.450
9.944,-0.426
9.945,-0.401
9.946,-0.362
9.947,-0.329
9.948,-0.290
9.949,-0.261
9.950,-0.241
9.951,-0.226
9.952,-0.224
9.953,-0.231
9.954,-0.253
9.955,-0.281
9.956,-0.305
9.957,-0.338
9.958,-0.369
9.959,-0.405
9.960,-0.431
9.961,-0.419
9.962,-0.404
9.963,-0.371
9.964,-0.344
9.965,-0.310
9.966,-0.276
9.967,-0.260
9.968,-0.234
9.969,-0.224
9.970,-0.224
9.971,-0.231
9.972,-0.261
9.973,-0.289
9.974,-0.324
9.975,-0.351
9.976,-0.381
9.977,-0.406
9.978,-0.426
9.979,-0.431
9.980,-0.434
9.981,-0.416
9.982,-0.401
9.983,-0.364
9.984,-0.334
9.985,-0.302
9.986,-0.284
9.987,-0.265
9.988,-0.251
9.989,-0.254
9.990,-0.261
9.991,-0.274
9.992,-0.296
9.993,-0.330
9.994,-0.355
9.995,-0.383
9.996,-0.409
9.997,-0.411
9.998,-0.406
9.999,-0.400
10.000,-0.370
10.001,-0.324
10.002,-0.304
10.003,-0.284
10.004,-0.265
10.005,-0.261
10.006,-0.261
10.007,-0.261
10.008,-0.274
10.009,-0.296
10.010,-0.324
10.011,-0.344
10.012,-0.362
10.013,-0.381
10.014,-0.401
10.015,-0.411
10.016,-0.424
10.017,-0.414
10.018,-0.401
10.019,-0.371
10.020,-0.297
10.021,-0.233
10.022,-0.207
10.023,-0.176
10.024,-0.166
10.025,-0.168
10.026,-0.176
10.027,-0.194
10.028,-0.221
10.029,-0.251
10.030,-0.287
10.031,-0.321
10.032,-0.350
10.033,-0.365
10.034,-0.371
10.035,-0.378
10.036,-0.366
10.037,-0.352
10.038,-0.331
10.039,-0.304
10.040,-0.244
10.041,-0.224
10.042,-0.206
10.043,-0.195
10.044,-0.198
10.045,-0.206
10.046,-0.212
10.047,-0.231
10.048,-0.255
10.049,-0.282
10.050,-0.301
10.051,-0.326
10.052,-0.336
10.053,-0.345
10.054,-0.341
10.055,-0.329
10.056,-0.309
10.057,-0.286
10.058,-0.254
10.059,-0.226
10.060,-0.166
10.061,-0.144
10.062,-0.131
10.063,-0.136
10.064,-0.149
10.065,-0.170
10.066,-0.201
10.067,-0.242
10.068,-0.289
10.069,-0.343
10.070,-0.390
10.071,-0.426
10.072,-0.453
10.073,-0.454
10.074,-0.436
10.075,-0.389
10.076,-0.334
10.077,-0.266
10.078,-0.196
10.079,-0.136
10.080,-0.036
10.081,-0.011
10.082,-0.015
10.083,-0.029
10.084,-0.052
10.085,-0.086
10.086,-0.121
10.087,-0.151
10.088,-0.190
10.089,-0.216
10.090,-0.233
10.091,-0.241
10.092,-0.228
10.093,-0.211
10.094,-0.191
10.095,-0.170
10.096,-0.136
10.097,-0.116
10.098,-0.101
10.099,-0.089
10.100,-0.091
10.101,-0.096
10.102,-0.114
10.103,-0.135
10.104,-0.169
10.105,-0.201
10.106,-0.228
10.107,-0.254
10.108,-0.264
10.109,-0.264
10.110,-0.260
10.111,-0.244
10.112,-0.219
10.113,-0.194
10.114,-0.166
10.115,-0.130
10.116,-0.101
10.117,-0.068
10.118,-0.045
10.119,-0.031
10.120,-0.049
10.121,-0.066
10.122,-0.098
10.123,-0.144
10.124,-0.196
10.125,-0.241
10.126,-0.271
10.127,-0.290
10.128,-0.309
10.129,-0.311
10.130,-0.306
10.131,-0.286
10.132,-0.256
10.133,-0.224
10.134,-0.191
10.135,-0.166
10.136,-0.136
10.137,-0.116
10.138,-0.107
10.139,-0.113
10.140,-0.161
10.141,-0.194
10.142,-0.240
10.143,-0.281
10.144,-0.326
10.145,-0.362
10.146,-0.390
10.147,-0.420
10.148,-0.421
10.149,-0.412
10.150,-0.389
10.151,-0.355
10.152,-0.311
10.153,-0.266
10.154,-0.226
10.155,-0.186
10.156,-0.161
10.157,-0.146
10.158,-0.146
10.159,-0.154
10.160,-0.212
10.161,-0.249
10.162,-0.290
10.163,-0.324
10.164,-0.349
10.165,-0.356
10.166,-0.366
10.167,-0.362
10.168,-0.347
10.169,-0.325
10.170,-0.287
10.171,-0.251
10.172,-0.214
10.173,-0.186
10.174,-0.152
10.175,-0.141
10.176,-0.134
10.177,-0.136
10.178,-0.152
10.179,-0.184
10.180,-0.263
10.181,-0.291
10.182,-0.329
10.183,-0.349
10.184,-0.369
10.185,-0.378
10.186,-0.374
10.187,-0.369
10.188,-0.349
10.189,-0.326
10.190,-0.295
10.191,-0.264
10.192,-0.226
10.193,-0.204
10.194,-0.184
10.195,-0.171
10.196,-0.176
10.197,-0.189
10.198,-0.209
10.199,-0.244
10.200,-0.295
10.201,-0.312
10.202,-0.341
10.203,-0.351
10.204,-0.356
10.205,-0.352
10.206,-0.341
10.207,-0.311
10.208,-0.286
10.209,-0.251
10.210,-0.224
10.211,-0.195
10.212,-0.171
10.213,-0.152
10.214,-0.147
10.215,-0.151
10.216,-0.175
10.217,-0.198
10.218,-0.231
10.219,-0.275
10.220,-0.365
10.221,-0.384
10.222,-0.401
10.223,-0.411
10.224,-0.404
10.225,-0.390
10.226,-0.369
10.227,-0.347
10.228,-0.331
10.229,-0.311
10.230,-0.304
10.231,-0.289
10.232,-0.286
10.233,-0.282
10.234,-0.294
10.235,-0.311
10.236,-0.343
10.237,-0.364
10.238,-0.376
10.239,-0.388
10.240,-0.365
10.241,-0.331
10.242,-0.264
10.243,-0.181
10.244,-0.071
10.245,0.054
10.246,0.184
10.247,0.315
10.248,0.454
10.249,0.596
10.250,0.744
10.251,0.890
10.252,1.029
10.253,1.160
10.254,1.299
10.255,1.434
10.256,1.570
10.257,1.692
10.258,1.791
10.259,1.859
10.260,1.885
10.261,1.806
10.262,1.728
10.263,1.647
10.264,1.552
10.265,1.454
10.266,1.329
10.267,1.194
10.268,1.050
10.269,0.890
10.270,0.719
10.271,0.546
10.272,0.366
10.273,0.186
10.274,0.011
10.275,-0.146
10.276,-0.290
10.277,-0.409
10.278,-0.501
10.279,-0.566
10.280,-0.631
10.281,-0.631
10.282,-0.619
10.283,-0.604
10.284,-0.584
10.285,-0.564
10.286,-0.536
10.287,-0.515
10.288,-0.504
10.289,-0.484
10.290,-0.484
10.291,-0.489
10.292,-0.505
10.293,-0.525
10.294,-0.546
10.295,-0.565
10.296,-0.574
10.297,-0.580
10.298,-0.583
10.299,-0.570
10.300,-0.526
10.301,-0.506
10.302,-0.461
10.303,-0.424
10.304,-0.376
10.305,-0.341
10.306,-0.307
10.307,-0.291
10.308,-0.284
10.309,-0.290
10.310,-0.307
10.311,-0.331
10.312,-0.369
10.313,-0.401
10.314,-0.432
10.315,-0.454
10.316,-0.471
10.317,-0.484
10.318,-0.481
10.319,-0.465
10.320,-0.417
10.321,-0.386
10.322,-0.356
10.323,-0.333
10.324,-0.310
10.325,-0.290
10.326,-0.286
10.327,-0.289
10.328,-0.296
10.329,-0.321
10.330,-0.346
10.331,-0.369
10.332,-0.400
10.333,-0.421
10.334,-0.445
10.335,-0.455
10.336,-0.458
10.337,-0.456
10.338,-0.441
10.339,-0.421
10.340,-0.346
10.341,-0.311
10.342,-0.286
10.343,-0.266
10.344,-0.256
10.345,-0.250
10.346,-0.254
10.347,-0.263
10.348,-0.275
10.349,-0.294
10.350,-0.326
10.351,-0.349
10.352,-0.378
10.353,-0.414
10.354,-0.430
10.355,-0.441
10.356,-0.445
10.357,-0.444
10.358,-0.426
10.359,-0.404
10.360,-0.336
10.361,-0.311
10.362,-0.284
10.363,-0.254
10.364,-0.224
10.365,-0.211
10.366,-0.210
10.367,-0.225
10.368,-0.251
10.369,-0.280
10.370,-0.309
10.371,-0.351
10.372,-0.379
10.373,-0.409
10.374,-0.416
10.375,-0.421
10.376,-0.411
10.377,-0.388
10.378,-0.366
10.379,-0.336
10.380,-0.264
10.381,-0.230
10.382,-0.209
10.383,-0.201
10.384,-0.201
10.385,-0.204
10.386,-0.211
10.387,-0.224
10.388,-0.249
10.389,-0.271
10.390,-0.294
10.391,-0.326
10.392,-0.334
10.393,-0.349
10.394,-0.350
10.395,-0.351
10.396,-0.343
10.397,-0.330
10.398,-0.309
10.399,-0.290
10.400,-0.250
10.401,-0.241
10.402,-0.229
10.403,-0.216
10.404,-0.214
10.405,-0.224
10.406,-0.234
10.407,-0.254
10.408,-0.270
10.409,-0.289
10.410,-0.302
10.411,-0.314
10.412,-0.309
10.413,-0.306
10.414,-0.291
10.415,-0.274
10.416,-0.250
10.417,-0.224
10.418,-0.196
10.419,-0.165
10.420,-0.114
10.421,-0.109
10.422,-0.106
10.423,-0.116
10.424,-0.128
10.425,-0.151
10.426,-0.171
10.427,-0.204
10.428,-0.230
10.429,-0.256
10.430,-0.274
10.431,-0.286
10.432,-0.284
10.433,-0.269
10.434,-0.251
10.435,-0.229
10.436,-0.210
10.437,-0.190
10.438,-0.164
10.439,-0.131
10.440,-0.110
10.441,-0.128
10.442,-0.145
10.443,-0.175
10.444,-0.196
10.445,-0.224
10.446,-0.249
10.447,-0.270
10.448,-0.276
10.449,-0.280
10.450,-0.270
10.451,-0.251
10.452,-0.217
10.453,-0.186
10.454,-0.147
10.455,-0.111
10.456,-0.074
10.457,-0.045
10.458,-0.021
10.459,-0.011
10.460,-0.024
10.461,-0.062
10.462,-0.094
10.463,-0.124
10.464,-0.151
10.465,-0.180
10.466,-0.194
10.467,-0.206
10.468,-0.201
10.469,-0.181
10.470,-0.152
10.471,-0.124
10.472,-0.085
10.473,-0.035
10.474,0.014
10.475,0.049
10.476,0.069
10.477,0.076
10.478,0.074
10.479,0.065
10.480,-0.003
10.481,-0.026
10.482,-0.054
10.483,-0.081
10.484,-0.104
10.485,-0.122
10.486,-0.135
10.487,-0.136
10.488,-0.130
10.489,-0.106
10.490,-0.071
10.491,-0.030
10.492,0.011
10.493,0.049
10.494,0.074
10.495,0.094
10.496,0.094
10.497,0.090
10.498,0.066
10.499,0.036
10.500,-0.046
10.501,-0.074
10.502,-0.105
10.503,-0.131
10.504,-0.150
10.505,-0.164
10.506,-0.166
10.507,-0.151
10.508,-0.141
10.509,-0.126
10.510,-0.096
10.511,-0.080
10.512,-0.062
10.513,-0.051
10.514,-0.051
10.515,-0.061
10.516,-0.081
10.517,-0.104
10.518,-0.133
10.519,-0.165
10.520,-0.228
10.521,-0.261
10.522,-0.274
10.523,-0.289
10.524,-0.292
10.525,-0.294
10.526,-0.274
10.527,-0.249
10.528,-0.223
10.529,-0.194
10.530,-0.171
10.531,-0.149
10.532,-0.144
10.533,-0.145
10.534,-0.163
10.535,-0.171
10.536,-0.191
10.537,-0.214
10.538,-0.254
10.539,-0.285
10.540,-0.364
10.541,-0.406
10.542,-0.427
10.543,-0.446
10.544,-0.448
10.545,-0.434
10.546,-0.411
10.547,-0.374
10.548,-0.344
10.549,-0.306
10.550,-0.285
10.551,-0.264
10.552,-0.254
10.553,-0.246
10.554,-0.246
10.555,-0.249
10.556,-0.271
10.557,-0.290
10.558,-0.325
10.559,-0.356
10.560,-0.426
10.561,-0.436
10.562,-0.450
10.563,-0.451
10.564,-0.446
10.565,-0.431
10.566,-0.412
10.567,-0.384
10.568,-0.365
10.569,-0.341
10.570,-0.321
10.571,-0.304
10.572,-0.291
10.573,-0.289
10.574,-0.289
10.575,-0.301
10.576,-0.311
10.577,-0.334
10.578,-0.354
10.579,-0.374
10.580,-0.407
10.581,-0.411
10.582,-0.412
10.583,-0.409
10.584,-0.389
10.585,-0.367
10.586,-0.344
10.587,-0.305
10.588,-0.274
10.589,-0.247
10.590,-0.229
10.591,-0.217
10.592,-0.226
10.593,-0.241
10.594,-0.261
10.595,-0.291
10.596,-0.324
10.597,-0.355
10.598,-0.385
10.599,-0.416
10.600,-0.438
10.601,-0.434
10.602,-0.406
10.603,-0.381
10.604,-0.361
10.605,-0.335
10.606,-0.309
10.607,-0.290
10.608,-0.280
10.609,-0.269
10.610,-0.264
10.611,-0.269
10.612,-0.284
10.613,-0.297
10.614,-0.321
10.615,-0.336
10.616,-0.357
10.617,-0.384
10.618,-0.404
10.619,-0.414
10.620,-0.407
10.621,-0.369
10.622,-0.345
10.623,-0.309
10.624,-0.284
10.625,-0.254
10.626,-0.230
10.627,-0.216
10.628,-0.214
10.629,-0.229
10.630,-0.251
10.631,-0.282
10.632,-0.304
10.633,-0.336
10.634,-0.366
10.635,-0.386
10.636,-0.404
10.637,-0.407
10.638,-0.391
10.639,-0.366
10.640,-0.302
10.641,-0.269
10.642,-0.251
10.643,-0.228
10.644,-0.211
10.645,-0.206
10.646,-0.209
10.647,-0.221
10.648,-0.231
10.649,-0.250
10.650,-0.256
10.651,-0.275
10.652,-0.292
10.653,-0.307
10.654,-0.307
10.655,-0.311
10.656,-0.311
10.657,-0.307
10.658,-0.305
10.659,-0.296
10.660,-0.268
10.661,-0.254
10.662,-0.244
10.663,-0.229
10.664,-0.223
10.665,-0.214
10.666,-0.215
10.667,-0.225
10.668,-0.242
10.669,-0.261
10.670,-0.273
10.671,-0.286
10.672,-0.296
10.673,-0.309
10.674,-0.324
10.675,-0.321
10.676,-0.306
10.677,-0.296
10.678,-0.284
10.679,-0.264
10.680,-0.209
10.681,-0.189
10.682,-0.170
10.683,-0.150
10.684,-0.146
10.685,-0.136
10.686,-0.151
10.687,-0.176
10.688,-0.209
10.689,-0.231
10.690,-0.260
10.691,-0.275
10.692,-0.301
10.693,-0.328
10.694,-0.334
10.695,-0.334
10.696,-0.329
10.697,-0.314
10.698,-0.296
10.699,-0.273
10.700,-0.216
10.701,-0.174
10.702,-0.168
10.703,-0.163
10.704,-0.205
10.705,-0.244
10.706,-0.284
10.707,-0.328
10.708,-0.364
10.709,-0.401
10.710,-0.416
10.711,-0.424
10.712,-0.411
10.713,-0.389
10.714,-0.354
10.715,-0.323
10.716,-0.281
10.717,-0.231
10.718,-0.186
10.719,-0.144
10.720,-0.105
10.721,-0.107
10.722,-0.131
10.723,-0.161
10.724,-0.194
10.725,-0.229
10.726,-0.255
10.727,-0.282
10.728,-0.309
10.729,-0.334
10.730,-0.346
10.731,-0.349
10.732,-0.340
10.733,-0.323
10.734,-0.285
10.735,-0.251
10.736,-0.210
10.737,-0.185
10.738,-0.163
10.739,-0.146
10.740,-0.164
10.741,-0.206
10.742,-0.229
10.743,-0.261
10.744,-0.281
10.745,-0.304
10.746,-0.326
10.747,-0.333
10.748,-0.341
10.749,-0.341
10.750,-0.330
10.751,-0.306
10.752,-0.286
10.753,-0.264
10.754,-0.229
10.755,-0.201
10.756,-0.176
10.757,-0.161
10.758,-0.142
10.759,-0.145
10.760,-0.176
10.761,-0.195
10.762,-0.228
10.763,-0.261
10.764,-0.285
10.765,-0.306
10.766,-0.329
10.767,-0.333
10.768,-0.334
10.769,-0.329
10.770,-0.310
10.771,-0.291
10.772,-0.269
10.773,-0.242
10.774,-0.211
10.775,-0.184
10.776,-0.165
10.777,-0.149
10.778,-0.151
10.779,-0.161
10.780,-0.210
10.781,-0.251
10.782,-0.280
10.783,-0.311
10.784,-0.340
10.785,-0.347
10.786,-0.343
10.787,-0.323
10.788,-0.294
10.789,-0.264
10.790,-0.223
10.791,-0.189
10.792,-0.151
10.793,-0.125
10.794,-0.107
10.795,-0.096
10.796,-0.106
10.797,-0.128
10.798,-0.150
10.799,-0.186
10.800,-0.261
10.801,-0.284
10.802,-0.302
10.803,-0.309
10.804,-0.311
10.805,-0.306
10.806,-0.289
10.807,-0.264
10.808,-0.231
10.809,-0.196
10.810,-0.165
10.811,-0.133
10.812,-0.111
10.813,-0.101
10.814,-0.090
10.815,-0.086
10.816,-0.096
10.817,-0.114
10.818,-0.141
10.819,-0.176
10.820,-0.261
10.821,-0.282
10.822,-0.295
10.823,-0.306
10.824,-0.309
10.825,-0.306
10.826,-0.295
10.827,-0.281
10.828,-0.261
10.829,-0.241
10.830,-0.215
10.831,-0.204
10.832,-0.191
10.833,-0.185
10.834,-0.184
10.835,-0.191
10.836,-0.198
10.837,-0.211
10.838,-0.230
10.839,-0.251
10.840,-0.281
10.841,-0.286
10.842,-0.286
10.843,-0.284
10.844,-0.281
10.845,-0.266
10.846,-0.255
10.847,-0.226
10.848,-0.206
10.849,-0.172
10.850,-0.146
10.851,-0.133
10.852,-0.129
10.853,-0.141
10.854,-0.161
10.855,-0.184
10.856,-0.204
10.857,-0.231
10.858,-0.260
10.859,-0.286
10.860,-0.330
10.861,-0.331
10.862,-0.329
10.863,-0.321
10.864,-0.297
10.865,-0.268
10.866,-0.233
10.867,-0.146
10.868,-0.117
10.869,-0.092
10.870,-0.076
10.871,-0.072
10.872,-0.086
10.873,-0.109
10.874,-0.138
10.875,-0.180
10.876,-0.209
10.877,-0.241
10.878,-0.261
10.879,-0.269
10.880,-0.263
10.881,-0.246
10.882,-0.219
10.883,-0.189
10.884,-0.149
10.885,-0.114
10.886,-0.091
10.887,-0.064
10.888,-0.050
10.889,-0.036
10.890,-0.043
10.891,-0.046
10.892,-0.066
10.893,-0.095
10.894,-0.124
10.895,-0.151
10.896,-0.186
10.897,-0.212
10.898,-0.229
10.899,-0.244
10.900,-0.229
10.901,-0.194
10.902,-0.170
10.903,-0.151
10.904,-0.126
10.905,-0.102
10.906,-0.084
10.907,-0.071
10.908,-0.058
10.909,-0.064
10.910,-0.064
10.911,-0.068
10.912,-0.086
10.913,-0.105
10.914,-0.121
10.915,-0.134
10.916,-0.149
10.917,-0.161
10.918,-0.161
10.919,-0.168
10.920,-0.149
10.921,-0.145
10.922,-0.135
10.923,-0.124
10.924,-0.094
10.925,-0.071
10.926,-0.054
10.927,-0.034
10.928,-0.034
10.929,-0.046
10.930,-0.069
10.931,-0.096
10.932,-0.121
10.933,-0.142
10.934,-0.152
10.935,-0.161
10.936,-0.154
10.937,-0.144
10.938,-0.134
10.939,-0.125
10.940,-0.091
10.941,-0.070
10.942,-0.059
10.943,-0.056
10.944,-0.064
10.945,-0.086
10.946,-0.109
10.947,-0.135
10.948,-0.169
10.949,-0.201
10.950,-0.229
10.951,-0.266
10.952,-0.291
10.953,-0.309
10.954,-0.328
10.955,-0.329
10.956,-0.314
10.957,-0.289
10.958,-0.263
10.959,-0.223
10.960,-0.144
10.961,-0.116
10.962,-0.091
10.963,-0.084
10.964,-0.094
10.965,-0.114
10.966,-0.151
10.967,-0.211
10.968,-0.246
10.969,-0.271
10.970,-0.290
10.971,-0.304
10.972,-0.305
10.973,-0.296
10.974,-0.289
10.975,-0.266
10.976,-0.234
10.977,-0.209
10.978,-0.185
10.979,-0.161
10.980,-0.114
10.981,-0.110
10.982,-0.111
10.983,-0.121
10.984,-0.161
10.985,-0.182
10.986,-0.216
10.987,-0.254
10.988,-0.286
10.989,-0.306
10.990,-0.310
10.991,-0.312
10.992,-0.304
10.993,-0.281
10.994,-0.254
10.995,-0.230
10.996,-0.209
10.997,-0.174
10.998,-0.146
10.999,-0.126
11.000,-0.121
11.001,-0.124
11.002,-0.141
11.003,-0.161
11.004,-0.186
11.005,-0.209
11.006,-0.229
11.007,-0.250
11.008,-0.261
11.009,-0.264
11.010,-0.254
11.011,-0.235
11.012,-0.211
11.013,-0.186
11.014,-0.151
11.015,-0.129
11.016,-0.102
11.017,-0.081
11.018,-0.071
11.019,-0.074
11.020,-0.124
11.021,-0.151
11.022,-0.189
11.023,-0.229
11.024,-0.271
11.025,-0.299
11.026,-0.328
11.027,-0.344
11.028,-0.351
11.029,-0.351
11.030,-0.333
11.031,-0.294
11.032,-0.264
11.033,-0.230
11.034,-0.196
11.035,-0.171
11.036,-0.152
11.037,-0.144
11.038,-0.141
11.039,-0.139
11.040,-0.147
11.041,-0.131
11.042,-0.114
11.043,-0.085
11.044,-0.041
11.045,0.034
11.046,0.116
11.047,0.215
11.048,0.331
11.049,0.455
11.050,0.614
11.051,0.755
11.052,0.899
11.053,1.059
11.054,1.234
11.055,1.416
11.056,1.614
11.057,1.835
11.058,1.984
11.059,2.119
11.060,2.270
11.061,2.185
11.062,2.095
11.063,1.968
11.064,1.811
11.065,1.616
11.066,1.511
11.067,1.376
11.068,1.226
11.069,1.086
11.070,0.935
11.071,0.784
11.072,0.626
11.073,0.477
11.074,0.334
11.075,0.194
11.076,0.056
11.077,-0.071
11.078,-0.190
11.079,-0.292
11.080,-0.455
11.081,-0.504
11.082,-0.546
11.083,-0.569
11.084,-0.576
11.085,-0.571
11.086,-0.561
11.087,-0.511
11.088,-0.482
11.089,-0.443
11.090,-0.411
11.091,-0.384
11.092,-0.362
11.093,-0.356
11.094,-0.361
11.095,-0.376
11.096,-0.401
11.097,-0.414
11.098,-0.430
11.099,-0.440
11.100,-0.441
11.101,-0.431
11.102,-0.421
11.103,-0.409
11.104,-0.383
11.105,-0.356
11.106,-0.326
11.107,-0.284
11.108,-0.250
11.109,-0.216
11.110,-0.195
11.111,-0.188
11.112,-0.184
11.113,-0.193
11.114,-0.206
11.115,-0.231
11.116,-0.264
11.117,-0.294
11.118,-0.311
11.119,-0.333
11.120,-0.343
11.121,-0.341
11.122,-0.333
11.123,-0.325
11.124,-0.302
11.125,-0.286
11.126,-0.264
11.127,-0.246
11.128,-0.216
11.129,-0.201
11.130,-0.189
11.131,-0.189
11.132,-0.196
11.133,-0.206
11.134,-0.228
11.135,-0.261
11.136,-0.282
11.137,-0.306
11.138,-0.330
11.139,-0.344
11.140,-0.345
11.141,-0.326
11.142,-0.302
11.143,-0.273
11.144,-0.249
11.145,-0.217
11.146,-0.190
11.147,-0.170
11.148,-0.150
11.149,-0.144
11.150,-0.150
11.151,-0.161
11.152,-0.184
11.153,-0.245
11.154,-0.264
11.155,-0.295
11.156,-0.321
11.157,-0.311
11.158,-0.309
11.159,-0.289
11.160,-0.241
11.161,-0.184
11.162,-0.152
11.163,-0.134
11.164,-0.116
11.165,-0.111
11.166,-0.115
11.167,-0.131
11.168,-0.164
11.169,-0.196
11.170,-0.230
11.171,-0.264
11.172,-0.292
11.173,-0.306
11.174,-0.314
11.175,-0.321
11.176,-0.306
11.177,-0.286
11.178,-0.268
11.179,-0.244
11.180,-0.194
11.181,-0.176
11.182,-0.151
11.183,-0.136
11.184,-0.129
11.185,-0.129
11.186,-0.135
11.187,-0.161
11.188,-0.189
11.189,-0.214
11.190,-0.245
11.191,-0.269
11.192,-0.278
11.193,-0.281
11.194,-0.274
11.195,-0.261
11.196,-0.230
11.197,-0.201
11.198,-0.164
11.199,-0.126
11.200,-0.049
11.201,-0.026
11.202,-0.009
11.203,-0.006
11.204,-0.015
11.205,-0.045
11.206,-0.069
11.207,-0.106
11.208,-0.134
11.209,-0.164
11.210,-0.184
11.211,-0.204
11.212,-0.215
11.213,-0.219
11.214,-0.224
11.215,-0.207
11.216,-0.191
11.217,-0.169
11.218,-0.144
11.219,-0.126
11.220,-0.084
11.221,-0.071
11.222,-0.066
11.223,-0.066
11.224,-0.074
11.225,-0.089
11.226,-0.101
11.227,-0.116
11.228,-0.133
11.229,-0.144
11.230,-0.152
11.231,-0.166
11.232,-0.169
11.233,-0.151
11.234,-0.136
11.235,-0.113
11.236,-0.087
11.237,-0.056
11.238,-0.037
11.239,-0.026
11.240,-0.011
11.241,-0.016
11.242,-0.024
11.243,-0.036
11.244,-0.056
11.245,-0.083
11.246,-0.136
11.247,-0.150
11.248,-0.169
11.249,-0.174
11.250,-0.172
11.251,-0.154
11.252,-0.131
11.253,-0.104
11.254,-0.051
11.255,0.006
11.256,0.031
11.257,0.054
11.258,0.071
11.259,0.079
11.260,0.059
11.261,0.040
11.262,0.013
11.263,-0.030
11.264,-0.064
11.265,-0.101
11.266,-0.126
11.267,-0.144
11.268,-0.154
11.269,-0.161
11.270,-0.144
11.271,-0.115
11.272,-0.084
11.273,-0.036
11.274,-0.004
11.275,0.035
11.276,0.066
11.277,0.089
11.278,0.106
11.279,0.116
11.280,0.099
11.281,0.072
11.282,0.036
11.283,-0.003
11.284,-0.036
11.285,-0.061
11.286,-0.081
11.287,-0.081
11.288,-0.069
11.289,-0.061
11.290,-0.049
11.291,-0.026
11.292,-0.004
11.293,0.026
11.294,0.039
11.295,0.049
11.296,0.054
11.297,0.056
11.298,0.055
11.299,0.046
11.300,-0.016
11.301,-0.094
11.302,-0.136
11.303,-0.165
11.304,-0.181
11.305,-0.184
11.306,-0.182
11.307,-0.172
11.308,-0.161
11.309,-0.134
11.310,-0.116
11.311,-0.090
11.312,-0.084
11.313,-0.069
11.314,-0.066
11.315,-0.083
11.316,-0.092
11.317,-0.115
11.318,-0.130
11.319,-0.163
11.320,-0.209
11.321,-0.229
11.322,-0.253
11.323,-0.264
11.324,-0.273
11.325,-0.271
11.326,-0.266
11.327,-0.250
11.328,-0.241
11.329,-0.217
11.330,-0.201
11.331,-0.191
11.332,-0.186
11.333,-0.189
11.334,-0.191
11.335,-0.206
11.336,-0.226
11.337,-0.256
11.338,-0.290
11.339,-0.326
11.340,-0.391
11.341,-0.406
11.342,-0.409
11.343,-0.401
11.344,-0.381
11.345,-0.335
11.346,-0.314
11.347,-0.289
11.348,-0.265
11.349,-0.249
11.350,-0.255
11.351,-0.270
11.352,-0.290
11.353,-0.311
11.354,-0.349
11.355,-0.378
11.356,-0.414
11.357,-0.434
11.358,-0.451
11.359,-0.459
11.360,-0.449
11.361,-0.430
11.362,-0.421
11.363,-0.401
11.364,-0.371
11.365,-0.338
11.366,-0.296
11.367,-0.263
11.368,-0.231
