Czas(s),EKG_Surowe(mV)
13.012,-1.022
13.016,-1.540
13.020,-1.897
13.024,-2.123
13.028,-2.147
13.032,-2.020
13.036,-1.770
13.040,-0.812
13.044,-0.343
13.048,0.142
13.052,0.667
13.056,1.012
13.060,1.218
13.064,1.235
13.068,1.107
13.072,0.853
13.076,0.512
13.080,0.087
13.084,-0.463
13.088,-1.040
13.092,-1.540
13.096,-1.897
13.100,-2.112
13.104,-2.143
13.108,-2.020
13.112,-1.788
13.116,-1.452
13.120,-0.378
13.124,0.110
13.128,0.613
13.132,0.988
13.136,1.198
13.140,1.220
13.144,1.097
13.148,0.853
13.152,0.512
13.156,0.077
13.160,-0.463
13.164,-1.032
13.168,-1.542
13.172,-1.897
13.176,-2.107
13.180,-2.135
13.184,-2.013
13.188,-1.762
13.192,-1.407
13.196,-0.973
13.200,0.253
13.204,0.662
13.208,1.028
13.212,1.222
13.216,1.238
13.220,1.103
13.224,0.858
13.228,0.512
13.232,0.068
13.236,-0.502
13.240,-1.075
13.244,-1.613
13.248,-1.952
13.252,-2.160
13.256,-2.178
13.260,-2.045
13.264,-1.800
13.268,-1.455
13.272,-1.012
13.276,-0.463
13.280,0.685
13.284,0.978
13.288,1.188
13.292,1.222
13.296,1.100
13.300,0.860
13.304,0.532
13.308,0.102
13.312,-0.448
13.316,-1.028
13.320,-1.538
13.324,-1.893
13.328,-2.103
13.332,-2.132
13.336,-2.007
13.340,-1.770
13.344,-1.423
13.348,-1.002
13.352,-0.448
13.356,0.128
13.360,1.028
13.364,1.177
13.368,1.198
13.372,1.058
13.376,0.815
13.380,0.463
13.384,0.037
13.388,-0.512
13.392,-1.077
13.396,-1.573
13.400,-1.927
13.404,-2.138
13.408,-2.143
13.412,-2.013
13.416,-1.760
13.420,-1.413
13.424,-0.973
13.428,-0.430
13.432,0.142
13.436,0.632
13.440,1.218
13.444,1.062
13.448,0.830
13.452,0.497
13.456,0.058
13.460,-0.500
13.464,-1.073
13.468,-1.583
13.472,-1.952
13.476,-2.152
13.480,-2.178
13.484,-2.035
13.488,-1.792
13.492,-1.452
13.496,-1.008
13.500,-0.453
13.504,0.128
13.508,0.618
13.512,0.980
13.516,1.183
13.520,1.048
13.524,0.477
13.528,0.048
13.532,-0.512
13.536,-1.097
13.540,-1.613
13.544,-1.975
13.548,-2.172
13.552,-2.188
13.556,-2.058
13.560,-1.802
13.564,-1.448
13.568,-1.002
13.572,-0.453
13.576,0.130
13.580,0.623
13.584,0.993
13.588,1.198
13.592,1.228
13.596,1.097
13.600,0.432
13.604,0.068
13.608,-0.497
13.612,-1.073
13.616,-1.580
13.620,-1.948
13.624,-2.145
13.628,-2.167
13.632,-2.025
13.636,-1.782
13.640,-1.442
13.644,-0.993
13.648,-0.450
13.652,0.117
13.656,0.608
13.660,0.953
13.664,1.153
13.668,1.177
13.672,1.048
13.676,0.782
13.680,-0.072
13.684,-0.540
13.688,-1.123
13.692,-1.613
13.696,-1.970
13.700,-2.165
13.704,-2.183
13.708,-2.045
13.712,-1.788
13.716,-1.450
13.720,-0.993
13.724,-0.438
13.728,0.138
13.732,0.632
13.736,0.998
13.740,1.190
13.744,1.198
13.748,1.052
13.752,0.787
13.756,0.448
13.760,-0.652
13.764,-1.133
13.768,-1.627
13.772,-1.978
13.776,-2.172
13.780,-2.180
13.784,-2.035
13.788,-1.782
13.792,-1.440
13.796,-0.985
13.800,-0.432
13.804,0.142
13.808,0.625
13.812,0.983
13.816,1.177
13.820,1.192
13.824,1.060
13.828,0.818
13.832,0.460
13.836,0.028
13.840,-1.212
13.844,-1.620
13.848,-1.975
13.852,-2.163
13.856,-2.167
13.860,-2.013
13.864,-1.748
13.868,-1.390
13.872,-0.940
13.876,-0.395
13.880,0.180
13.884,0.667
13.888,1.022
13.892,1.210
13.896,1.228
13.900,1.090
13.904,0.830
13.908,0.495
13.912,0.050
13.916,-0.522
13.920,-1.670
13.924,-1.968
13.928,-2.170
13.932,-2.188
13.936,-2.047
13.940,-1.790
13.944,-1.448
13.948,-0.988
13.952,-0.432
13.956,0.133
13.960,0.627
13.964,0.988
13.968,1.183
13.972,1.198
13.976,1.060
13.980,0.823
13.984,0.475
13.988,0.058
13.992,-0.537
13.996,-1.075
14.000,-1.978
14.004,-2.123
14.008,-2.143
14.012,-2.007
14.016,-1.762
14.020,-1.407
14.024,-0.968
14.028,-0.412
14.032,0.158
14.036,0.655
14.040,1.012
14.044,1.198
14.048,1.220
14.052,1.073
14.056,0.820
14.060,0.460
14.064,0.020
14.068,-0.542
14.072,-1.127
14.076,-1.623
14.080,-2.180
14.084,-2.175
14.088,-2.027
14.092,-1.778
14.096,-1.423
14.100,-0.980
14.104,-0.417
14.108,0.142
14.112,0.625
14.116,0.988
14.120,1.188
14.124,1.198
14.128,1.050
14.132,0.790
14.136,0.453
14.140,0.022
14.144,-0.532
14.148,-1.103
14.152,-1.607
14.156,-1.955
14.160,-2.143
14.164,-1.762
14.168,-1.407
14.172,-0.968
14.176,-0.412
14.180,0.175
14.184,0.665
14.188,1.012
14.192,1.212
14.196,1.228
14.200,1.077
14.204,0.823
14.208,0.468
14.212,0.037
14.216,-0.542
14.220,-1.107
14.224,-1.617
14.228,-1.968
14.232,-2.147
14.236,-2.150
14.240,-1.698
14.244,-1.308
14.248,-0.895
14.252,-0.352
14.256,0.295
14.260,0.695
14.264,1.018
14.268,1.208
14.272,1.210
14.276,1.062
14.280,0.790
14.284,0.450
14.288,-0.007
14.292,-0.562
14.296,-1.137
14.300,-1.630
14.304,-1.978
14.308,-2.147
14.312,-2.170
14.316,-2.022
14.320,-1.347
14.324,-0.968
14.328,-0.410
14.332,0.170
14.336,0.660
14.340,1.005
14.344,1.198
14.348,1.208
14.352,1.062
14.356,0.782
14.360,0.448
14.364,0.018
14.368,-0.547
14.372,-1.123
14.376,-1.617
14.380,-1.980
14.384,-2.147
14.388,-2.152
14.392,-2.018
14.396,-1.742
14.400,-0.770
14.404,-0.372
14.408,0.233
14.412,0.670
14.416,1.020
14.420,1.208
14.424,1.210
14.428,1.062
14.432,0.797
14.436,0.458
14.440,0.028
14.444,-0.540
14.448,-1.113
14.452,-1.627
14.456,-1.978
14.460,-2.167
14.464,-2.180
14.468,-2.047
14.472,-1.785
14.476,-1.423
14.480,-0.328
14.484,0.170
14.488,0.660
14.492,1.010
14.496,1.205
14.500,1.215
14.504,1.062
14.508,0.787
14.512,0.458
14.516,0.022
14.520,-0.527
14.524,-1.093
14.528,-1.577
14.532,-1.930
14.536,-2.107
14.540,-2.123
14.544,-1.982
14.548,-1.722
14.552,-1.387
14.556,-0.938
14.560,0.268
14.564,0.667
14.568,1.018
14.572,1.212
14.576,1.218
14.580,1.073
14.584,0.812
14.588,0.460
14.592,0.018
14.596,-0.547
14.600,-1.125
14.604,-1.613
14.608,-1.952
14.612,-2.140
14.616,-2.145
14.620,-2.010
14.624,-1.738
14.628,-1.393
14.632,-0.940
14.636,-0.393
14.640,0.720
14.644,1.048
14.648,1.188
14.652,1.183
14.656,1.050
14.660,0.777
14.664,0.432
14.668,-0.020
14.672,-0.578
14.676,-1.143
14.680,-1.633
14.684,-1.975
14.688,-2.163
14.692,-2.178
14.696,-2.042
14.700,-1.780
14.704,-1.420
14.708,-0.970
14.712,-0.410
14.716,0.170
14.720,1.067
14.724,1.212
14.728,1.225
14.732,1.077
14.736,0.812
14.740,0.458
14.744,-0.010
14.748,-0.570
14.752,-1.147
14.756,-1.643
14.760,-1.988
14.764,-2.178
14.768,-2.178
14.772,-2.035
14.776,-1.770
14.780,-1.413
14.784,-0.968
14.788,-0.410
14.792,0.158
14.796,0.660
14.800,1.183
14.804,1.157
14.808,1.028
14.812,0.757
14.816,0.422
14.820,-0.028
14.824,-0.583
14.828,-1.145
14.832,-1.630
14.836,-1.978
14.840,-2.147
14.844,-2.143
14.848,-1.988
14.852,-1.712
14.856,-1.373
14.860,-0.912
14.864,-0.372
14.868,0.203
14.872,0.688
14.876,1.028
14.880,1.192
14.884,1.058
14.888,0.780
14.892,0.435
14.896,-0.028
14.900,-0.588
14.904,-1.163
14.908,-1.653
14.912,-1.995
14.916,-2.180
14.920,-2.185
14.924,-2.033
14.928,-1.772
14.932,-1.407
14.936,-0.948
14.940,-0.393
14.944,0.182
14.948,0.667
14.952,1.010
14.956,1.192
14.960,1.018
14.964,0.435
14.968,-0.013
14.972,-0.565
14.976,-1.143
14.980,-1.633
14.984,-1.980
14.988,-2.167
14.992,-2.167
14.996,-2.027
15.000,-1.748
15.004,-1.403
15.008,-0.943
15.012,-0.393
15.016,0.180
15.020,0.662
15.024,1.008
15.028,1.188
15.032,1.192
15.036,1.052
15.040,0.372
15.044,-0.018
15.048,-0.573
15.052,-1.140
15.056,-1.635
15.060,-1.972
15.064,-2.152
15.068,-2.167
15.072,-2.013
15.076,-1.740
15.080,-1.393
15.084,-0.938
15.088,-0.383
15.092,0.188
15.096,0.667
15.100,1.018
15.104,1.188
15.108,1.192
15.112,1.050
15.116,0.760
15.120,-0.122
15.124,-0.593
15.128,-1.170
15.132,-1.653
15.136,-1.992
15.140,-2.172
15.144,-2.172
15.148,-2.022
15.152,-1.710
15.156,-1.377
15.160,-0.927
15.164,-0.380
15.168,0.210
15.172,0.677
15.176,1.025
15.180,1.208
15.184,1.210
15.188,1.058
15.192,0.782
15.196,0.430
15.200,-0.665
15.204,-1.137
15.208,-1.630
15.212,-1.970
15.216,-2.147
15.220,-2.152
15.224,-2.010
15.228,-1.745
15.232,-1.407
15.236,-0.945
15.240,-0.393
15.244,0.177
15.248,0.662
15.252,1.018
15.256,1.198
15.260,1.208
15.264,1.058
15.268,0.777
15.272,0.430
15.276,-0.030
15.280,-1.238
15.284,-1.657
15.288,-2.002
15.292,-2.180
15.296,-2.183
15.300,-2.042
15.304,-1.778
15.308,-1.425
15.312,-0.973
15.316,-0.415
15.320,0.158
15.324,0.627
15.328,0.988
15.332,1.167
15.336,1.177
15.340,1.028
15.344,0.752
15.348,0.417
15.352,-0.048
15.356,-0.593
15.360,-1.708
15.364,-1.982
15.368,-2.165
15.372,-2.152
15.376,-2.007
15.380,-1.722
15.384,-1.383
15.388,-0.922
15.392,-0.372
15.396,0.198
15.400,0.672
15.404,1.022
15.408,1.208
15.412,1.212
15.416,1.062
15.420,0.782
15.424,0.422
15.428,-0.030
15.432,-0.585
15.436,-1.167
15.440,-2.013
15.444,-2.150
15.448,-2.143
15.452,-1.990
15.456,-1.728
15.460,-1.375
15.464,-0.925
15.468,-0.378
15.472,0.193
15.476,0.672
15.480,1.012
15.484,1.188
15.488,1.188
15.492,1.022
15.496,0.748
15.500,0.405
15.504,-0.052
15.508,-0.608
15.512,-1.173
15.516,-1.653
15.520,-2.165
15.524,-2.140
15.528,-1.988
15.532,-1.725
15.536,-1.363
15.540,-0.907
15.544,-0.328
15.548,0.215
15.552,0.698
15.556,1.030
15.560,1.215
15.564,1.218
15.568,1.062
15.572,0.785
15.576,-0.113
15.580,-0.580
15.584,-1.153
15.588,-1.643
15.592,-1.978
15.596,-2.143
15.600,-1.948
15.604,-1.367
15.608,-0.907
15.612,-0.367
15.616,0.312
15.620,0.677
15.624,1.015
15.628,1.188
15.632,1.183
15.636,1.030
15.640,0.770
15.644,0.417
15.648,-0.048
15.652,-0.608
15.656,-1.167
15.660,-1.657
15.664,-1.988
15.668,-2.165
15.672,-2.160
15.676,-2.007
15.680,-1.323
15.684,-0.365
15.688,0.210
15.692,0.690
15.696,1.025
15.700,1.208
15.704,1.208
15.708,1.058
15.712,0.782
15.716,0.438
15.720,-0.018
15.724,-0.568
15.728,-1.147
15.732,-1.630
15.736,-1.970
15.740,-2.135
15.744,-2.132
15.748,-1.980
15.752,-1.712
15.756,-1.363
15.760,-0.253
15.764,0.212
15.768,0.688
15.772,1.022
15.776,1.198
15.780,1.190
15.784,1.032
15.788,0.752
15.792,0.395
15.796,-0.055
15.800,-0.618
15.804,-1.185
15.808,-1.667
15.812,-2.002
15.816,-2.178
15.820,-2.150
15.824,-1.988
15.828,-1.712
15.832,-1.350
15.836,-0.892
15.840,0.302
15.844,0.698
15.848,1.028
15.852,1.208
15.856,1.195
15.860,1.050
15.864,0.772
15.868,0.417
15.872,-0.045
15.876,-0.605
15.880,-1.175
15.884,-1.647
15.888,-1.980
15.892,-2.143
15.896,-2.132
15.900,-1.972
15.904,-1.698
15.908,-1.330
15.912,-0.863
15.916,-0.302
15.920,0.792
15.924,1.077
15.928,1.228
15.932,1.212
15.936,1.050
15.940,0.770
15.944,0.398
15.948,-0.070
15.952,-0.613
15.956,-1.175
15.960,-1.657
15.964,-1.982
15.968,-2.143
15.972,-2.127
15.976,-1.972
15.980,-1.698
15.984,-1.330
15.988,-0.870
15.992,-0.323
15.996,0.258
16.000,1.100
16.004,1.225
16.008,1.212
16.012,1.058
16.016,0.777
16.020,0.412
16.024,-0.060
16.028,-0.623
16.032,-1.192
16.036,-1.667
16.040,-1.992
16.044,-2.165
16.048,-2.147
16.052,-1.988
16.056,-1.712
16.060,-1.363
16.064,-0.897
16.068,-0.347
16.072,0.217
16.076,0.688
16.080,1.183
16.084,1.163
16.088,1.002
16.092,0.718
16.096,0.372
16.100,-0.090
16.104,-0.657
16.108,-1.218
16.112,-1.692
16.116,-2.013
16.120,-2.175
16.124,-2.152
16.128,-1.982
16.132,-1.702
16.136,-1.343
16.140,-0.870
16.144,-0.323
16.148,0.247
16.152,0.708
16.156,1.035
16.160,1.170
16.164,1.008
16.168,0.718
16.172,0.378
16.176,-0.095
16.180,-0.652
16.184,-1.212
16.188,-1.692
16.192,-2.018
16.196,-2.172
16.200,-2.152
16.204,-1.985
16.208,-1.702
16.212,-1.337
16.216,-0.863
16.220,-0.302
16.224,0.268
16.228,0.733
16.232,1.058
16.236,1.222
16.240,1.018
16.244,0.777
16.248,0.415
16.252,-0.052
16.256,-0.618
16.260,-1.188
16.264,-1.673
16.268,-2.013
16.272,-2.172
16.276,-2.163
16.280,-1.990
16.284,-1.712
16.288,-1.350
16.292,-0.892
16.296,-0.328
16.300,0.247
16.304,0.718
16.308,1.040
16.312,1.210
16.316,1.188
16.320,0.703
16.324,-0.068
16.328,-0.623
16.332,-1.883
16.336,-2.170
16.340,-2.147
16.344,-1.982
16.348,-1.702
16.352,-1.343
16.356,-0.882
16.360,-0.323
16.364,0.253
16.368,0.713
16.372,1.048
16.376,1.208
16.380,1.188
16.384,1.032
16.388,0.748
16.392,0.383
16.396,-0.092
16.400,-1.320
16.404,-1.702
16.408,-2.033
16.412,-2.208
16.416,-2.192
16.420,-2.027
16.424,-1.742
16.428,-1.383
16.432,-0.920
16.436,-0.367
16.440,0.207
16.444,0.672
16.448,1.008
16.452,1.175
16.456,1.167
16.460,1.008
16.464,0.728
16.468,0.372
16.472,-0.098
16.476,-0.655
16.480,-1.748
16.484,-2.013
16.488,-2.170
16.492,-2.160
16.496,-1.982
16.500,-1.702
16.504,-1.357
16.508,-0.868
16.512,-0.323
16.516,0.258
16.520,0.720
16.524,1.067
16.528,1.208
16.532,1.195
16.536,1.018
16.540,0.748
16.544,0.383
16.548,-0.095
16.552,-0.652
16.556,-1.208
16.560,-2.045
16.564,-2.138
16.568,-1.948
16.572,-1.690
16.576,-1.333
16.580,-0.848
16.584,-0.290
16.588,0.278
16.592,0.748
16.596,1.070
16.600,1.232
16.604,1.222
16.608,1.058
16.612,0.777
16.616,0.430
16.620,-0.058
16.624,-0.613
16.628,-1.180
16.632,-1.650
16.636,-1.972
16.640,-2.103
16.644,-1.962
16.648,-1.680
16.652,-1.327
16.656,-0.853
16.660,-0.307
16.664,0.237
16.668,0.708
16.672,1.028
16.676,1.192
16.680,1.183
16.684,1.028
16.688,0.733
16.692,0.390
16.696,-0.090
16.700,-0.652
16.704,-1.210
16.708,-1.688
16.712,-2.007
16.716,-2.165
16.720,-1.933
16.724,-1.688
16.728,-1.327
16.732,-0.833
16.736,-0.282
16.740,0.278
16.744,0.743
16.748,1.062
16.752,1.222
16.756,1.212
16.760,1.040
16.764,0.770
16.768,0.407
16.772,-0.072
16.776,-0.647
16.780,-1.190
16.784,-1.667
16.788,-1.988
16.792,-2.150
16.796,-2.138
16.800,-1.643
16.804,-1.337
16.808,-0.860
16.812,-0.302
16.816,0.258
16.820,0.715
16.824,1.038
16.828,1.192
16.832,1.167
16.836,0.998
16.840,0.715
16.844,0.352
16.848,-0.133
16.852,-0.693
16.856,-1.248
16.860,-1.712
16.864,-2.033
16.868,-2.183
16.872,-2.167
16.876,-1.992
16.880,-1.265
16.884,-0.297
16.888,0.265
16.892,0.720
16.896,1.030
16.900,1.188
16.904,1.167
16.908,0.993
16.912,0.713
16.916,0.352
16.920,-0.133
16.924,-0.693
16.928,-1.238
16.932,-1.708
16.936,-2.022
16.940,-2.172
16.944,-2.138
16.948,-1.968
16.952,-1.673
16.956,-1.302
16.960,-0.043
16.964,0.343
16.968,0.767
16.972,1.080
16.976,1.230
16.980,1.208
16.984,1.032
16.988,0.740
16.992,0.383
16.996,-0.100
17.000,-0.670
17.004,-1.218
17.008,-1.692
17.012,-2.013
17.016,-2.172
17.020,-2.150
17.024,-1.992
17.028,-1.702
17.032,-1.347
17.036,-0.870
17.040,0.343
17.044,0.718
17.048,1.058
17.052,1.220
17.056,1.208
17.060,1.038
17.064,0.757
17.068,0.407
17.072,-0.138
17.076,-0.685
17.080,-1.208
17.084,-1.667
17.088,-1.988
17.092,-2.143
17.096,-2.120
17.100,-1.905
17.104,-1.667
17.108,-1.308
17.112,-0.828
17.116,-0.270
17.120,0.792
17.124,1.052
17.128,1.192
17.132,1.167
17.136,0.998
17.140,0.728
17.144,0.370
17.148,-0.125
17.152,-0.685
17.156,-1.248
17.160,-1.708
17.164,-2.027
17.168,-2.178
17.172,-2.152
17.176,-1.980
17.180,-1.692
17.184,-1.323
17.188,-0.840
17.192,-0.268
17.196,0.290
17.200,1.107
17.204,1.228
17.208,1.205
17.212,1.030
17.216,0.748
17.220,0.388
17.224,-0.102
17.228,-0.667
17.232,-1.228
17.236,-1.698
17.240,-2.013
17.244,-2.163
17.248,-2.127
17.252,-1.948
17.256,-1.660
17.260,-1.295
17.264,-0.807
17.268,-0.242
17.272,0.338
17.276,0.790
17.280,1.252
17.284,1.188
17.288,1.030
17.292,0.743
17.296,0.275
17.300,-0.762
17.304,-1.238
17.308,-1.702
17.312,-2.020
17.316,-2.172
17.320,-2.143
17.324,-1.978
17.328,-1.690
17.332,-1.325
17.336,-0.830
17.340,-0.263
17.344,0.295
17.348,0.752
17.352,1.070
17.356,1.222
17.360,0.993
17.364,0.748
17.368,0.385
17.372,-0.100
17.376,-0.662
17.380,-1.220
17.384,-1.695
17.388,-2.013
17.392,-2.167
17.396,-2.140
17.400,-1.968
17.404,-1.670
17.408,-1.302
17.412,-0.820
17.416,-0.260
17.420,0.295
17.424,0.748
17.428,1.067
17.432,1.210
17.436,1.188
17.440,0.688
17.444,0.365
17.448,-0.723
17.452,-1.208
17.456,-1.690
17.460,-1.980
17.464,-2.127
17.468,-2.107
17.472,-1.940
17.476,-1.655
17.480,-1.090
17.484,-0.247
17.488,0.378
17.492,0.757
17.496,1.073
17.500,1.222
17.504,1.192
17.508,1.022
17.512,0.738
17.516,0.378
17.520,-0.772
17.524,-1.238
17.528,-1.705
17.532,-2.018
17.536,-2.163
17.540,-2.132
17.544,-1.962
17.548,-1.667
17.552,-1.300
17.556,-0.818
17.560,-0.242
17.564,0.312
17.568,0.772
17.572,1.097
17.576,1.248
17.580,1.218
17.584,1.048
17.588,0.757
17.592,0.398
17.596,-0.087
17.600,-1.312
17.604,-1.745
17.608,-2.013
17.612,-2.147
17.616,-2.120
17.620,-1.948
17.624,-1.653
17.628,-1.268
17.632,-0.802
17.636,-0.212
17.640,0.343
17.644,0.787
17.648,1.100
17.652,1.238
17.656,1.208
17.660,1.030
17.664,0.740
17.668,0.372
17.672,-0.113
17.676,-0.705
17.680,-1.788
17.684,-2.058
17.688,-2.163
17.692,-2.127
17.696,-1.938
17.700,-1.647
17.704,-1.260
17.708,-0.780
17.712,-0.193
17.716,0.367
17.720,0.818
17.724,1.113
17.728,1.248
17.732,1.212
17.736,1.032
17.740,0.743
17.744,0.380
17.748,-0.102
17.752,-0.688
17.756,-1.238
17.760,-2.055
17.764,-2.167
17.768,-2.130
17.772,-1.952
17.776,-1.663
17.780,-1.298
17.784,-0.810
17.788,-0.233
17.792,0.312
17.796,0.770
17.800,1.093
17.804,1.232
17.808,1.208
17.812,1.022
17.816,0.740
17.820,0.383
17.824,-0.107
17.828,-0.688
17.832,-1.222
17.836,-1.688
17.840,-2.160
17.844,-2.132
17.848,-1.962
17.852,-1.683
17.856,-1.312
17.860,-0.843
17.864,-0.255
17.868,0.275
17.872,0.718
17.876,1.022
17.880,1.167
17.884,1.137
17.888,0.958
17.892,0.688
17.896,0.338
17.900,-0.142
17.904,-0.713
17.908,-1.250
17.912,-1.702
17.916,-2.018
17.920,-2.112
17.924,-1.617
17.928,-1.292
17.932,-0.823
17.936,-0.258
17.940,0.287
17.944,0.730
17.948,1.052
17.952,1.173
17.956,1.117
17.960,0.955
17.964,0.688
17.968,0.312
17.972,-0.168
17.976,-0.738
17.980,-1.300
17.984,-1.742
17.988,-2.042
17.992,-2.178
17.996,-2.138
18.000,-1.613
18.004,-1.295
18.008,-0.818
18.012,-0.242
18.016,0.310
18.020,0.757
18.024,1.073
18.028,1.210
18.032,1.177
18.036,1.008
18.040,0.635
18.044,0.340
18.048,-0.138
18.052,-0.723
18.056,-1.260
18.060,-1.722
18.064,-2.025
18.068,-2.170
18.072,-2.138
18.076,-1.962
18.080,-1.208
18.084,-0.802
18.088,-0.217
18.092,0.340
18.096,0.787
18.100,1.095
18.104,1.230
18.108,1.192
18.112,1.020
18.116,0.738
18.120,0.370
18.124,-0.125
18.128,-0.703
18.132,-1.242
18.136,-1.708
18.140,-2.022
18.144,-2.165
18.148,-2.127
18.152,-1.952
18.156,-1.665
18.160,-0.713
18.164,0.380
18.168,0.767
18.172,1.070
18.176,1.212
18.180,1.173
18.184,0.983
18.188,0.688
18.192,0.312
18.196,-0.175
18.200,-0.748
18.204,-1.298
18.208,-1.738
18.212,-2.045
18.216,-2.178
18.220,-2.132
18.224,-1.948
18.228,-1.630
18.232,-1.285
18.236,-0.787
18.240,0.425
18.244,0.785
18.248,1.107
18.252,1.232
18.256,1.198
18.260,1.022
18.264,0.733
18.268,0.367
18.272,-0.113
18.276,-0.710
18.280,-1.250
18.284,-1.712
18.288,-2.022
18.292,-2.152
18.296,-2.138
18.300,-1.962
18.304,-1.673
18.308,-1.302
18.312,-0.818
18.316,-0.242
18.320,0.828
18.324,1.077
18.328,1.218
18.332,1.173
18.336,0.985
18.340,0.718
18.344,0.355
18.348,-0.133
18.352,-0.723
18.356,-1.258
18.360,-1.708
18.364,-2.022
18.368,-2.160
18.372,-2.125
18.376,-1.950
18.380,-1.663
18.384,-1.292
18.388,-0.802
18.392,-0.223
18.396,0.338
18.400,1.113
18.404,1.218
18.408,1.173
18.412,0.993
18.416,0.695
18.420,0.318
18.424,-0.163
18.428,-0.748
18.432,-1.312
18.436,-1.762
18.440,-2.058
18.444,-2.188
18.448,-2.152
18.452,-1.970
18.456,-1.667
18.460,-1.292
18.464,-0.782
18.468,-0.210
18.472,0.407
18.476,0.785
18.480,1.220
18.484,0.953
18.488,0.672
18.492,0.292
18.496,-0.163
18.500,-0.745
18.504,-1.292
18.508,-1.735
18.512,-2.027
18.516,-2.163
18.520,-2.112
18.524,-1.933
18.528,-1.633
18.532,-1.252
18.536,-0.772
18.540,-0.217
18.544,0.333
18.548,0.770
18.552,1.070
18.556,1.198
18.560,0.930
18.564,0.268
18.568,-0.188
18.572,-0.772
18.576,-1.327
18.580,-1.772
18.584,-2.058
18.588,-2.185
18.592,-2.145
18.596,-1.950
18.600,-1.660
18.604,-1.262
18.608,-0.745
18.612,-0.200
18.616,0.362
18.620,0.792
18.624,1.097
18.628,1.232
18.632,1.198
18.636,1.022
18.640,0.287
18.644,-0.128
18.648,-0.703
18.652,-1.268
18.656,-1.732
18.660,-2.033
18.664,-2.172
18.668,-2.132
18.672,-1.960
18.676,-1.657
18.680,-1.268
18.684,-0.782
18.688,-0.220
18.692,0.343
18.696,0.777
18.700,1.087
18.704,1.222
18.708,1.192
18.712,1.022
18.716,0.728
18.720,-0.228
18.724,-1.298
18.728,-1.732
18.732,-2.080
18.736,-2.188
18.740,-2.140
18.744,-1.972
18.748,-1.670
18.752,-1.300
18.756,-0.802
18.760,-0.223
18.764,0.352
18.768,0.782
18.772,1.087
18.776,1.228
18.780,1.175
18.784,0.938
18.788,0.688
18.792,0.343
18.796,-0.165
18.800,-1.377
18.804,-2.053
18.808,-2.183
18.812,-2.140
18.816,-1.968
18.820,-1.665
18.824,-1.292
18.828,-0.787
18.832,-0.215
18.836,0.355
18.840,0.787
18.844,1.090
18.848,1.218
18.852,1.177
18.856,0.993
18.860,0.698
18.864,0.312
18.868,-0.175
18.872,-0.762
18.876,-1.335
18.880,-2.103
18.884,-2.127
18.888,-1.952
18.892,-1.653
18.896,-1.255
18.900,-0.765
18.904,-0.193
18.908,0.372
18.912,0.823
18.916,1.107
18.920,1.248
18.924,1.195
18.928,1.008
18.932,0.705
18.936,0.340
18.940,-0.168
18.944,-0.738
18.948,-1.305
18.952,-1.745
18.956,-2.035
18.960,-2.107
18.964,-1.950
18.968,-1.657
18.972,-1.292
18.976,-0.807
18.980,-0.242
18.984,0.338
18.988,0.787
18.992,1.070
18.996,1.192
19.000,1.153
19.004,0.960
19.008,0.688
19.012,0.292
19.016,-0.177
19.020,-0.752
19.024,-1.325
19.028,-1.768
19.032,-2.055
19.036,-2.183
19.040,-1.897
19.044,-1.643
19.048,-1.242
19.052,-0.752
19.056,-0.182
19.060,0.378
19.064,0.797
19.068,1.097
19.072,1.228
19.076,1.180
19.080,0.985
19.084,0.682
19.088,0.302
19.092,-0.193
19.096,-0.772
19.100,-1.337
19.104,-1.780
19.108,-2.065
19.112,-2.183
19.116,-2.132
19.120,-1.573
19.124,-1.173
19.128,-0.713
19.132,-0.142
19.136,0.388
19.140,0.828
19.144,1.107
19.148,1.228
19.152,1.177
19.156,0.975
19.160,0.667
19.164,0.275
19.168,-0.217
19.172,-0.807
19.176,-1.365
19.180,-1.802
19.184,-2.100
19.188,-2.215
19.192,-2.163
19.196,-1.968
19.200,-1.188
19.204,-0.733
19.208,-0.087
19.212,0.815
19.216,1.090
19.220,1.210
19.224,1.155
19.228,0.960
19.232,0.675
19.236,0.300
19.240,-0.193
19.244,-0.762
19.248,-1.333
19.252,-1.770
19.256,-2.053
19.260,-2.165
19.264,-2.123
19.268,-1.938
19.272,-1.633
19.276,-1.248
19.280,-0.100
19.284,0.787
19.288,1.077
19.292,1.208
19.296,1.173
19.300,0.958
19.304,0.667
19.308,0.292
19.312,-0.203
19.316,-0.777
19.320,-1.343
19.324,-1.778
19.328,-2.065
19.332,-2.192
19.336,-2.143
19.340,-1.952
19.344,-1.657
19.348,-1.262
19.352,-0.762
19.356,-0.188
19.360,0.863
19.364,1.100
19.368,1.222
19.372,1.173
19.376,0.978
19.380,0.670
19.384,0.287
19.388,-0.207
19.392,-0.802
19.396,-1.353
19.400,-1.775
19.404,-2.058
19.408,-2.178
19.412,-2.135
19.416,-1.940
19.420,-1.647
19.424,-1.252
19.428,-0.762
19.432,-0.203
19.436,0.370
19.440,1.137
19.444,1.222
19.448,1.177
19.452,0.993
19.456,0.700
19.460,0.320
19.464,-0.177
19.468,-0.752
19.472,-1.327
19.476,-1.768
19.480,-2.053
19.484,-2.167
19.488,-2.107
19.492,-1.923
19.496,-1.617
19.500,-1.225
19.504,-0.733
19.508,-0.168
19.512,0.385
19.516,0.815
