Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
7.194,-1.732,3102
7.196,-1.522,3102
7.198,-1.188,3102
7.200,-0.323,3102
7.202,0.052,3102
7.204,0.450,3102
7.206,0.780,3121
7.208,1.002,3121
7.210,1.075,3121
7.212,1.008,3121
7.214,0.790,3121
7.216,0.463,3121
7.218,0.077,3121
7.220,-0.350,3121
7.222,-0.782,3121
7.224,-1.205,3121
7.226,-1.538,3114
7.228,-1.742,3114
7.230,-1.823,3114
7.232,-1.768,3114
7.234,-1.548,3114
7.236,-1.222,3114
7.238,-0.833,3114
7.240,0.107,3114
7.242,0.450,3114
7.244,0.792,3120
7.246,1.018,3120
7.248,1.093,3120
7.250,1.028,3120
7.252,0.818,3120
7.254,0.472,3120
7.256,0.092,3120
7.258,-0.333,3120
7.260,-0.772,3120
7.262,-1.188,3120
7.264,-1.538,3115
7.266,-1.748,3115
7.268,-1.843,3115
7.270,-1.775,3115
7.272,-1.567,3115
7.274,-1.230,3115
7.276,-0.843,3115
7.278,-0.417,3115
7.280,0.507,3115
7.282,0.777,3134
7.284,0.998,3134
7.286,1.067,3134
7.288,0.995,3134
7.290,0.782,3134
7.292,0.458,3134
7.294,0.065,3134
7.296,-0.372,3134
7.298,-0.812,3134
7.300,-1.228,3134
7.302,-1.567,3105
7.304,-1.772,3105
7.306,-1.847,3105
7.308,-1.780,3105
7.310,-1.570,3105
7.312,-1.238,3105
7.314,-0.848,3105
7.316,-0.422,3105
7.318,0.015,3105
7.320,0.787,3127
7.322,1.040,3127
7.324,0.980,3127
7.326,0.755,3127
7.328,0.432,3127
7.330,0.068,3127
7.332,-0.362,3127
7.334,-0.805,3127
7.336,-1.212,3127
7.338,-1.565,3123
7.340,-1.778,3123
7.342,-1.855,3123
7.344,-1.802,3123
7.346,-1.585,3123
7.348,-1.258,3123
7.350,-0.868,3123
7.352,-0.453,3123
7.354,-0.018,3123
7.356,0.398,3123
7.358,0.740,3127
7.360,1.058,3127
7.362,0.998,3127
7.364,0.787,3127
7.366,0.463,3127
7.368,0.070,3127
7.370,-0.362,3127
7.372,-0.802,3127
7.374,-1.205,3127
7.376,-1.538,3136
7.378,-1.742,3136
7.380,-1.823,3136
7.382,-1.748,3136
7.384,-1.550,3136
7.386,-1.228,3136
7.388,-0.845,3136
7.390,-0.422,3136
7.392,-0.005,3136
7.394,0.420,3136
7.396,0.752,3102
7.398,0.973,3102
7.400,0.955,3102
7.402,0.787,3102
7.404,0.468,3102
7.406,0.087,3102
7.408,-0.347,3102
7.410,-0.782,3102
7.412,-1.202,3102
7.414,-1.538,3148
7.416,-1.768,3148
7.418,-1.843,3148
7.420,-1.780,3148
7.422,-1.573,3148
7.424,-1.248,3148
7.426,-0.855,3148
7.428,-0.435,3148
7.430,-0.007,3148
7.432,0.412,3148
7.434,0.750,3138
7.436,0.958,3138
7.438,1.038,3138
7.440,0.713,3138
7.442,0.432,3138
7.444,0.058,3138
7.446,-0.372,3138
7.448,-0.802,3138
7.450,-1.202,3138
7.452,-1.540,3143
7.454,-1.768,3143
7.456,-1.847,3143
7.458,-1.780,3143
7.460,-1.567,3143
7.462,-1.238,3143
7.464,-0.853,3143
7.466,-0.432,3143
7.468,-0.007,3143
7.470,0.427,3143
7.472,0.757,3143
7.474,0.978,3143
7.476,1.058,3143
7.478,1.008,3143
7.480,0.432,3143
7.482,0.102,3143
7.484,-0.323,3143
7.486,-0.752,3143
7.488,-1.165,3143
7.490,-1.498,3115
7.492,-1.722,3115
7.494,-1.812,3115
7.496,-1.742,3115
7.498,-1.542,3115
7.500,-1.218,3115
7.502,-0.840,3115
7.504,-0.417,3115
7.506,0.022,3115
7.508,0.435,3115
7.510,0.772,3115
7.512,0.988,3115
7.514,1.065,3115
7.516,1.010,3115
7.518,0.797,3115
7.520,0.037,3115
7.522,-0.328,3115
7.524,-0.752,3115
7.526,-1.163,3115
7.528,-1.505,3125
7.530,-1.722,3125
7.532,-1.808,3125
7.534,-1.748,3125
7.536,-1.548,3125
7.538,-1.222,3125
7.540,-0.843,3125
7.542,-0.417,3125
7.544,0.022,3125
7.546,0.427,3125
7.548,0.767,3125
7.550,0.980,3125
7.552,1.060,3125
7.554,1.008,3125
7.556,0.790,3125
7.558,0.470,3125
7.560,-0.383,3125
7.562,-0.740,3125
7.564,-1.147,3125
7.566,-1.498,3125
7.568,-1.715,3119
7.570,-1.812,3119
7.572,-1.765,3119
7.574,-1.552,3119
7.576,-1.230,3119
7.578,-0.853,3119
7.580,-0.443,3119
7.582,-0.022,3119
7.584,0.398,3119
7.586,0.738,3119
7.588,0.943,3104
7.590,1.032,3104
7.592,0.973,3104
7.594,0.757,3104
7.596,0.438,3104
7.598,0.068,3104
7.600,-0.848,3104
7.602,-1.183,3104
7.604,-1.532,3104
7.606,-1.742,3113
7.608,-1.827,3113
7.610,-1.762,3113
7.612,-1.552,3113
7.614,-1.218,3113
7.616,-0.830,3113
7.618,-0.420,3113
7.620,-0.003,3113
7.622,0.420,3113
7.624,0.750,3113
7.626,0.958,3112
7.628,1.058,3112
7.630,0.995,3112
7.632,0.787,3112
7.634,0.468,3112
7.636,0.090,3112
7.638,-0.333,3112
7.640,-1.228,3112
7.642,-1.528,3112
7.644,-1.732,3101
7.646,-1.827,3101
7.648,-1.775,3101
7.650,-1.567,3101
7.652,-1.238,3101
7.654,-0.853,3101
7.656,-0.427,3101
7.658,-0.007,3101
7.660,0.422,3101
7.662,0.767,3101
7.664,0.988,3092
7.666,1.073,3092
7.668,1.022,3092
7.670,0.823,3092
7.672,0.502,3092
7.674,0.105,3092
7.676,-0.305,3092
7.678,-0.743,3092
7.680,-1.548,3109
7.682,-1.823,3109
7.684,-1.770,3109
7.686,-1.567,3109
7.688,-1.238,3109
7.690,-0.860,3109
7.692,-0.453,3109
7.694,-0.028,3109
7.696,0.388,3109
7.698,0.728,3109
7.700,0.948,3130
7.702,1.050,3130
7.704,0.995,3130
7.706,0.797,3130
7.708,0.495,3130
7.710,0.102,3130
7.712,-0.323,3130
7.714,-0.750,3130
7.716,-1.192,3130
7.718,-1.532,3130
7.720,-1.853,3102
7.722,-1.567,3102
7.724,-1.248,3102
7.726,-0.863,3102
7.728,-0.438,3102
7.730,-0.010,3102
7.732,0.417,3102
7.734,0.755,3102
7.736,0.980,3128
7.738,1.065,3128
7.740,1.012,3128
7.742,0.815,3128
7.744,0.502,3128
7.746,0.107,3128
7.748,-0.300,3128
7.750,-0.733,3128
7.752,-1.147,3128
7.754,-1.500,3128
7.756,-1.722,3111
7.758,-1.820,3111
7.760,-1.528,3111
7.762,-1.252,3111
7.764,-0.885,3111
7.766,-0.463,3111
7.768,-0.043,3111
7.770,0.378,3111
7.772,0.718,3111
7.774,0.943,3089
7.776,1.050,3089
7.778,0.988,3089
7.780,0.787,3089
7.782,0.468,3089
7.784,0.092,3089
7.786,-0.333,3089
7.788,-0.752,3089
7.790,-1.177,3089
7.792,-1.530,3089
7.794,-1.738,3127
7.796,-1.833,3127
7.798,-1.788,3127
7.800,-1.210,3127
7.802,-0.887,3127
7.804,-0.463,3127
7.806,-0.028,3127
7.808,0.398,3127
7.810,0.752,3127
7.812,0.985,3136
7.814,1.073,3136
7.816,1.025,3136
7.818,0.823,3136
7.820,0.505,3136
7.822,0.113,3136
7.824,-0.323,3136
7.826,-0.752,3136
7.828,-1.175,3136
7.830,-1.522,3136
7.832,-1.742,3128
7.834,-1.843,3128
7.836,-1.790,3128
7.838,-1.583,3128
7.840,-0.812,3128
7.842,-0.458,3128
7.844,-0.030,3128
7.846,0.407,3128
7.848,0.740,3128
7.850,0.953,3126
7.852,1.055,3126
7.854,1.008,3126
7.856,0.795,3126
7.858,0.472,3126
7.860,0.098,3126
7.862,-0.333,3126
7.864,-0.762,3126
7.866,-1.177,3126
7.868,-1.525,3126
7.870,-1.748,3137
7.872,-1.840,3137
7.874,-1.792,3137
7.876,-1.605,3137
7.878,-1.268,3137
7.880,-0.412,3137
7.882,-0.052,3137
7.884,0.380,3137
7.886,0.718,3137
7.888,0.948,3132
7.890,1.052,3132
7.892,0.998,3132
7.894,0.797,3132
7.896,0.495,3132
7.898,0.105,3132
7.900,-0.302,3132
7.902,-0.748,3132
7.904,-1.167,3132
7.906,-1.522,3132
7.908,-1.762,3128
7.910,-1.833,3128
7.912,-1.782,3128
7.914,-1.585,3128
7.916,-1.260,3128
7.918,-0.885,3128
7.920,0.037,3128
7.922,0.383,3128
7.924,0.730,3128
7.926,0.958,3136
7.928,1.058,3136
7.930,1.012,3136
7.932,0.818,3136
7.934,0.502,3136
7.936,0.107,3136
7.938,-0.328,3136
7.940,-0.752,3136
7.942,-1.180,3136
7.944,-1.535,3136
7.946,-1.765,3135
7.948,-1.857,3135
7.950,-1.808,3135
7.952,-1.610,3135
7.954,-1.290,3135
7.956,-0.887,3135
7.958,-0.463,3135
7.960,0.455,3135
7.962,0.740,3135
7.964,0.955,3121
7.966,1.058,3121
7.968,1.010,3121
7.970,0.820,3121
7.972,0.502,3121
7.974,0.117,3121
7.976,-0.300,3121
7.978,-0.738,3121
7.980,-1.147,3121
7.982,-1.492,3121
7.984,-1.710,3129
7.986,-1.817,3129
7.988,-1.772,3129
7.990,-1.570,3129
7.992,-1.252,3129
7.994,-0.863,3129
7.996,-0.435,3129
7.998,-0.018,3129
8.000,0.820,3129
8.002,1.005,3123
8.004,1.093,3123
8.006,1.048,3123
8.008,0.855,3123
8.010,0.540,3123
8.012,0.142,3123
8.014,-0.282,3123
8.016,-0.728,3123
8.018,-1.147,3123
8.020,-1.502,3123
8.022,-1.738,3144
8.024,-1.843,3144
8.026,-1.805,3144
8.028,-1.613,3144
8.030,-1.302,3144
8.032,-0.905,3144
8.034,-0.487,3144
8.036,-0.050,3144
8.038,0.380,3144
8.040,0.980,3132
8.042,1.008,3132
8.044,0.787,3132
8.046,0.525,3132
8.048,0.140,3132
8.050,-0.268,3132
8.052,-0.708,3132
8.054,-1.127,3132
8.056,-1.485,3132
8.058,-1.712,3091
8.060,-1.827,3091
8.062,-1.790,3091
8.064,-1.607,3091
8.066,-1.298,3091
8.068,-0.897,3091
8.070,-0.490,3091
8.072,-0.050,3091
8.074,0.383,3091
8.076,0.738,3091
8.078,0.975,3091
8.080,1.012,3110
8.082,0.472,3110
8.084,0.128,3110
8.086,-0.273,3110
8.088,-0.710,3110
8.090,-1.133,3110
8.092,-1.482,3110
8.094,-1.708,3110
8.096,-1.812,3119
8.098,-1.762,3119
8.100,-1.583,3119
8.102,-1.288,3119
8.104,-0.900,3119
8.106,-0.492,3119
8.108,-0.062,3119
8.110,0.380,3119
8.112,0.728,3119
8.114,0.950,3119
8.116,1.058,3119
8.118,1.018,3119
8.120,0.458,3119
8.122,0.142,3119
8.124,-0.263,3119
8.126,-0.693,3119
8.128,-1.100,3119
8.130,-1.452,3119
8.132,-1.683,3119
8.134,-1.785,3111
8.136,-1.745,3111
8.138,-1.577,3111
8.140,-1.288,3111
8.142,-0.900,3111
8.144,-0.492,3111
8.146,-0.065,3111
8.148,0.357,3111
8.150,0.710,3111
8.152,0.938,3111
8.154,1.050,3115
8.156,1.012,3115
8.158,0.833,3115
8.160,0.077,3115
8.162,-0.268,3115
8.164,-0.705,3115
8.166,-1.130,3115
8.168,-1.492,3115
8.170,-1.722,3115
8.172,-1.833,3100
8.174,-1.792,3100
8.176,-1.613,3100
8.178,-1.308,3100
8.180,-0.922,3100
8.182,-0.507,3100
8.184,-0.072,3100
8.186,0.343,3100
8.188,0.690,3100
8.190,0.915,3100
8.192,1.025,3104
8.194,0.988,3104
8.196,0.812,3104
8.198,0.505,3104
8.200,-0.367,3104
8.202,-0.730,3104
8.204,-1.143,3104
8.206,-1.498,3104
8.208,-1.728,3104
8.210,-1.827,3099
8.212,-1.782,3099
8.214,-1.603,3099
8.216,-1.288,3099
8.218,-0.892,3099
8.220,-0.465,3099
8.222,-0.048,3099
8.224,0.383,3099
8.226,0.730,3099
8.228,0.950,3099
8.230,1.052,3114
8.232,1.010,3114
8.234,0.828,3114
8.236,0.517,3114
8.238,0.138,3114
8.240,-0.782,3114
8.242,-1.137,3114
8.244,-1.492,3114
8.246,-1.718,3114
8.248,-1.823,3116
8.250,-1.782,3116
8.252,-1.610,3116
8.254,-1.305,3116
8.256,-0.907,3116
8.258,-0.497,3116
8.260,-0.058,3116
8.262,0.370,3116
8.264,0.728,3116
8.266,0.958,3116
8.268,1.075,3126
8.270,1.038,3126
8.272,0.858,3126
8.274,0.552,3126
8.276,0.172,3126
8.278,-0.253,3126
8.280,-1.185,3126
8.282,-1.498,3126
8.284,-1.732,3126
8.286,-1.827,3131
8.288,-1.782,3131
8.290,-1.585,3131
8.292,-1.290,3131
8.294,-0.887,3131
8.296,-0.453,3131
8.298,-0.028,3131
8.300,0.398,3131
8.302,0.757,3131
8.304,1.008,3131
8.306,1.100,3107
8.308,1.058,3107
8.310,0.860,3107
8.312,0.542,3107
8.314,0.142,3107
8.316,-0.282,3107
8.318,-0.728,3107
8.320,-1.552,3107
8.322,-1.732,3107
8.324,-1.843,3118
8.326,-1.790,3118
8.328,-1.607,3118
8.330,-1.292,3118
8.332,-0.892,3118
8.334,-0.485,3118
8.336,-0.050,3118
8.338,0.372,3118
8.340,0.715,3118
8.342,0.950,3118
8.344,1.055,3133
8.346,1.020,3133
8.348,0.845,3133
8.350,0.537,3133
8.352,0.152,3133
8.354,-0.263,3133
8.356,-0.703,3133
8.358,-1.127,3133
8.360,-1.748,3133
8.362,-1.843,3136
8.364,-1.812,3136
8.366,-1.630,3136
8.368,-1.335,3136
8.370,-0.938,3136
8.372,-0.532,3136
8.374,-0.098,3136
8.376,0.333,3136
8.378,0.703,3136
8.380,0.938,3136
8.382,1.040,3136
8.384,1.022,3136
8.386,0.845,3136
8.388,0.532,3136
8.390,0.147,3136
8.392,-0.263,3136
8.394,-0.705,3136
8.396,-1.133,3136
8.398,-1.498,3136
8.400,-1.853,3134
8.402,-1.627,3134
8.404,-1.333,3134
8.406,-0.945,3134
8.408,-0.540,3134
8.410,-0.107,3134
8.412,0.318,3134
8.414,0.688,3134
8.416,0.927,3134
8.418,1.038,3132
8.420,0.998,3132
8.422,0.823,3132
8.424,0.522,3132
8.426,0.133,3132
8.428,-0.287,3132
8.430,-0.723,3132
8.432,-1.143,3132
8.434,-1.502,3132
8.436,-1.740,3132
8.438,-1.843,3126
8.440,-1.583,3126
8.442,-1.333,3126
8.444,-0.940,3126
8.446,-0.527,3126
8.448,-0.092,3126
8.450,0.343,3126
8.452,0.708,3126
8.454,0.950,3126
8.456,1.062,3148
8.458,1.022,3148
8.460,0.850,3148
8.462,0.547,3148
8.464,0.177,3148
8.466,-0.247,3148
8.468,-0.682,3148
8.470,-1.103,3148
8.472,-1.470,3148
8.474,-1.700,3148
8.476,-1.817,3130
8.478,-1.790,3130
8.480,-1.232,3130
8.482,-0.912,3130
8.484,-0.497,3130
8.486,-0.043,3130
8.488,0.367,3130
8.490,0.718,3130
8.492,0.953,3130
8.494,1.060,3127
8.496,1.020,3127
8.498,0.828,3127
8.500,0.527,3127
8.502,0.140,3127
8.504,-0.273,3127
8.506,-0.713,3127
8.508,-1.143,3127
8.510,-1.502,3127
8.512,-1.740,3127
8.514,-1.853,3131
8.516,-1.817,3131
8.518,-1.647,3131
8.520,-0.885,3131
8.522,-0.532,3131
8.524,-0.095,3131
8.526,0.338,3131
8.528,0.703,3131
8.530,0.945,3131
8.532,1.062,3117
8.534,1.028,3117
8.536,0.853,3117
8.538,0.542,3117
8.540,0.158,3117
8.542,-0.260,3117
8.544,-0.698,3117
8.546,-1.135,3117
8.548,-1.498,3117
8.550,-1.742,3117
8.552,-1.860,3128
8.554,-1.845,3128
8.556,-1.667,3128
8.558,-1.373,3128
8.560,-0.497,3128
8.562,-0.135,3128
8.564,0.292,3128
8.566,0.657,3128
8.568,0.912,3128
8.570,1.030,3126
8.572,1.002,3126
8.574,0.830,3126
8.576,0.532,3126
8.578,0.152,3126
8.580,-0.260,3126
8.582,-0.698,3126
8.584,-1.123,3126
8.586,-1.485,3126
8.588,-1.712,3126
8.590,-1.823,3126
8.592,-1.792,3116
8.594,-1.617,3116
8.596,-1.312,3116
8.598,-0.927,3116
8.600,-0.020,3116
8.602,0.340,3116
8.604,0.698,3116
8.606,0.945,3116
8.608,1.058,3116
8.610,1.028,3113
8.612,0.845,3113
8.614,0.537,3113
8.616,0.147,3113
8.618,-0.263,3113
8.620,-0.703,3113
8.622,-1.127,3113
8.624,-1.482,3113
8.626,-1.708,3113
8.628,-1.827,3113
8.630,-1.790,3121
8.632,-1.607,3121
8.634,-1.308,3121
8.636,-0.912,3121
8.638,-0.507,3121
8.640,0.417,3121
8.642,0.975,3121
8.644,1.062,3121
8.646,1.028,3100
8.648,0.850,3100
8.650,0.552,3100
8.652,0.180,3100
8.654,-0.247,3100
8.656,-0.688,3100
8.658,-1.100,3100
8.660,-1.468,3100
8.662,-1.702,3100
8.664,-1.820,3100
8.666,-1.792,3120
8.668,-1.620,3120
8.670,-1.323,3120
8.672,-0.930,3120
8.674,-0.530,3120
8.676,-0.102,3120
8.678,0.312,3120
8.680,0.950,3120
8.682,1.052,3106
8.684,0.833,3106
8.686,0.547,3106
8.688,0.177,3106
8.690,-0.247,3106
8.692,-0.670,3106
8.694,-1.090,3106
8.696,-1.452,3106
8.698,-1.690,3106
8.700,-1.808,3106
8.702,-1.778,3120
8.704,-1.605,3120
8.706,-1.323,3120
8.708,-0.943,3120
8.710,-0.535,3120
8.712,-0.100,3120
8.714,0.318,3120
8.716,0.693,3120
8.718,0.940,3120
8.720,1.018,3124
8.722,0.573,3124
8.724,0.207,3124
8.726,-0.212,3124
8.728,-0.652,3124
8.730,-1.067,3124
8.732,-1.442,3124
8.734,-1.685,3124
8.736,-1.802,3124
8.738,-1.778,3111
8.740,-1.607,3111
8.742,-1.308,3111
8.744,-0.927,3111
8.746,-0.522,3111
8.748,-0.098,3111
8.750,0.338,3111
8.752,0.695,3111
8.754,0.940,3111
8.756,1.065,3111
8.758,1.048,3121
8.760,0.502,3121
8.762,0.212,3121
8.764,-0.255,3121
8.766,-0.650,3121
8.768,-1.067,3121
8.770,-1.440,3121
8.772,-1.685,3121
8.774,-1.800,3121
8.776,-1.782,3124
8.778,-1.613,3124
8.780,-1.323,3124
8.782,-0.930,3124
8.784,-0.522,3124
8.786,-0.095,3124
8.788,0.333,3124
8.790,0.698,3124
8.792,0.943,3124
8.794,1.067,3124
8.796,1.048,3132
8.798,0.877,3132
8.800,0.133,3132
8.802,-0.223,3132
8.804,-0.662,3132
8.806,-1.093,3132
8.808,-1.460,3132
8.810,-1.702,3132
8.812,-1.823,3132
8.814,-1.810,3140
8.816,-1.640,3140
8.818,-1.350,3140
8.820,-0.978,3140
8.822,-0.562,3140
8.824,-0.128,3140
8.826,0.292,3140
8.828,0.662,3140
8.830,0.912,3140
8.832,1.035,3140
8.834,1.022,3120
8.836,0.853,3120
8.838,0.557,3120
8.840,-0.328,3120
8.842,-0.685,3120
8.844,-1.105,3120
8.846,-1.482,3120
8.848,-1.725,3120
8.850,-1.840,3120
8.852,-1.812,3126
8.854,-1.630,3126
8.856,-1.337,3126
8.858,-0.940,3126
8.860,-0.527,3126
8.862,-0.098,3126
8.864,0.338,3126
8.866,0.703,3126
8.868,0.950,3126
8.870,1.067,3126
8.872,1.035,3136
8.874,0.868,3136
8.876,0.573,3136
8.878,0.193,3136
8.880,-0.723,3136
8.882,-1.093,3136
8.884,-1.462,3136
8.886,-1.698,3136
8.888,-1.820,3136
8.890,-1.802,3136
8.892,-1.633,3136
8.894,-1.343,3136
8.896,-0.968,3136
8.898,-0.542,3136
8.900,-0.107,3136
8.902,0.315,3136
8.904,0.688,3136
8.906,0.927,3136
8.908,1.048,3136
8.910,1.028,3120
8.912,0.858,3120
8.914,0.555,3120
8.916,0.185,3120
8.918,-0.230,3120
8.920,-1.147,3120
8.922,-1.448,3120
8.924,-1.690,3120
8.926,-1.808,3120
8.928,-1.782,3138
8.930,-1.617,3138
8.932,-1.330,3138
8.934,-0.940,3138
8.936,-0.530,3138
8.938,-0.092,3138
8.940,0.333,3138
8.942,0.698,3138
8.944,0.940,3138
8.946,1.065,3138
8.948,1.058,3120
8.950,0.875,3120
8.952,0.588,3120
8.954,0.215,3120
8.956,-0.212,3120
8.958,-0.650,3120
8.960,-1.502,3120
8.962,-1.698,3120
8.964,-1.823,3120
8.966,-1.808,3136
8.968,-1.633,3136
8.970,-1.345,3136
8.972,-0.965,3136
8.974,-0.545,3136
8.976,-0.107,3136
8.978,0.318,3136
8.980,0.700,3136
8.982,0.950,3136
8.984,1.087,3136
8.986,1.070,3098
8.988,0.900,3098
8.990,0.613,3098
8.992,0.237,3098
8.994,-0.177,3098
8.996,-0.608,3098
8.998,-1.045,3098
9.000,-1.698,3098
9.002,-1.792,3098
9.004,-1.768,3135
9.006,-1.298,3135
9.008,-0.830,3135
9.010,-0.463,3135
9.012,-0.062,3135
9.014,0.375,3135
9.016,0.738,3135
9.018,0.988,3135
9.020,1.103,3135
9.022,1.087,3158
9.024,0.905,3158
9.026,0.610,3158
9.028,0.233,3158
9.030,-0.188,3158
9.032,-0.647,3158
9.034,-1.060,3158
9.036,-1.455,3158
9.038,-1.710,3158
9.040,-1.788,3079
9.042,-1.373,3079
9.044,-0.990,3079
9.046,-0.575,3079
9.048,-0.133,3079
9.050,0.297,3079
9.052,0.672,3079
9.054,0.932,3079
9.056,1.067,3079
9.058,1.058,3129
9.060,0.890,3129
9.062,0.565,3129
9.064,0.212,3129
9.066,-0.210,3129
9.068,-0.650,3129
9.070,-1.073,3129
9.072,-1.462,3129
9.074,-1.732,3129
9.076,-1.857,3129
9.078,-1.853,3080
9.080,-1.337,3080
9.082,-1.015,3080
9.084,-0.603,3080
9.086,-0.163,3080
9.088,0.273,3080
9.090,0.662,3080
9.092,0.927,3080
9.094,1.067,3080
9.096,1.062,3080
9.098,0.907,3104
9.100,0.618,3104
9.102,0.258,3104
9.104,-0.168,3104
9.106,-0.593,3104
9.108,-1.030,3104
9.110,-1.410,3104
9.112,-1.670,3104
9.114,-1.808,3104
9.116,-1.790,3104
9.118,-1.633,3120
9.120,-0.873,3120
9.122,-0.552,3120
9.124,-0.107,3120
9.126,0.338,3120
9.128,0.677,3120
9.130,0.938,3120
9.132,1.070,3120
9.134,1.058,3120
9.136,0.892,3126
9.138,0.593,3126
9.140,0.223,3126
9.142,-0.193,3126
9.144,-0.642,3126
9.146,-1.067,3126
9.148,-1.455,3126
9.150,-1.702,3126
9.152,-1.833,3126
9.154,-1.823,3126
9.156,-1.663,3109
9.158,-1.370,3109
9.160,-0.520,3109
9.162,-0.160,3109
9.164,0.273,3109
9.166,0.662,3109
9.168,0.917,3109
9.170,1.058,3109
9.172,1.050,3109
9.174,0.895,3103
9.176,0.598,3103
9.178,0.230,3103
9.180,-0.182,3103
9.182,-0.618,3103
9.184,-1.048,3103
9.186,-1.420,3103
9.188,-1.688,3103
9.190,-1.810,3103
9.192,-1.790,3103
9.194,-1.643,3101
9.196,-1.345,3101
9.198,-0.983,3101
9.200,-0.062,3101
9.202,0.305,3101
9.204,0.688,3101
9.206,0.943,3101
9.208,1.077,3101
9.210,1.067,3101
9.212,0.902,3102
9.214,0.608,3102
9.216,0.237,3102
9.218,-0.177,3102
9.220,-0.613,3102
9.222,-1.048,3102
9.224,-1.417,3102
9.226,-1.673,3102
9.228,-1.812,3102
9.230,-1.810,3102
9.232,-1.643,3124
9.234,-1.347,3124
9.236,-0.980,3124
9.238,-0.568,3124
9.240,0.375,3124
9.242,0.958,3124
9.244,1.073,3124
9.246,1.038,3124
9.248,0.897,3132
9.250,0.613,3132
9.252,0.228,3132
9.254,-0.185,3132
9.256,-0.647,3132
9.258,-1.058,3132
9.260,-1.442,3132
9.262,-1.692,3132
9.264,-1.823,3132
9.266,-1.817,3132
9.268,-1.655,3116
9.270,-1.373,3116
9.272,-0.988,3116
9.274,-0.575,3116
9.276,-0.140,3116
9.278,0.290,3116
9.280,0.960,3116
9.282,1.062,3116
9.284,1.060,3116
9.286,0.897,3113
9.288,0.598,3113
9.290,0.220,3113
9.292,-0.193,3113
9.294,-0.650,3113
9.296,-1.073,3113
9.298,-1.460,3113
9.300,-1.712,3113
9.302,-1.843,3113
9.304,-1.823,3113
9.306,-1.660,3124
9.308,-1.365,3124
9.310,-0.985,3124
9.312,-0.573,3124
9.314,-0.133,3124
9.316,0.307,3124
9.318,0.700,3124
9.320,1.103,3124
9.322,0.907,3134
9.324,0.632,3134
9.326,0.268,3134
9.328,-0.147,3134
9.330,-0.580,3134
9.332,-1.015,3134
9.334,-1.390,3134
9.336,-1.655,3134
9.338,-1.785,3134
9.340,-1.792,3134
9.342,-1.643,3118
9.344,-1.353,3118
9.346,-0.983,3118
9.348,-0.578,3118
9.350,-0.147,3118
9.352,0.287,3118
9.354,0.667,3118
9.356,0.932,3118
9.358,1.067,3118
9.360,0.868,3140
9.362,0.237,3140
9.364,-0.175,3140
9.366,-0.610,3140
9.368,-1.048,3140
9.370,-1.440,3140
9.372,-1.698,3140
9.374,-1.827,3140
9.376,-1.825,3140
9.378,-1.683,3114
9.380,-1.397,3114
9.382,-1.030,3114
9.384,-0.615,3114
9.386,-0.180,3114
9.388,0.265,3114
9.390,0.652,3114
9.392,0.932,3114
9.394,1.073,3114
9.396,1.077,3114
9.398,0.930,3143
9.400,0.210,3143
9.402,-0.142,3143
9.404,-0.583,3143
9.406,-1.018,3143
9.408,-1.397,3143
9.410,-1.667,3143
9.412,-1.808,3143
9.414,-1.808,3143
9.416,-1.657,3148
9.418,-1.380,3148
9.420,-1.020,3148
9.422,-0.608,3148
9.424,-0.177,3148
9.426,0.255,3148
9.428,0.635,3148
9.430,0.907,3148
9.432,1.058,3148
9.434,1.062,3148
9.436,0.912,3138
9.438,0.618,3138
9.440,-0.220,3138
9.442,-0.583,3138
9.444,-1.012,3138
9.446,-1.413,3138
9.448,-1.657,3138
9.450,-1.792,3138
9.452,-1.790,3138
9.454,-1.633,3138
9.456,-1.355,3138
9.458,-0.978,3138
9.460,-0.583,3138
9.462,-0.147,3138
9.464,0.287,3138
9.466,0.667,3138
9.468,0.932,3138
9.470,1.070,3138
9.472,1.073,3138
9.474,0.907,3131
9.476,0.613,3131
9.478,0.253,3131
9.480,-0.700,3131
9.482,-1.062,3131
9.484,-1.452,3131
9.486,-1.712,3131
9.488,-1.853,3131
9.490,-1.843,3131
9.492,-1.688,3124
9.494,-1.393,3124
9.496,-1.018,3124
9.498,-0.593,3124
9.500,-0.163,3124
9.502,0.278,3124
9.504,0.667,3124
9.506,0.938,3124
9.508,1.062,3124
9.510,1.067,3124
9.512,0.907,3129
9.514,0.613,3129
9.516,0.247,3129
9.518,-0.175,3129
9.520,-1.103,3129
9.522,-1.415,3129
9.524,-1.688,3129
9.526,-1.817,3129
9.528,-1.805,3129
9.530,-1.653,3121
9.532,-1.367,3121
9.534,-0.993,3121
9.536,-0.580,3121
9.538,-0.142,3121
9.540,0.287,3121
9.542,0.672,3121
9.544,0.948,3121
9.546,1.090,3121
9.548,1.095,3121
9.550,0.940,3138
9.552,0.652,3138
9.554,0.270,3138
9.556,-0.163,3138
9.558,-0.588,3138
9.560,-1.472,3138
9.562,-1.690,3138
9.564,-1.823,3138
9.566,-1.817,3138
9.568,-1.663,3126
9.570,-1.375,3126
9.572,-1.002,3126
9.574,-0.583,3126
9.576,-0.168,3126
9.578,0.270,3126
9.580,0.657,3126
9.582,0.927,3126
9.584,1.060,3126
9.586,1.065,3126
9.588,0.912,3126
9.590,0.623,3110
9.592,0.250,3110
9.594,-0.168,3110
9.596,-0.608,3110
9.598,-1.032,3110
