Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
2.380,0.900,3115
2.382,1.038,3115
2.384,1.058,3115
2.386,0.907,3115
2.388,0.630,3115
2.390,0.268,3115
2.392,-0.145,3091
2.394,-0.583,3091
2.396,-1.012,3091
2.398,-1.393,3091
2.400,-1.810,3091
2.402,-1.808,3091
2.404,-1.663,3091
2.406,-1.393,3091
2.408,-1.042,3091
2.410,-0.642,3117
2.412,-0.210,3117
2.414,0.212,3117
2.416,0.593,3117
2.418,0.873,3117
2.420,1.018,3117
2.422,1.032,3117
2.424,0.892,3117
2.426,0.620,3117
2.428,0.263,3117
2.430,-0.163,3103
2.432,-0.575,3103
2.434,-1.008,3103
2.436,-1.380,3103
2.438,-1.657,3103
2.440,-1.792,3103
2.442,-1.663,3103
2.444,-1.403,3103
2.446,-1.028,3103
2.448,-0.623,3099
2.450,-0.193,3099
2.452,0.230,3099
2.454,0.608,3099
2.456,0.887,3099
2.458,1.015,3099
2.460,1.025,3099
2.462,0.892,3099
2.464,0.620,3099
2.466,0.258,3099
2.468,-0.142,3118
2.470,-0.573,3118
2.472,-0.988,3118
2.474,-1.377,3118
2.476,-1.647,3118
2.478,-1.802,3118
2.480,-1.633,3118
2.482,-1.393,3118
2.484,-1.035,3118
2.486,-0.642,3111
2.488,-0.207,3111
2.490,0.223,3111
2.492,0.608,3111
2.494,0.890,3111
2.496,1.038,3111
2.498,1.058,3111
2.500,0.912,3111
2.502,0.637,3111
2.504,0.270,3111
2.506,-0.138,3114
2.508,-0.578,3114
2.510,-1.012,3114
2.512,-1.417,3114
2.514,-1.683,3114
2.516,-1.827,3114
2.518,-1.853,3114
2.520,-1.367,3114
2.522,-1.050,3114
2.524,-0.657,3131
2.526,-0.212,3131
2.528,0.220,3131
2.530,0.598,3131
2.532,0.887,3131
2.534,1.030,3131
2.536,1.058,3131
2.538,0.912,3131
2.540,0.637,3131
2.542,0.285,3131
2.544,-0.125,3110
2.546,-0.573,3110
2.548,-1.002,3110
2.550,-1.393,3110
2.552,-1.670,3110
2.554,-1.820,3110
2.556,-1.843,3110
2.558,-1.702,3110
2.560,-1.015,3110
2.562,-0.672,3110
2.564,-0.233,3110
2.566,0.195,3110
2.568,0.583,3110
2.570,0.863,3110
2.572,1.018,3110
2.574,1.028,3110
2.576,0.877,3110
2.578,0.613,3110
2.580,0.253,3110
2.582,-0.165,3126
2.584,-0.603,3126
2.586,-1.018,3126
2.588,-1.407,3126
2.590,-1.688,3126
2.592,-1.827,3126
2.594,-1.843,3126
2.596,-1.692,3126
2.598,-1.417,3126
2.600,-0.578,3126
2.602,0.278,3126
2.604,0.623,3126
2.606,0.905,3126
2.608,1.052,3126
2.610,1.067,3126
2.612,0.917,3126
2.614,0.657,3126
2.616,0.287,3126
2.618,-0.128,3111
2.620,-0.573,3111
2.622,-0.993,3111
2.624,-1.380,3111
2.626,-1.663,3111
2.628,-1.810,3111
2.630,-1.823,3111
2.632,-1.688,3111
2.634,-1.417,3111
2.636,-1.055,3111
2.638,-0.650,3142
2.640,0.273,3142
2.642,0.637,3142
2.644,0.868,3142
2.646,1.008,3142
2.648,1.018,3142
2.650,0.887,3142
2.652,0.618,3142
2.654,0.260,3142
2.656,-0.160,3134
2.658,-0.603,3134
2.660,-1.022,3134
2.662,-1.407,3134
2.664,-1.688,3134
2.666,-1.833,3134
2.668,-1.847,3134
2.670,-1.705,3134
2.672,-1.445,3134
2.674,-1.070,3134
2.676,-0.665,3139
2.678,-0.228,3139
2.680,0.637,3139
2.682,0.870,3139
2.684,1.028,3139
2.686,1.038,3139
2.688,0.900,3139
2.690,0.632,3139
2.692,0.273,3139
2.694,-0.122,3136
2.696,-0.568,3136
2.698,-0.988,3136
2.700,-1.373,3136
2.702,-1.647,3136
2.704,-1.802,3136
2.706,-1.808,3136
2.708,-1.663,3136
2.710,-1.387,3136
2.712,-1.018,3136
2.714,-0.613,3138
2.716,-0.172,3138
2.718,0.250,3138
2.720,0.940,3138
2.722,1.058,3138
2.724,1.062,3138
2.726,0.912,3138
2.728,0.632,3138
2.730,0.263,3138
2.732,-0.163,3134
2.734,-0.598,3134
2.736,-1.028,3134
2.738,-1.413,3134
2.740,-1.690,3134
2.742,-1.827,3134
2.744,-1.845,3134
2.746,-1.702,3134
2.748,-1.425,3134
2.750,-1.055,3134
2.752,-0.652,3129
2.754,-0.217,3129
2.756,0.212,3129
2.758,0.598,3129
2.760,1.038,3129
2.762,1.048,3129
2.764,0.902,3129
2.766,0.630,3129
2.768,0.278,3129
2.770,-0.133,3126
2.772,-0.588,3126
2.774,-1.012,3126
2.776,-1.407,3126
2.778,-1.692,3126
2.780,-1.850,3126
2.782,-1.867,3126
2.784,-1.738,3126
2.786,-1.480,3126
2.788,-1.100,3126
2.790,-0.688,3117
2.792,-0.247,3117
2.794,0.195,3117
2.796,0.588,3117
2.798,0.892,3117
2.800,1.058,3117
2.802,0.935,3117
2.804,0.667,3117
2.806,0.302,3117
2.808,-0.107,3114
2.810,-0.568,3114
2.812,-0.993,3114
2.814,-1.383,3114
2.816,-1.663,3114
2.818,-1.815,3114
2.820,-1.830,3114
2.822,-1.698,3114
2.824,-1.423,3114
2.826,-1.058,3114
2.828,-0.662,3114
2.830,-0.228,3114
2.832,0.207,3114
2.834,0.588,3114
2.836,0.887,3114
2.838,1.038,3114
2.840,0.897,3114
2.842,0.670,3114
2.844,0.312,3114
2.846,-0.087,3133
2.848,-0.535,3133
2.850,-0.963,3133
2.852,-1.340,3133
2.854,-1.643,3133
2.856,-1.792,3133
2.858,-1.820,3133
2.860,-1.690,3133
2.862,-1.442,3133
2.864,-1.062,3133
2.866,-0.665,3133
2.868,-0.247,3113
2.870,0.205,3113
2.872,0.588,3113
2.874,0.868,3113
2.876,1.032,3113
2.878,1.050,3113
2.880,0.598,3113
2.882,0.228,3113
2.884,-0.282,3110
2.886,-1.010,3110
2.888,-1.370,3110
2.890,-1.647,3110
2.892,-1.802,3110
2.894,-1.815,3110
2.896,-1.650,3110
2.898,-1.413,3110
2.900,-1.048,3110
2.902,-0.647,3110
2.904,-0.217,3114
2.906,0.223,3114
2.908,0.590,3114
2.910,0.868,3114
2.912,1.020,3114
2.914,1.038,3114
2.916,0.897,3114
2.918,0.635,3114
2.920,-0.200,3105
2.922,-0.993,3105
2.924,-1.383,3105
2.926,-1.673,3105
2.928,-1.820,3105
2.930,-1.845,3105
2.932,-1.708,3105
2.934,-1.448,3105
2.936,-1.073,3105
2.938,-0.662,3105
2.940,-0.240,3125
2.942,0.207,3125
2.944,0.583,3125
2.946,0.868,3125
2.948,1.015,3125
2.950,1.032,3125
2.952,0.900,3125
2.954,0.627,3125
2.956,0.268,3125
2.958,-0.142,3125
2.960,-1.062,3108
2.962,-1.725,3108
2.964,-1.827,3108
2.966,-1.843,3108
2.968,-1.702,3108
2.970,-1.452,3108
2.972,-1.087,3108
2.974,-0.688,3108
2.976,-0.253,3106
2.978,0.190,3106
2.980,0.578,3106
2.982,0.865,3106
2.984,1.025,3106
2.986,1.048,3106
2.988,0.927,3106
2.990,0.667,3106
2.992,0.305,3106
2.994,-0.100,3106
2.996,-0.527,3124
2.998,-0.973,3124
3.000,-1.683,3124
3.002,-1.802,3124
3.004,-1.817,3124
3.006,-1.683,3124
3.008,-1.417,3124
3.010,-1.058,3124
3.012,-0.657,3124
3.014,-0.223,3098
3.016,0.212,3098
3.018,0.588,3098
3.020,0.882,3098
3.022,1.032,3098
3.024,1.058,3098
3.026,0.917,3098
3.028,0.665,3098
3.030,0.300,3098
3.032,-0.105,3098
3.034,-0.542,3115
3.036,-0.983,3115
3.038,-1.365,3115
3.040,-1.810,3115
3.042,-1.810,3115
3.044,-1.675,3115
3.046,-1.413,3115
3.048,-1.058,3115
3.050,-0.657,3115
3.052,-0.225,3120
3.054,0.220,3120
3.056,0.608,3120
3.058,0.892,3120
3.060,1.052,3120
3.062,1.073,3120
3.064,0.938,3120
3.066,0.667,3120
3.068,0.297,3120
3.070,-0.110,3120
3.072,-0.545,3121
3.074,-0.985,3121
3.076,-1.367,3121
3.078,-1.650,3121
3.080,-1.812,3121
3.082,-1.702,3121
3.084,-1.452,3121
3.086,-1.087,3121
3.088,-0.665,3121
3.090,-0.253,3118
3.092,0.198,3118
3.094,0.588,3118
3.096,0.885,3118
3.098,1.048,3118
3.100,1.073,3118
3.102,0.953,3118
3.104,0.700,3118
3.106,0.343,3118
3.108,-0.068,3118
3.110,-0.507,3130
3.112,-0.945,3130
3.114,-1.343,3130
3.116,-1.640,3130
3.118,-1.808,3130
3.120,-1.663,3130
3.122,-1.442,3130
3.124,-1.073,3130
3.126,-0.665,3130
3.128,-0.233,3155
3.130,0.212,3155
3.132,0.593,3155
3.134,0.887,3155
3.136,1.040,3155
3.138,1.065,3155
3.140,0.932,3155
3.142,0.672,3155
3.144,0.302,3155
3.146,-0.102,3155
3.148,-0.532,3119
3.150,-0.978,3119
3.152,-1.370,3119
3.154,-1.653,3119
3.156,-1.817,3119
3.158,-1.847,3119
3.160,-1.407,3119
3.162,-1.100,3119
3.164,-0.690,3119
3.166,-0.263,3145
3.168,0.182,3145
3.170,0.575,3145
3.172,0.868,3145
3.174,1.032,3145
3.176,1.067,3145
3.178,0.940,3145
3.180,0.677,3145
3.182,0.333,3145
3.184,-0.087,3145
3.186,-0.522,3120
3.188,-0.948,3120
3.190,-1.337,3120
3.192,-1.623,3120
3.194,-1.782,3120
3.196,-1.808,3120
3.198,-1.673,3120
3.200,-1.000,3120
3.202,-0.657,3120
3.204,-0.223,3133
3.206,0.212,3133
3.208,0.588,3133
3.210,0.873,3133
3.212,1.032,3133
3.214,1.058,3133
3.216,0.925,3133
3.218,0.665,3133
3.220,0.307,3133
3.222,-0.092,3133
3.224,-0.520,3117
3.226,-0.948,3117
3.228,-1.333,3117
3.230,-1.620,3117
3.232,-1.778,3117
3.234,-1.792,3117
3.236,-1.667,3117
3.238,-1.413,3117
3.240,-0.585,3117
3.242,-0.223,3120
3.244,0.212,3120
3.246,0.595,3120
3.248,0.887,3120
3.250,1.052,3120
3.252,1.077,3120
3.254,0.975,3120
3.256,0.718,3120
3.258,0.370,3120
3.260,-0.052,3120
3.262,-0.492,3120
3.264,-0.938,3120
3.266,-1.330,3120
3.268,-1.633,3120
3.270,-1.800,3120
3.272,-1.827,3120
3.274,-1.702,3120
3.276,-1.455,3120
3.278,-1.087,3120
3.280,0.287,3108
3.282,0.897,3108
3.284,1.073,3108
3.286,0.948,3108
3.288,0.698,3108
3.290,0.350,3108
3.292,-0.060,3108
3.294,-0.492,3130
3.296,-0.938,3130
3.298,-1.333,3130
3.300,-1.625,3130
3.302,-1.792,3130
3.304,-1.833,3130
3.306,-1.712,3130
3.308,-1.472,3130
3.310,-1.110,3130
3.312,-0.728,3130
3.314,-0.290,3105
3.316,0.142,3105
3.318,0.532,3105
3.320,1.010,3105
3.322,1.022,3105
3.324,0.902,3105
3.326,0.652,3105
3.328,0.117,3105
3.330,-0.713,3113
3.332,-1.367,3113
3.334,-1.647,3113
3.336,-1.808,3113
3.338,-1.830,3113
3.340,-1.710,3113
3.342,-1.465,3113
3.344,-1.103,3113
3.346,-0.695,3113
3.348,0.455,3116
3.350,0.897,3116
3.352,1.035,3116
3.354,1.070,3116
3.356,0.950,3116
3.358,0.708,3116
3.360,-0.113,3116
3.362,-0.482,3116
3.364,-0.915,3121
3.366,-1.663,3121
3.368,-1.800,3121
3.370,-1.827,3121
3.372,-1.708,3121
3.374,-1.465,3121
3.376,-1.105,3121
3.378,-0.705,3121
3.380,-0.287,3121
3.382,0.145,3130
3.384,0.542,3130
3.386,1.022,3130
3.388,0.660,3130
3.390,0.338,3130
3.392,-0.072,3130
3.394,-0.507,3130
3.396,-0.932,3115
3.398,-1.335,3115
3.400,-1.802,3115
3.402,-1.820,3115
3.404,-1.327,3127
3.406,-0.863,3139
3.408,-0.018,3121
3.410,0.557,3113
3.412,0.958,3113
3.414,1.067,3113
3.416,1.028,3147
3.418,0.838,3147
3.420,0.542,3147
3.422,0.152,3147
3.424,-0.258,3147
3.426,-0.685,3147
3.428,-1.107,3147
3.430,-1.480,3147
3.432,-1.702,3147
3.434,-1.810,3147
3.436,-1.778,3148
3.438,-1.605,3148
3.440,-0.853,3148
3.442,-0.507,3148
3.444,-0.068,3148
3.446,0.365,3148
3.448,0.730,3148
3.450,0.978,3148
3.452,1.087,3148
3.454,1.058,3104
3.456,0.868,3104
3.458,0.568,3104
3.460,0.172,3104
3.462,-0.258,3104
3.464,-0.708,3104
3.466,-1.135,3104
3.468,-1.502,3104
3.470,-1.738,3104
3.472,-1.847,3104
3.474,-1.815,3105
3.476,-1.630,3105
3.478,-1.337,3105
3.480,-0.487,3105
3.482,-0.022,3105
3.484,0.338,3105
3.486,0.677,3105
3.488,0.917,3105
3.490,1.048,3105
3.492,1.020,3105
3.494,0.828,3105
3.496,0.532,3105
3.498,0.172,3105
3.500,-0.247,3105
3.502,-0.682,3105
3.504,-1.093,3105
3.506,-1.458,3105
3.508,-1.698,3105
3.510,-1.808,3105
3.512,-1.782,3105
3.514,-1.613,3119
3.516,-1.312,3119
3.518,-0.927,3119
3.520,-0.013,3119
3.522,0.347,3119
3.524,0.700,3119
3.526,0.932,3119
3.528,1.055,3119
3.530,1.025,3119
3.532,0.848,3119
3.534,0.547,3119
3.536,0.177,3119
3.538,-0.247,3119
3.540,-0.695,3119
3.542,-1.123,3119
3.544,-1.488,3119
3.546,-1.728,3119
3.548,-1.845,3119
3.550,-1.812,3119
3.552,-1.640,3134
3.554,-1.327,3134
3.556,-0.935,3134
3.558,-0.525,3134
3.560,0.407,3134
3.562,0.705,3134
3.564,0.950,3134
3.566,1.073,3134
3.568,1.048,3134
3.570,0.865,3067
3.572,0.547,3067
3.574,0.182,3067
3.576,-0.253,3067
3.578,-0.695,3067
3.580,-1.110,3067
3.582,-1.488,3067
3.584,-1.708,3067
3.586,-1.817,3067
3.588,-1.788,3067
3.590,-1.607,3119
3.592,-1.292,3119
3.594,-0.907,3119
3.596,-0.492,3119
3.598,-0.052,3119
3.600,0.770,3119
3.602,1.005,3119
3.604,1.077,3119
3.606,1.040,3119
3.608,0.863,3115
3.610,0.542,3115
3.612,0.172,3115
3.614,-0.247,3115
3.616,-0.690,3115
3.618,-1.110,3115
3.620,-1.482,3115
3.622,-1.728,3115
3.624,-1.833,3115
3.626,-1.812,3115
3.628,-1.627,3102
3.630,-1.325,3102
3.632,-0.925,3102
3.634,-0.512,3102
3.636,-0.068,3102
3.638,0.367,3102
3.640,1.012,3102
3.642,1.090,3102
3.644,1.058,3102
3.646,0.873,3115
3.648,0.568,3115
3.650,0.193,3115
3.652,-0.217,3115
3.654,-0.657,3115
3.656,-1.085,3115
3.658,-1.458,3115
3.660,-1.690,3115
3.662,-1.805,3115
3.664,-1.778,3115
3.666,-1.603,3119
3.668,-1.288,3119
3.670,-0.897,3119
3.672,-0.487,3119
3.674,-0.055,3119
3.676,0.398,3119
3.678,0.733,3119
3.680,1.067,3119
3.682,1.028,3119
3.684,0.858,3124
3.686,0.540,3124
3.688,0.130,3124
3.690,-0.350,3124
3.692,-0.713,3124
3.694,-1.133,3124
3.696,-1.502,3124
3.698,-1.735,3124
3.700,-1.847,3124
3.702,-1.812,3124
3.704,-1.633,3106
3.706,-1.330,3106
3.708,-0.943,3106
3.710,-0.532,3106
3.712,-0.098,3106
3.714,0.340,3106
3.716,0.703,3106
3.718,0.953,3106
3.720,1.028,3106
3.722,0.868,3105
3.724,0.550,3105
3.726,0.182,3105
3.728,-0.242,3105
3.730,-0.682,3105
3.732,-1.103,3105
3.734,-1.468,3105
3.736,-1.710,3105
3.738,-1.827,3105
3.740,-1.802,3105
3.742,-1.625,3099
3.744,-1.323,3099
3.746,-0.938,3099
3.748,-0.527,3099
3.750,-0.092,3099
3.752,0.350,3099
3.754,0.713,3099
3.756,0.958,3099
3.758,1.077,3099
3.760,0.855,3139
3.762,0.185,3139
3.764,-0.217,3139
3.766,-0.657,3139
3.768,-1.087,3139
3.770,-1.462,3139
3.772,-1.732,3139
3.774,-1.823,3139
3.776,-1.800,3139
3.778,-1.620,3126
3.780,-1.323,3126
3.782,-0.932,3126
3.784,-0.522,3126
3.786,-0.083,3126
3.788,0.352,3126
3.790,0.718,3126
3.792,0.978,3126
3.794,1.087,3126
3.796,1.058,3126
3.798,0.877,3137
3.800,0.128,3137
3.802,-0.228,3137
3.804,-0.672,3137
3.806,-1.103,3137
3.808,-1.485,3137
3.810,-1.732,3137
3.812,-1.847,3137
3.814,-1.823,3137
3.816,-1.653,3136
3.818,-1.337,3136
3.820,-0.943,3136
3.822,-0.527,3136
3.824,-0.090,3136
3.826,0.350,3136
3.828,0.708,3136
3.830,0.958,3136
3.832,1.073,3136
3.834,1.048,3136
3.836,0.882,3124
3.838,0.573,3124
3.840,-0.287,3124
3.842,-0.657,3124
3.844,-1.075,3124
3.846,-1.448,3124
3.848,-1.692,3124
3.850,-1.812,3124
3.852,-1.788,3124
3.854,-1.620,3128
3.856,-1.333,3128
3.858,-0.948,3128
3.860,-0.542,3128
3.862,-0.102,3128
3.864,0.330,3128
3.866,0.698,3128
3.868,0.978,3128
3.870,1.077,3128
3.872,1.058,3128
3.874,0.895,3120
3.876,0.585,3120
3.878,0.217,3120
3.880,-0.705,3120
3.882,-1.103,3120
3.884,-1.458,3120
3.886,-1.692,3120
3.888,-1.808,3120
3.890,-1.788,3120
3.892,-1.623,3125
3.894,-1.337,3125
3.896,-0.968,3125
3.898,-0.562,3125
3.900,-0.130,3125
3.902,0.297,3125
3.904,0.660,3125
3.906,0.902,3125
3.908,1.022,3125
3.910,0.998,3125
3.912,0.833,3123
3.914,0.532,3123
3.916,0.152,3123
3.918,-0.242,3123
3.920,-1.163,3123
3.922,-1.462,3123
3.924,-1.702,3123
3.926,-1.823,3123
3.928,-1.810,3123
3.930,-1.633,3144
3.932,-1.343,3144
3.934,-0.973,3144
3.936,-0.562,3144
3.938,-0.128,3144
3.940,0.302,3144
3.942,0.670,3144
3.944,0.920,3144
3.946,1.052,3144
3.948,1.028,3144
3.950,0.858,3132
3.952,0.550,3132
3.954,0.185,3132
3.956,-0.220,3132
3.958,-0.652,3132
3.960,-1.500,3132
3.962,-1.692,3132
3.964,-1.812,3132
3.966,-1.792,3132
3.968,-1.633,3122
3.970,-1.340,3122
3.972,-0.975,3122
3.974,-0.562,3122
3.976,-0.135,3122
3.978,0.292,3122
3.980,0.657,3122
3.982,0.902,3122
3.984,1.020,3122
3.986,1.008,3122
3.988,0.848,3119
3.990,0.542,3119
3.992,0.172,3119
3.994,-0.245,3119
3.996,-0.682,3119
3.998,-1.087,3119
4.000,-1.742,3119
4.002,-1.782,3119
4.004,-1.607,3117
4.006,-1.323,3117
4.008,-0.963,3117
4.010,-0.542,3117
4.012,-0.113,3117
4.014,0.300,3117
4.016,0.672,3117
4.018,0.932,3117
4.020,1.062,3117
4.022,1.055,3117
4.024,0.892,3117
4.026,0.595,3121
4.028,0.223,3121
4.030,-0.190,3121
4.032,-0.642,3121
4.034,-1.067,3121
4.036,-1.448,3121
4.038,-1.700,3121
4.040,-1.808,3121
4.042,-1.643,3106
4.044,-0.938,3106
4.046,-0.532,3106
4.048,-0.100,3106
4.050,0.275,3106
4.052,0.635,3106
4.054,0.897,3106
4.056,1.025,3106
4.058,1.012,3106
4.060,0.848,3106
4.062,0.542,3136
4.064,0.175,3136
4.066,-0.230,3136
4.068,-0.652,3136
4.070,-1.073,3136
4.072,-1.460,3136
4.074,-1.690,3136
4.076,-1.808,3136
4.078,-1.780,3136
4.080,-1.250,3125
4.082,-0.527,3125
4.084,-0.100,3125
4.086,0.312,3125
4.088,0.698,3125
4.090,0.938,3125
4.092,1.060,3125
4.094,1.038,3125
4.096,0.868,3125
4.098,0.578,3109
4.100,0.193,3109
4.102,-0.223,3109
4.104,-0.665,3109
4.106,-1.093,3109
4.108,-1.472,3109
4.110,-1.722,3109
4.112,-1.847,3109
4.114,-1.823,3109
4.116,-1.655,3109
4.118,-1.363,3114
4.120,-0.497,3114
4.122,-0.130,3114
4.124,0.292,3114
4.126,0.667,3114
4.128,0.915,3114
4.130,1.032,3114
4.132,1.020,3114
4.134,0.858,3114
4.136,0.557,3108
4.138,0.177,3108
4.140,-0.240,3108
4.142,-0.662,3108
4.144,-1.093,3108
4.146,-1.462,3108
4.148,-1.708,3108
4.150,-1.825,3108
4.152,-1.805,3108
4.154,-1.643,3108
4.156,-1.340,3113
4.158,-0.963,3113
4.160,-0.060,3113
4.162,0.292,3113
4.164,0.665,3113
4.166,0.912,3113
4.168,1.040,3113
4.170,1.032,3113
4.172,0.870,3113
4.174,0.588,3121
4.176,0.217,3121
4.178,-0.185,3121
4.180,-0.618,3121
4.182,-1.048,3121
4.184,-1.415,3121
4.186,-1.673,3121
4.188,-1.812,3121
4.190,-1.808,3121
4.192,-1.647,3121
4.194,-1.363,3112
4.196,-0.973,3112
4.198,-0.568,3112
4.200,0.367,3112
4.202,0.715,3112
4.204,0.930,3112
4.206,1.048,3112
4.208,1.022,3112
4.210,0.865,3112
4.212,0.575,3123
4.214,0.193,3123
4.216,-0.212,3123
4.218,-0.652,3123
4.220,-1.073,3123
4.222,-1.460,3123
4.224,-1.712,3123
4.226,-1.847,3123
4.228,-1.845,3123
4.230,-1.688,3123
4.232,-1.393,3133
4.234,-1.012,3133
4.236,-0.603,3133
4.238,-0.172,3133
4.240,0.688,3133
4.242,0.910,3133
4.244,1.018,3133
4.246,0.998,3133
4.248,0.860,3133
4.250,0.580,3134
4.252,0.190,3134
4.254,-0.190,3134
4.256,-0.608,3134
4.258,-1.032,3134
4.260,-1.407,3134
4.262,-1.673,3134
4.264,-1.812,3134
4.266,-1.792,3134
4.268,-1.633,3134
4.270,-1.343,3131
4.272,-0.968,3131
4.274,-0.550,3131
4.276,-0.113,3131
4.278,0.307,3131
4.280,0.958,3131
4.282,1.065,3131
4.284,1.048,3131
4.286,0.877,3131
4.288,0.588,3134
4.290,0.205,3134
4.292,-0.207,3134
4.294,-0.623,3134
4.296,-1.048,3134
4.298,-1.423,3134
4.300,-1.688,3134
4.302,-1.812,3134
4.304,-1.802,3134
4.306,-1.645,3134
4.308,-1.347,3128
4.310,-0.973,3128
4.312,-0.562,3128
4.314,-0.128,3128
4.316,0.300,3128
4.318,0.672,3128
4.320,1.055,3128
4.322,1.022,3128
4.324,0.860,3128
4.326,0.588,3142
4.328,0.198,3142
4.330,-0.210,3142
4.332,-0.652,3142
4.334,-1.083,3142
4.336,-1.460,3142
4.338,-1.722,3142
4.340,-1.853,3142
4.342,-1.843,3142
4.344,-1.677,3142
4.346,-1.387,3124
4.348,-1.002,3124
4.350,-0.588,3124
4.352,-0.163,3124
4.354,0.278,3124
4.356,0.660,3124
4.358,0.915,3124
4.360,1.028,3124
4.362,0.890,3124
4.364,0.517,3132
4.366,-0.217,3132
4.368,-0.647,3132
4.370,-1.062,3132
4.372,-1.427,3132
4.374,-1.692,3132
4.376,-1.827,3132
4.378,-1.810,3132
4.380,-1.653,3132
4.382,-1.373,3134
4.384,-1.002,3134
4.386,-0.598,3134
4.388,-0.172,3134
4.390,0.263,3134
4.392,0.630,3134
4.394,0.895,3134
4.396,1.028,3134
4.398,1.028,3134
4.400,0.507,3128
4.402,-0.233,3128
4.404,-0.728,3128
4.406,-1.062,3128
4.408,-1.450,3128
4.410,-1.708,3128
4.412,-1.843,3128
4.414,-1.830,3128
4.416,-1.657,3128
4.418,-1.377,3131
4.420,-1.002,3131
4.422,-0.588,3131
4.424,-0.165,3131
4.426,0.268,3131
4.428,0.637,3131
4.430,0.902,3131
4.432,1.032,3131
4.434,1.030,3131
4.436,0.875,3131
4.438,0.598,3126
4.440,-0.263,3126
4.442,-0.608,3126
4.444,-1.060,3126
4.446,-1.413,3126
4.448,-1.665,3126
4.450,-1.792,3126
4.452,-1.795,3126
4.454,-1.640,3126
4.456,-1.347,3123
4.458,-0.985,3123
4.460,-0.580,3123
4.462,-0.147,3123
4.464,0.275,3123
4.466,0.655,3123
4.468,0.907,3123
4.470,1.048,3123
4.472,1.032,3123
4.474,0.887,3123
4.476,0.598,3128
4.478,0.223,3128
4.480,-0.693,3128
4.482,-1.452,3128
4.484,-1.698,3128
4.486,-1.827,3128
4.488,-1.827,3128
4.490,-1.667,3128
4.492,-1.387,3118
4.494,-1.018,3118
4.496,-0.613,3118
4.498,-0.193,3118
4.500,0.237,3118
4.502,0.618,3118
4.504,0.892,3118
4.506,1.028,3118
4.508,1.032,3118
4.510,0.897,3118
4.512,0.623,3129
4.514,0.253,3129
4.516,-0.163,3129
4.518,-0.583,3129
4.520,-1.452,3129
4.522,-1.692,3129
4.524,-1.792,3129
4.526,-1.785,3129
4.528,-1.627,3129
4.530,-1.353,3129
4.532,-0.990,3114
4.534,-0.573,3114
4.536,-0.163,3114
4.538,0.265,3114
4.540,0.637,3114
4.542,0.907,3114
4.544,1.052,3114
4.546,1.052,3114
4.548,0.897,3114
4.550,0.620,3114
4.552,0.253,3114
4.554,-0.170,3114
4.556,-0.605,3114
4.558,-1.045,3114
4.560,-1.708,3114
4.562,-1.812,3114
4.564,-1.812,3114
4.566,-1.657,3114
4.568,-1.383,3114
4.570,-1.008,3121
4.572,-0.590,3121
4.574,-0.177,3121
4.576,0.253,3121
4.578,0.620,3121
4.580,0.892,3121
4.582,1.028,3121
4.584,1.032,3121
4.586,0.892,3121
4.588,0.605,3121
4.590,0.247,3096
4.592,-0.180,3096
4.594,-0.613,3096
4.596,-1.035,3096
4.598,-1.423,3096
4.600,-1.840,3096
4.602,-1.823,3096
4.604,-1.670,3096
4.606,-1.390,3096
4.608,-1.020,3116
4.610,-0.593,3116
4.612,-0.172,3116
4.614,0.263,3116
4.616,0.632,3116
4.618,0.907,3116
4.620,1.048,3116
4.622,1.048,3116
4.624,0.892,3116
4.626,0.613,3116
4.628,0.250,3114
4.630,-0.163,3114
4.632,-0.583,3114
4.634,-1.010,3114
4.636,-1.387,3114
4.638,-1.663,3114
4.640,-1.792,3114
4.642,-1.615,3114
4.644,-1.375,3114
4.646,-1.008,3106
4.648,-0.562,3106
4.650,-0.182,3106
4.652,0.247,3106
4.654,0.618,3106
4.656,0.885,3106
4.658,1.018,3106
4.660,1.028,3106
4.662,0.873,3106
4.664,0.593,3106
4.666,0.237,3099
4.668,-0.182,3099
4.670,-0.595,3099
4.672,-1.022,3099
4.674,-1.407,3099
4.676,-1.665,3099
4.678,-1.812,3099
4.680,-1.633,3099
4.682,-1.405,3099
4.684,-1.038,3108
4.686,-0.623,3108
4.688,-0.207,3108
4.690,0.223,3108
4.692,0.608,3108
4.694,0.882,3108
4.696,1.030,3108
4.698,1.040,3108
4.700,0.902,3108
4.702,0.627,3108
4.704,0.263,3114
4.706,-0.147,3114
4.708,-0.573,3114
4.710,-1.008,3114
4.712,-1.383,3114
4.714,-1.657,3114
4.716,-1.788,3114
4.718,-1.792,3114
4.720,-1.327,3127
4.722,-0.578,3127
4.724,-0.190,3127
4.726,0.278,3127
4.728,0.623,3127
4.730,0.902,3127
4.732,1.058,3127
4.734,1.062,3127
4.736,0.927,3127
4.738,0.652,3127
4.740,0.278,3142
4.742,-0.133,3142
4.744,-0.562,3142
4.746,-0.993,3142
4.748,-1.377,3142
4.750,-1.657,3142
4.752,-1.802,3142
4.754,-1.812,3142
4.756,-1.667,3142
4.758,-1.403,3142
4.760,-0.570,3121
4.762,0.220,3121
4.764,0.593,3121
4.766,0.873,3121
4.768,1.020,3121
4.770,1.038,3121
4.772,0.902,3121
4.774,0.630,3121
4.776,0.278,3139
4.778,-0.130,3139
4.780,-0.552,3139
4.782,-0.983,3139
4.784,-1.373,3139
