Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
98.536,-1.482,3127
98.540,-1.905,3127
98.544,-2.188,3127
98.548,-2.283,3127
98.552,-2.192,3127
98.556,-1.923,3127
98.560,-0.887,3107
98.564,0.172,3107
98.568,0.675,3107
98.572,1.140,3107
98.576,1.427,3107
98.580,1.538,3107
98.584,1.452,3107
98.588,1.167,3107
98.592,0.752,3107
98.596,0.247,3107
98.600,-0.292,3127
98.604,-0.858,3127
98.608,-1.407,3127
98.612,-1.863,3127
98.616,-2.143,3127
98.620,-2.252,3127
98.624,-2.167,3127
98.628,-1.900,3127
98.632,-1.490,3127
98.636,-0.973,3127
98.640,0.228,3093
98.644,1.143,3093
98.648,1.417,3093
98.652,1.522,3093
98.656,1.430,3093
98.660,1.150,3093
98.664,0.728,3093
98.668,0.223,3093
98.672,-0.323,3105
98.676,-0.890,3105
98.680,-1.427,3105
98.684,-1.887,3105
98.688,-2.152,3105
98.692,-2.260,3105
98.696,-2.170,3105
98.700,-1.900,3105
98.704,-1.482,3105
98.708,-0.975,3105
98.712,-0.438,3113
98.716,0.133,3113
98.720,1.177,3113
98.724,1.413,3113
98.728,1.522,3113
98.732,1.435,3113
98.736,1.173,3113
98.740,0.743,3113
98.744,0.237,3113
98.748,-0.270,3114
98.752,-0.863,3114
98.756,-1.393,3114
98.760,-1.853,3114
98.764,-2.135,3114
98.768,-2.228,3114
98.772,-2.163,3114
98.776,-1.900,3114
98.780,-1.490,3114
98.784,-0.980,3114
98.788,-0.450,3105
98.792,0.128,3105
98.796,0.655,3105
98.800,1.400,3105
98.804,1.498,3105
98.808,1.407,3105
98.812,1.137,3105
98.816,0.713,3105
98.820,0.220,3105
98.824,-0.323,3098
98.828,-0.902,3098
98.832,-1.448,3098
98.836,-1.893,3098
98.840,-2.172,3098
98.844,-2.268,3098
98.848,-2.180,3098
98.852,-1.903,3098
98.856,-1.488,3098
98.860,-0.973,3098
98.864,-0.432,3123
98.868,0.135,3123
98.872,0.672,3123
98.876,1.133,3123
98.880,1.528,3123
98.884,1.433,3123
98.888,1.150,3123
98.892,0.730,3123
98.896,0.212,3123
98.900,-0.330,3127
98.904,-0.900,3127
98.908,-1.448,3127
98.912,-1.890,3127
98.916,-2.178,3127
98.920,-2.263,3127
98.924,-2.172,3127
98.928,-1.890,3127
98.932,-1.472,3127
98.936,-0.968,3127
98.940,-0.410,3128
98.944,0.147,3128
98.948,0.682,3128
98.952,1.135,3128
98.956,1.425,3128
98.960,1.417,3128
98.964,1.157,3128
98.968,0.757,3128
98.972,0.260,3128
98.976,-0.273,3123
98.980,-0.860,3123
98.984,-1.395,3123
98.988,-1.860,3123
98.992,-2.147,3123
98.996,-2.263,3123
99.000,-2.183,3123
99.004,-1.923,3123
99.008,-1.502,3123
99.012,-0.993,3123
99.016,-0.465,3133
99.020,0.100,3133
99.024,0.632,3133
99.028,1.095,3133
99.032,1.390,3133
99.036,1.508,3133
99.040,1.107,3133
99.044,0.708,3133
99.048,0.215,3133
99.052,-0.333,3123
99.056,-0.925,3123
99.060,-1.468,3123
99.064,-1.927,3123
99.068,-2.192,3123
99.072,-2.292,3123
99.076,-2.208,3123
99.080,-1.942,3123
99.084,-1.522,3123
99.088,-1.010,3123
99.092,-0.482,3151
99.096,0.100,3151
99.100,0.632,3151
99.104,1.100,3151
99.108,1.395,3151
99.112,1.510,3151
99.116,1.433,3151
99.120,0.662,3151
99.124,0.230,3151
99.128,-0.292,3152
99.132,-0.887,3152
99.136,-1.423,3152
99.140,-1.873,3152
99.144,-2.160,3152
99.148,-2.252,3152
99.152,-2.163,3152
99.156,-1.893,3152
99.160,-1.472,3152
99.164,-0.970,3152
99.168,-0.422,3147
99.172,0.140,3147
99.176,0.672,3147
99.180,1.113,3147
99.184,1.397,3147
99.188,1.495,3147
99.192,1.413,3147
99.196,1.133,3147
99.200,0.133,3147
99.204,-0.305,3136
99.208,-0.892,3136
99.212,-1.423,3136
99.216,-1.867,3136
99.220,-2.138,3136
99.224,-2.223,3136
99.228,-2.132,3136
99.232,-1.855,3136
99.236,-1.442,3136
99.240,-0.912,3136
99.244,-0.388,3121
99.248,0.177,3121
99.252,0.713,3121
99.256,1.165,3121
99.260,1.455,3121
99.264,1.552,3121
99.268,1.460,3121
99.272,1.177,3121
99.276,0.752,3121
99.280,-0.403,3132
99.284,-1.445,3132
99.288,-1.893,3132
99.292,-2.163,3132
99.296,-2.260,3132
99.300,-2.170,3132
99.304,-1.873,3132
99.308,-1.482,3132
99.312,-0.973,3132
99.316,-0.432,3139
99.320,0.130,3139
99.324,0.660,3139
99.328,1.107,3139
99.332,1.393,3139
99.336,1.498,3139
99.340,1.415,3139
99.344,1.140,3139
99.348,0.718,3139
99.352,0.223,3139
99.356,-0.320,3114
99.360,-1.577,3114
99.364,-1.890,3114
99.368,-2.167,3114
99.372,-2.260,3114
99.376,-2.172,3114
99.380,-1.893,3114
99.384,-1.488,3114
99.388,-0.973,3114
99.392,-0.432,3103
99.396,0.140,3103
99.400,0.665,3103
99.404,1.113,3103
99.408,1.410,3103
99.412,1.508,3103
99.416,1.423,3103
99.420,1.145,3103
99.424,0.718,3103
99.428,0.217,3103
99.432,-0.330,3124
99.436,-0.905,3124
99.440,-1.978,3124
99.444,-2.188,3124
99.448,-2.283,3124
99.452,-2.190,3124
99.456,-1.907,3124
99.460,-1.502,3124
99.464,-0.988,3124
99.468,-0.453,3124
99.472,0.113,3127
99.476,0.665,3127
99.480,1.103,3127
99.484,1.407,3127
99.488,1.508,3127
99.492,1.427,3127
99.496,1.153,3127
99.500,0.738,3127
99.504,0.233,3127
99.508,-0.297,3127
99.512,-0.863,3118
99.516,-1.423,3118
99.520,-2.170,3118
99.524,-2.245,3118
99.528,-2.150,3118
99.532,-1.890,3118
99.536,-1.480,3118
99.540,-0.973,3118
99.544,-0.432,3118
99.548,0.128,3111
99.552,0.688,3111
99.556,1.137,3111
99.560,1.420,3111
99.564,1.528,3111
99.568,1.433,3111
99.572,1.153,3111
99.576,0.743,3111
99.580,0.228,3111
99.584,-0.307,3111
99.588,-0.892,3114
99.592,-1.462,3114
99.596,-1.903,3114
99.600,-2.268,3114
99.604,-2.178,3114
99.608,-1.897,3114
99.612,-1.482,3114
99.616,-0.943,3114
99.620,-0.412,3114
99.624,0.155,3133
99.628,0.715,3133
99.632,1.173,3133
99.636,1.458,3133
99.640,1.550,3133
99.644,1.458,3133
99.648,1.173,3133
99.652,0.738,3133
99.656,0.223,3133
99.660,-0.325,3133
99.664,-0.885,3105
99.668,-1.450,3105
99.672,-1.887,3105
99.676,-2.167,3105
99.680,-2.143,3105
99.684,-1.925,3105
99.688,-1.505,3105
99.692,-0.970,3105
99.696,-0.455,3105
99.700,0.117,3103
99.704,0.693,3103
99.708,1.137,3103
99.712,1.423,3103
99.716,1.538,3103
99.720,1.435,3103
99.724,1.170,3103
99.728,0.745,3103
99.732,0.237,3103
99.736,-0.297,3103
99.740,-0.882,3114
99.744,-1.452,3114
99.748,-1.893,3114
99.752,-2.178,3114
99.756,-2.275,3114
99.760,-1.863,3114
99.764,-1.502,3114
99.768,-0.988,3114
99.772,-0.453,3114
99.776,0.107,3121
99.780,0.657,3121
99.784,1.097,3121
99.788,1.387,3121
99.792,1.492,3121
99.796,1.407,3121
99.800,1.135,3121
99.804,0.713,3121
99.808,0.212,3121
99.812,-0.323,3121
99.816,-0.885,3110
99.820,-1.448,3110
99.824,-1.883,3110
99.828,-2.167,3110
99.832,-2.268,3110
99.836,-2.172,3110
99.840,-1.413,3110
99.844,-0.983,3110
99.848,-0.453,3110
99.852,0.102,3112
99.856,0.657,3112
99.860,1.097,3112
99.864,1.387,3112
99.868,1.500,3112
99.872,1.415,3112
99.876,1.147,3112
99.880,0.728,3112
99.884,0.223,3112
99.888,-0.323,3112
99.892,-0.882,3108
99.896,-1.425,3108
99.900,-1.873,3108
99.904,-2.152,3108
99.908,-2.250,3108
99.912,-2.167,3108
99.916,-1.890,3108
99.920,-0.892,3108
99.924,-0.458,3108
99.928,0.100,3109
99.932,0.637,3109
99.936,1.090,3109
99.940,1.383,3109
99.944,1.488,3109
99.948,1.397,3109
99.952,1.137,3109
99.956,0.713,3109
99.960,0.212,3109
99.964,-0.333,3109
99.968,-0.885,3116
99.972,-1.442,3116
99.976,-1.867,3116
99.980,-2.143,3116
99.984,-2.248,3116
99.988,-2.163,3116
99.992,-1.893,3116
99.996,-1.475,3116
100.000,-0.347,3116
100.004,0.130,3130
100.008,0.693,3130
100.012,1.137,3130
100.016,1.423,3130
100.020,1.518,3130
100.024,1.433,3130
100.028,1.173,3130
100.032,0.745,3130
100.036,0.237,3130
100.040,-0.292,3130
100.044,-0.863,3107
100.048,-1.413,3107
100.052,-1.857,3107
100.056,-2.132,3107
100.060,-2.225,3107
100.064,-2.143,3107
100.068,-1.873,3107
100.072,-1.458,3107
100.076,-0.943,3107
100.080,0.217,3146
100.084,1.173,3146
100.088,1.417,3146
100.092,1.522,3146
100.096,1.433,3146
100.100,1.167,3146
100.104,0.740,3146
100.108,0.233,3146
100.112,-0.323,3146
100.116,-0.863,3112
100.120,-1.442,3112
100.124,-1.873,3112
100.128,-2.163,3112
100.132,-2.260,3112
100.136,-2.175,3112
100.140,-1.897,3112
100.144,-1.495,3112
100.148,-0.985,3112
100.152,-0.448,3112
100.156,0.113,3136
100.160,1.183,3136
100.164,1.397,3136
100.168,1.508,3136
100.172,1.427,3136
100.176,1.165,3136
100.180,0.745,3136
100.184,0.253,3136
100.188,-0.273,3136
100.192,-0.848,3134
100.196,-1.413,3134
100.200,-1.850,3134
100.204,-2.123,3134
100.208,-2.220,3134
100.212,-2.143,3134
100.216,-1.873,3134
100.220,-1.460,3134
100.224,-0.963,3134
100.228,-0.420,3134
100.232,0.145,3132
100.236,0.703,3132
100.240,1.468,3132
100.244,1.532,3132
100.248,1.458,3132
100.252,1.183,3132
100.256,0.757,3132
100.260,0.258,3132
100.264,-0.275,3132
100.268,-0.843,3124
100.272,-1.413,3124
100.276,-1.867,3124
100.280,-2.147,3124
100.284,-2.248,3124
100.288,-2.163,3124
100.292,-1.890,3124
100.296,-1.472,3124
100.300,-0.968,3124
100.304,-0.417,3124
100.308,0.147,3128
100.312,0.705,3128
100.316,1.153,3128
100.320,1.538,3128
100.324,1.452,3128
100.328,1.167,3128
100.332,0.738,3128
100.336,0.228,3128
100.340,-0.297,3128
100.344,-0.882,3126
100.348,-1.442,3126
100.352,-1.883,3126
100.356,-2.163,3126
100.360,-2.260,3126
100.364,-2.167,3126
100.368,-1.903,3126
100.372,-1.488,3126
100.376,-0.983,3126
100.380,-0.450,3126
100.384,0.113,3115
100.388,0.667,3115
100.392,1.107,3115
100.396,1.407,3115
100.400,1.387,3115
100.404,1.143,3115
100.408,0.733,3115
100.412,0.228,3115
100.416,-0.300,3115
100.420,-0.873,3110
100.424,-1.440,3110
100.428,-1.870,3110
100.432,-2.163,3110
100.436,-2.257,3110
100.440,-2.178,3110
100.444,-1.903,3110
100.448,-1.498,3110
100.452,-0.988,3110
100.456,-0.448,3110
100.460,0.117,3135
100.464,0.682,3135
100.468,1.133,3135
100.472,1.427,3135
100.476,1.530,3135
100.480,1.103,3135
100.484,0.740,3135
100.488,0.235,3135
100.492,-0.302,3135
100.496,-0.860,3119
100.500,-1.448,3119
100.504,-1.887,3119
100.508,-2.170,3119
100.512,-2.268,3119
100.516,-2.180,3119
100.520,-1.923,3119
100.524,-1.492,3119
100.528,-0.985,3119
100.532,-0.445,3119
100.536,0.113,3119
100.540,0.657,3136
100.544,1.113,3136
100.548,1.400,3136
100.552,1.508,3136
100.556,1.417,3136
100.560,0.632,3136
100.564,0.188,3136
100.568,-0.323,3136
100.572,-0.882,3136
100.576,-1.423,3107
100.580,-1.895,3107
100.584,-2.172,3107
100.588,-2.270,3107
100.592,-2.178,3107
100.596,-1.907,3107
100.600,-1.502,3107
100.604,-0.988,3107
100.608,-0.448,3107
100.612,0.107,3107
100.616,0.660,3112
100.620,1.113,3112
100.624,1.400,3112
100.628,1.502,3112
100.632,1.430,3112
100.636,1.153,3112
100.640,0.138,3112
100.644,-0.302,3112
100.648,-0.885,3112
100.652,-1.442,3108
100.656,-1.890,3108
100.660,-2.170,3108
100.664,-2.263,3108
100.668,-2.167,3108
100.672,-1.903,3108
100.676,-1.492,3108
100.680,-0.978,3108
100.684,-0.450,3108
100.688,0.113,3108
100.692,0.657,3092
100.696,1.113,3092
100.700,1.407,3092
100.704,1.512,3092
100.708,1.427,3092
100.712,1.167,3092
100.716,0.750,3092
100.720,-0.407,3092
100.724,-0.983,3094
100.728,-1.883,3094
100.732,-2.167,3094
100.736,-2.252,3094
100.740,-2.167,3094
100.744,-1.900,3094
100.748,-1.488,3094
100.752,-0.983,3094
100.756,-0.448,3094
100.760,0.105,3094
100.764,0.637,3131
100.768,1.103,3131
100.772,1.390,3131
100.776,1.495,3131
100.780,1.415,3131
100.784,1.137,3131
100.788,0.718,3131
100.792,0.220,3131
100.796,-0.323,3131
100.800,-1.538,3120
100.804,-2.185,3120
100.808,-2.272,3120
100.812,-2.178,3120
100.816,-1.907,3120
100.820,-1.498,3120
100.824,-0.988,3120
100.828,-0.448,3120
100.832,0.110,3120
100.836,0.662,3117
100.840,1.117,3117
100.844,1.407,3117
100.848,1.508,3117
100.852,1.417,3117
100.856,1.143,3117
100.860,0.733,3117
100.864,0.230,3117
100.868,-0.305,3117
100.872,-0.868,3117
100.876,-1.442,3109
100.880,-2.192,3109
100.884,-2.268,3109
100.888,-2.172,3109
100.892,-1.930,3109
100.896,-1.512,3109
100.900,-0.995,3109
100.904,-0.465,3109
100.908,0.090,3109
100.912,0.637,3129
100.916,1.105,3129
100.920,1.397,3129
100.924,1.500,3129
100.928,1.423,3129
100.932,1.147,3129
100.936,0.738,3129
100.940,0.233,3129
100.944,-0.292,3129
100.948,-0.858,3129
100.952,-1.410,3112
100.956,-1.867,3112
100.960,-2.248,3112
100.964,-2.150,3112
100.968,-1.903,3112
100.972,-1.490,3112
100.976,-0.973,3112
100.980,-0.435,3112
100.984,0.117,3112
100.988,0.657,3124
100.992,1.107,3124
100.996,1.387,3124
101.000,1.498,3124
101.004,1.407,3124
101.008,1.117,3124
101.012,0.700,3124
101.016,0.195,3124
101.020,-0.352,3124
101.024,-0.912,3124
101.028,-1.482,3136
101.032,-1.938,3136
101.036,-2.188,3136
101.040,-2.152,3136
101.044,-1.903,3136
101.048,-1.488,3136
101.052,-0.978,3136
101.056,-0.432,3136
101.060,0.133,3136
101.064,0.675,3141
101.068,1.140,3141
101.072,1.423,3141
101.076,1.532,3141
101.080,1.433,3141
101.084,1.153,3141
101.088,0.728,3141
101.092,0.217,3141
101.096,-0.323,3141
101.100,-0.887,3141
101.104,-1.448,3128
101.108,-1.893,3128
101.112,-2.172,3128
101.116,-2.268,3128
101.120,-1.812,3128
101.124,-1.502,3128
101.128,-0.963,3128
101.132,-0.432,3128
101.136,0.113,3128
101.140,0.657,3137
101.144,1.143,3137
101.148,1.413,3137
101.152,1.510,3137
101.156,1.420,3137
101.160,1.147,3137
101.164,0.718,3137
101.168,0.158,3137
101.172,-0.330,3137
101.176,-0.890,3137
101.180,-1.442,3138
101.184,-1.897,3138
101.188,-2.170,3138
101.192,-2.260,3138
101.196,-2.172,3138
101.200,-1.415,3138
101.204,-0.993,3138
101.208,-0.460,3138
101.212,0.100,3138
101.216,0.637,3148
101.220,1.100,3148
101.224,1.387,3148
101.228,1.492,3148
101.232,1.410,3148
101.236,1.137,3148
101.240,0.728,3148
101.244,0.190,3148
101.248,-0.302,3148
101.252,-0.870,3148
101.256,-1.417,3127
101.260,-1.883,3127
101.264,-2.172,3127
101.268,-2.263,3127
101.272,-2.180,3127
101.276,-1.927,3127
101.280,-0.910,3127
101.284,-0.463,3127
101.288,0.113,3127
101.292,0.667,3130
101.296,1.137,3130
101.300,1.423,3130
101.304,1.528,3130
101.308,1.452,3130
101.312,1.177,3130
101.316,0.750,3130
101.320,0.245,3130
101.324,-0.295,3130
101.328,-0.868,3130
101.332,-1.427,3138
101.336,-1.900,3138
101.340,-2.178,3138
101.344,-2.283,3138
101.348,-2.203,3138
101.352,-1.938,3138
101.356,-1.528,3138
101.360,-0.420,3138
101.364,0.117,3138
101.368,0.630,3138
101.372,1.097,3138
101.376,1.383,3138
101.380,1.498,3138
101.384,1.417,3138
101.388,1.143,3138
101.392,0.728,3138
101.396,0.233,3138
101.400,-0.302,3138
101.404,-0.863,3138
101.408,-1.413,3133
101.412,-1.867,3133
101.416,-2.132,3133
101.420,-2.217,3133
101.424,-2.135,3133
101.428,-1.863,3133
101.432,-1.468,3133
101.436,-0.963,3133
101.440,0.212,3133
101.444,0.665,3131
101.448,1.110,3131
101.452,1.397,3131
101.456,1.502,3131
101.460,1.417,3131
101.464,1.147,3131
101.468,0.718,3131
101.472,0.220,3131
101.476,-0.305,3131
101.480,-0.863,3131
101.484,-1.407,3140
101.488,-1.863,3140
101.492,-2.135,3140
101.496,-2.220,3140
101.500,-2.140,3140
101.504,-1.867,3140
101.508,-1.455,3140
101.512,-0.943,3140
101.516,-0.407,3140
101.520,0.757,3123
101.524,1.417,3123
101.528,1.528,3123
101.532,1.397,3123
101.536,1.150,3123
101.540,0.730,3123
101.544,0.193,3123
101.548,-0.302,3123
101.552,-0.897,3123
101.556,-1.460,3094
101.560,-1.903,3094
101.564,-2.167,3094
101.568,-2.270,3094
101.572,-2.188,3094
101.576,-1.933,3094
101.580,-1.508,3094
101.584,-0.993,3094
101.588,-0.460,3094
101.592,0.105,3094
101.596,0.657,3094
101.600,1.417,3095
101.604,1.387,3095
101.608,1.113,3095
101.612,0.718,3095
101.616,0.188,3095
101.620,-0.307,3095
101.624,-0.912,3095
101.628,-1.613,3123
101.632,-2.215,3123
101.636,-2.288,3123
101.640,-2.183,3123
101.644,-1.923,3123
101.648,-1.498,3123
101.652,-0.978,3123
101.656,-0.417,3123
101.660,0.142,3123
101.664,0.655,3123
101.668,1.100,3129
101.672,1.393,3129
101.676,1.498,3129
101.680,1.077,3129
101.684,0.733,3129
101.688,0.223,3129
101.692,-0.300,3129
101.696,-0.863,3129
101.700,-1.415,3129
101.704,-1.865,3109
101.708,-2.152,3109
101.712,-2.257,3109
101.716,-2.178,3109
101.720,-1.907,3109
101.724,-1.502,3109
101.728,-0.993,3109
101.732,-0.460,3109
101.736,0.095,3109
101.740,0.627,3109
101.744,1.077,3106
101.748,1.380,3106
101.752,1.482,3106
101.756,1.393,3106
101.760,0.618,3106
101.764,0.193,3106
101.768,-0.352,3106
101.772,-0.897,3106
101.776,-1.448,3106
101.780,-1.893,3113
101.784,-2.178,3113
101.788,-2.270,3113
101.792,-2.178,3113
101.796,-1.903,3113
101.800,-1.488,3113
101.804,-0.988,3113
101.808,-0.458,3113
101.812,0.102,3113
101.816,0.632,3113
101.820,1.090,3097
101.824,1.387,3097
101.828,1.498,3097
101.832,1.423,3097
101.836,1.153,3097
101.840,0.147,3097
101.844,-0.287,3097
101.848,-0.848,3097
101.852,-1.393,3097
101.856,-1.850,3118
101.860,-2.130,3118
101.864,-2.223,3118
101.868,-2.143,3118
101.872,-1.873,3118
101.876,-1.472,3118
101.880,-0.968,3118
101.884,-0.432,3118
101.888,0.117,3118
101.892,0.667,3118
101.896,1.113,3122
101.900,1.413,3122
101.904,1.528,3122
101.908,1.433,3122
101.912,1.157,3122
101.916,0.738,3122
101.920,-0.432,3122
101.924,-0.965,3122
101.928,-1.448,3122
101.932,-1.905,3118
101.936,-2.257,3118
101.940,-2.172,3118
101.944,-1.903,3118
101.948,-1.495,3118
101.952,-0.978,3118
101.956,-0.435,3118
101.960,0.128,3118
101.964,0.670,3118
101.968,1.113,3141
101.972,1.417,3141
101.976,1.515,3141
101.980,1.423,3141
101.984,1.153,3141
101.988,0.738,3141
101.992,0.233,3141
101.996,-0.292,3141
102.000,-1.502,3116
102.004,-2.172,3116
102.008,-2.260,3116
102.012,-2.178,3116
102.016,-1.907,3116
102.020,-1.498,3116
102.024,-0.990,3116
102.028,-0.453,3116
102.032,0.092,3116
102.036,0.623,3116
102.040,1.077,3121
102.044,1.385,3121
102.048,1.498,3121
102.052,1.413,3121
102.056,1.153,3121
102.060,0.735,3121
102.064,0.233,3121
102.068,-0.295,3121
102.072,-0.863,3121
102.076,-1.423,3121
102.080,-2.203,3130
102.084,-2.183,3130
102.088,-1.930,3130
102.092,-1.520,3130
102.096,-1.008,3130
102.100,-0.480,3130
102.104,0.098,3130
102.108,0.630,3130
102.112,1.093,3133
102.116,1.390,3133
102.120,1.492,3133
102.124,1.407,3133
102.128,1.117,3133
102.132,0.705,3133
102.136,0.195,3133
102.140,-0.343,3133
102.144,-0.907,3133
102.148,-1.462,3133
102.152,-1.923,3128
102.156,-2.188,3128
102.160,-2.150,3128
102.164,-1.920,3128
102.168,-1.495,3128
102.172,-0.983,3128
102.176,-0.448,3128
102.180,0.117,3128
102.184,0.667,3128
102.188,1.133,3124
102.192,1.413,3124
102.196,1.512,3124
102.200,1.427,3124
102.204,1.150,3124
102.208,0.738,3124
102.212,0.233,3124
102.216,-0.427,3124
102.220,-0.873,3124
102.224,-1.417,3124
102.228,-1.867,3135
102.232,-2.165,3135
102.236,-2.265,3135
102.240,-1.857,3135
102.244,-1.505,3135
102.248,-0.988,3135
102.252,-0.460,3135
102.256,0.102,3135
102.260,0.657,3135
102.264,1.107,3132
102.268,1.397,3132
102.272,1.500,3132
102.276,1.417,3132
102.280,1.143,3132
102.284,0.730,3132
102.288,0.230,3132
102.292,-0.302,3132
102.296,-0.882,3132
102.300,-1.442,3132
102.304,-1.890,3126
102.308,-2.178,3126
102.312,-2.283,3126
102.316,-2.192,3126
102.320,-1.440,3126
102.324,-0.963,3126
102.328,-0.458,3126
102.332,0.107,3126
102.336,0.662,3126
102.340,1.113,3138
102.344,1.413,3138
102.348,1.510,3138
102.352,1.427,3138
102.356,1.157,3138
102.360,0.735,3138
102.364,0.233,3138
102.368,-0.292,3138
102.372,-0.858,3138
102.376,-1.405,3138
102.380,-1.855,3140
102.384,-2.147,3140
102.388,-2.250,3140
102.392,-2.145,3140
102.396,-1.893,3140
102.400,-0.897,3140
102.404,-0.458,3140
102.408,0.098,3140
102.412,0.655,3140
102.416,1.095,3124
102.420,1.387,3124
102.424,1.500,3124
102.428,1.407,3124
102.432,1.133,3124
102.436,0.713,3124
102.440,0.217,3124
102.444,-0.323,3124
102.448,-0.887,3124
102.452,-1.445,3124
102.456,-1.887,3119
102.460,-2.163,3119
102.464,-2.268,3119
102.468,-2.180,3119
102.472,-1.923,3119
102.476,-1.502,3119
102.480,-0.343,3119
102.484,0.130,3119
102.488,0.688,3119
102.492,1.150,3118
102.496,1.433,3118
102.500,1.540,3118
102.504,1.458,3118
102.508,1.175,3118
102.512,0.745,3118
102.516,0.228,3118
102.520,-0.323,3118
102.524,-0.887,3118
102.528,-1.442,3118
102.532,-1.887,3129
102.536,-2.178,3129
102.540,-2.272,3129
102.544,-2.188,3129
102.548,-1.925,3129
102.552,-1.492,3129
102.556,-0.980,3129
102.560,0.215,3129
102.564,0.693,3129
102.568,1.117,3120
102.572,1.415,3120
102.576,1.505,3120
102.580,1.417,3120
102.584,1.143,3120
102.588,0.718,3120
102.592,0.212,3120
102.596,-0.333,3120
102.600,-0.892,3120
102.604,-1.448,3120
102.608,-1.893,3120
102.612,-2.180,3091
102.616,-2.288,3091
102.620,-2.208,3091
102.624,-1.942,3091
102.628,-1.522,3091
102.632,-1.010,3091
102.636,-0.458,3091
102.640,0.748,3091
102.644,1.137,3122
102.648,1.540,3122
102.652,1.450,3122
102.656,1.185,3122
102.660,0.767,3122
102.664,0.258,3122
102.668,-0.270,3122
102.672,-0.855,3122
102.676,-1.403,3122
102.680,-1.863,3122
102.684,-2.150,3108
102.688,-2.263,3108
102.692,-2.178,3108
102.696,-1.923,3108
102.700,-1.495,3108
102.704,-0.988,3108
102.708,-0.453,3108
102.712,0.110,3108
102.716,0.667,3108
102.720,1.430,3118
102.724,1.430,3118
102.728,1.167,3118
102.732,0.743,3118
102.736,0.247,3118
102.740,-0.295,3118
102.744,-0.868,3118
102.748,-1.420,3118
102.752,-1.887,3118
102.756,-2.180,3088
102.760,-2.292,3088
102.764,-2.212,3088
102.768,-1.950,3088
102.772,-1.508,3088
102.776,-1.032,3088
102.780,-0.497,3088
102.784,0.068,3088
102.788,0.613,3088
102.792,1.073,3088
102.796,1.417,3098
102.800,1.075,3098
102.804,0.733,3098
102.808,0.228,3098
102.812,-0.297,3098
102.816,-0.863,3098
102.820,-1.413,3098
102.824,-1.867,3098
102.828,-2.163,3110
102.832,-2.257,3110
102.836,-2.175,3110
102.840,-1.927,3110
102.844,-1.510,3110
102.848,-1.018,3110
102.852,-0.485,3110
102.856,0.092,3110
102.860,0.630,3110
102.864,1.100,3110
102.868,1.397,3118
102.872,1.508,3118
102.876,1.423,3118
102.880,0.613,3118
102.884,0.190,3118
102.888,-0.383,3118
102.892,-0.905,3118
102.896,-1.452,3118
102.900,-1.900,3118
102.904,-2.183,3122
102.908,-2.290,3122
102.912,-2.192,3122
102.916,-1.938,3122
102.920,-1.528,3122
102.924,-1.020,3122
102.928,-0.497,3122
102.932,0.068,3122
102.936,0.608,3122
102.940,1.052,3122
102.944,1.350,3108
102.948,1.462,3108
102.952,1.387,3108
102.956,1.113,3108
102.960,0.117,3108
102.964,-0.335,3108
102.968,-0.887,3108
102.972,-1.425,3108
102.976,-1.877,3108
102.980,-2.163,3108
102.984,-2.260,3108
102.988,-2.180,3108
102.992,-1.925,3108
102.996,-1.505,3108
103.000,-1.002,3108
103.004,-0.463,3108
103.008,0.090,3108
103.012,0.630,3108
103.016,1.095,3108
103.020,1.393,3121
103.024,1.498,3121
103.028,1.417,3121
103.032,1.143,3121
103.036,0.718,3121
103.040,-0.405,3121
103.044,-0.897,3121
103.048,-1.417,3121
103.052,-1.860,3121
103.056,-2.152,3120
103.060,-2.263,3120
103.064,-2.178,3120
103.068,-1.927,3120
103.072,-1.508,3120
103.076,-1.005,3120
103.080,-0.482,3120
103.084,0.077,3120
103.088,0.620,3120
103.092,1.077,3120
103.096,1.377,3121
103.100,1.482,3121
103.104,1.390,3121
103.108,1.110,3121
103.112,0.705,3121
103.116,0.212,3121
103.120,-0.973,3121
103.124,-1.423,3121
103.128,-1.873,3121
103.132,-2.163,3131
103.136,-2.263,3131
103.140,-2.175,3131
103.144,-1.907,3131
103.148,-1.498,3131
103.152,-0.988,3131
103.156,-0.463,3131
103.160,0.128,3131
103.164,0.627,3131
103.168,1.087,3131
103.172,1.377,3139
103.176,1.492,3139
103.180,1.417,3139
103.184,1.140,3139
103.188,0.743,3139
103.192,0.237,3139
103.196,-0.287,3139
103.200,-1.500,3139
103.204,-1.863,3139
103.208,-2.150,3139
103.212,-2.252,3139
103.216,-2.167,3139
103.220,-1.897,3139
103.224,-1.492,3139
103.228,-0.990,3139
103.232,-0.460,3139
103.236,0.098,3139
103.240,0.635,3139
103.244,1.097,3139
103.248,1.407,3087
103.252,1.512,3087
103.256,1.450,3087
103.260,1.183,3087
103.264,0.757,3087
103.268,0.258,3087
103.272,-0.268,3087
103.276,-0.840,3087
103.280,-1.927,3087
103.284,-2.143,3132
103.288,-2.268,3132
103.292,-2.205,3132
103.296,-1.952,3132
103.300,-1.540,3132
103.304,-1.030,3132
103.308,-0.497,3132
103.312,0.072,3132
103.316,0.623,3132
103.320,1.097,3132
103.324,1.397,3122
103.328,1.510,3122
103.332,1.450,3122
103.336,1.180,3122
103.340,0.767,3122
103.344,0.263,3122
103.348,-0.268,3122
103.352,-0.835,3122
103.356,-1.390,3122
103.360,-2.163,3127
103.364,-2.163,3127
