Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.145,-1.647,3134
0.146,-1.948,3134
0.147,-2.095,3116
0.148,-2.062,3116
0.149,-1.863,3116
0.150,-1.528,3116
0.151,-1.083,3116
0.152,-0.593,3116
0.153,-0.095,3116
0.154,0.398,3116
0.155,0.850,3116
0.156,1.155,3116
0.157,1.308,3130
0.158,1.298,3130
0.159,1.095,3130
0.160,0.258,3130
0.161,-0.185,3130
0.162,-0.667,3130
0.163,-1.163,3130
0.164,-1.617,3130
0.165,-1.923,3130
0.166,-2.058,3133
0.167,-2.033,3133
0.168,-1.853,3133
0.169,-1.520,3133
0.170,-1.067,3133
0.171,-0.588,3133
0.172,-0.095,3133
0.173,0.398,3133
0.174,0.838,3133
0.175,1.147,3133
0.176,1.298,3141
0.177,1.262,3141
0.178,1.067,3141
0.179,0.730,3141
0.180,-0.275,3141
0.181,-0.698,3141
0.182,-1.192,3141
0.183,-1.645,3141
0.184,-1.942,3141
0.185,-2.083,3129
0.186,-2.053,3129
0.187,-1.865,3129
0.188,-1.522,3129
0.189,-1.083,3129
0.190,-0.573,3129
0.191,-0.102,3129
0.192,0.390,3129
0.193,0.833,3129
0.194,1.147,3129
0.195,1.300,3130
0.196,1.035,3130
0.197,0.738,3130
0.198,0.302,3130
0.199,-0.180,3130
0.200,-1.248,3130
0.201,-1.623,3130
0.202,-1.933,3130
0.203,-2.062,3139
0.204,-2.053,3139
0.205,-1.857,3139
0.206,-1.525,3139
0.207,-1.073,3139
0.208,-0.593,3139
0.209,-0.098,3139
0.210,0.400,3139
0.211,0.858,3139
0.212,1.177,3139
0.213,1.343,3128
0.214,1.333,3128
0.215,1.137,3128
0.216,0.787,3128
0.217,0.355,3128
0.218,-0.133,3128
0.219,-0.652,3128
0.220,-1.665,3128
0.221,-1.933,3128
0.222,-2.060,3129
0.223,-2.050,3129
0.224,-1.865,3129
0.225,-1.528,3129
0.226,-1.073,3129
0.227,-0.588,3129
0.228,-0.092,3129
0.229,0.417,3129
0.230,0.868,3129
0.231,1.192,3129
0.232,1.360,3127
0.233,1.347,3127
0.234,1.150,3127
0.235,0.818,3127
0.236,0.372,3127
0.237,-0.113,3127
0.238,-0.623,3127
0.239,-1.137,3127
0.240,-1.948,3127
0.241,-2.062,3133
0.242,-2.058,3133
0.243,-1.873,3133
0.244,-1.542,3133
0.245,-1.103,3133
0.246,-0.623,3133
0.247,-0.133,3133
0.248,0.367,3133
0.249,0.818,3133
0.250,1.120,3133
0.251,1.295,3135
0.252,1.270,3135
0.253,1.095,3135
0.254,0.772,3135
0.255,0.343,3135
0.256,-0.140,3135
0.257,-0.647,3135
0.258,-1.140,3135
0.259,-1.585,3135
0.260,-2.065,3130
0.261,-1.867,3130
0.262,-1.542,3130
0.263,-1.097,3130
0.264,-0.613,3130
0.265,-0.107,3130
0.266,0.412,3130
0.267,0.868,3130
0.268,1.202,3130
0.269,1.370,3115
0.270,1.367,3115
0.271,1.177,3115
0.272,0.853,3115
0.273,0.407,3115
0.274,-0.072,3115
0.275,-0.583,3115
0.276,-1.097,3115
0.277,-1.555,3115
0.278,-1.887,3115
0.279,-2.058,3115
0.280,-1.857,3115
0.281,-1.127,3115
0.282,-0.657,3115
0.283,-0.147,3115
0.284,0.375,3115
0.285,0.792,3115
0.286,1.113,3115
0.287,1.295,3115
0.288,1.302,3123
0.289,1.110,3123
0.290,0.777,3123
0.291,0.362,3123
0.292,-0.115,3123
0.293,-0.623,3123
0.294,-1.130,3123
0.295,-1.577,3123
0.296,-1.893,3123
0.297,-2.055,3123
0.298,-2.058,3110
0.299,-1.873,3110
0.300,-1.055,3110
0.301,-0.618,3110
0.302,-0.145,3110
0.303,0.357,3110
0.304,0.812,3110
0.305,1.143,3110
0.306,1.305,3110
0.307,1.308,3126
0.308,1.103,3126
0.309,0.785,3126
0.310,0.357,3126
0.311,-0.133,3126
0.312,-0.645,3126
0.313,-1.137,3126
0.314,-1.603,3126
0.315,-1.923,3126
0.316,-2.087,3126
0.317,-2.092,3104
0.318,-1.907,3104
0.319,-1.580,3104
0.320,-0.578,3104
0.321,-0.168,3104
0.322,0.352,3104
0.323,0.818,3104
0.324,1.150,3104
0.325,1.337,3104
0.326,1.340,3114
0.327,1.153,3114
0.328,0.833,3114
0.329,0.395,3114
0.330,-0.087,3114
0.331,-0.588,3114
0.332,-1.100,3114
0.333,-1.562,3114
0.334,-1.900,3114
0.335,-2.065,3114
0.336,-2.087,3113
0.337,-1.927,3113
0.338,-1.613,3113
0.339,-1.173,3113
0.340,-0.107,3113
0.341,0.305,3113
0.342,0.767,3113
0.343,1.107,3113
0.344,1.278,3113
0.345,1.305,3110
0.346,1.117,3110
0.347,0.818,3110
0.348,0.388,3110
0.349,-0.098,3110
0.350,-0.593,3110
0.351,-1.100,3110
0.352,-1.552,3110
0.353,-1.945,3110
0.354,-2.058,3110
0.355,-2.062,3106
0.356,-1.877,3106
0.357,-1.565,3106
0.358,-1.127,3106
0.359,-0.650,3106
0.360,0.448,3106
0.361,0.823,3106
0.362,1.157,3106
0.363,1.337,3106
0.364,1.355,3124
0.365,1.173,3124
0.366,0.868,3124
0.367,0.448,3124
0.368,-0.048,3124
0.369,-0.547,3124
0.370,-1.065,3124
0.371,-1.538,3124
0.372,-1.885,3124
0.373,-2.062,3124
0.374,-2.090,3118
0.375,-1.910,3118
0.376,-1.610,3118
0.377,-1.177,3118
0.378,-0.693,3118
0.379,-0.182,3118
0.380,0.858,3118
0.381,1.173,3118
0.382,1.333,3118
0.383,1.347,3113
0.384,1.177,3113
0.385,0.863,3113
0.386,0.432,3113
0.387,-0.048,3113
0.388,-0.562,3113
0.389,-1.052,3113
0.390,-1.520,3113
0.391,-1.857,3113
0.392,-2.033,3113
0.393,-2.060,3110
0.394,-1.920,3110
0.395,-1.613,3110
0.396,-1.185,3110
0.397,-0.703,3110
0.398,-0.205,3110
0.399,0.307,3110
0.400,1.167,3110
0.401,1.310,3110
0.402,1.340,3128
0.403,1.167,3128
0.404,0.860,3128
0.405,0.438,3128
0.406,-0.052,3128
0.407,-0.542,3128
0.408,-1.048,3128
0.409,-1.522,3128
0.410,-1.863,3128
0.411,-2.038,3128
0.412,-2.067,3134
0.413,-1.907,3134
0.414,-1.610,3134
0.415,-1.183,3134
0.416,-0.708,3134
0.417,-0.215,3134
0.418,0.290,3134
0.419,0.743,3134
0.420,1.302,3134
0.421,1.308,3137
0.422,0.838,3137
0.423,0.427,3137
0.424,-0.052,3137
0.425,-0.547,3137
0.426,-1.048,3137
0.427,-1.502,3137
0.428,-1.847,3137
0.429,-2.018,3137
0.430,-2.047,3078
0.431,-1.890,3078
0.432,-1.603,3078
0.433,-1.177,3078
0.434,-0.703,3078
0.435,-0.217,3078
0.436,0.292,3078
0.437,0.752,3078
0.438,1.097,3078
0.439,1.302,3078
0.440,1.120,3147
0.441,0.415,3147
0.442,-0.055,3147
0.443,-0.547,3147
0.444,-1.058,3147
0.445,-1.515,3147
0.446,-1.860,3147
0.447,-2.038,3147
0.448,-2.058,3130
0.449,-1.907,3130
0.450,-1.613,3130
0.451,-1.183,3130
0.452,-0.708,3130
0.453,-0.212,3130
0.454,0.292,3130
0.455,0.760,3130
0.456,1.113,3130
0.457,1.312,3130
0.458,1.343,3137
0.459,1.183,3137
0.460,0.380,3137
0.461,-0.025,3137
0.462,-0.532,3137
0.463,-1.048,3137
0.464,-1.522,3137
0.465,-1.867,3137
0.466,-2.053,3137
0.467,-2.083,3131
0.468,-1.938,3131
0.469,-1.643,3131
0.470,-1.212,3131
0.471,-0.740,3131
0.472,-0.242,3131
0.473,0.263,3131
0.474,0.733,3131
0.475,1.097,3131
0.476,1.302,3131
0.477,1.343,3129
0.478,1.170,3129
0.479,0.935,3129
0.480,-0.033,3129
0.481,-0.453,3129
0.482,-0.910,3129
0.483,-1.482,3129
0.484,-1.860,3129
0.485,-2.038,3129
0.486,-2.103,3151
0.487,-1.968,3151
0.488,-1.683,3151
0.489,-1.255,3151
0.490,-0.780,3151
0.491,-0.282,3151
0.492,0.242,3151
0.493,0.710,3151
0.494,1.087,3151
0.495,1.300,3151
0.496,1.343,3131
0.497,1.188,3131
0.498,0.900,3131
0.499,0.492,3131
0.500,-0.570,3131
0.501,-1.010,3131
0.502,-1.488,3131
0.503,-1.850,3131
0.504,-2.045,3131
0.505,-2.098,3091
0.506,-1.970,3091
0.507,-1.690,3091
0.508,-1.262,3091
0.509,-0.785,3091
0.510,-0.297,3091
0.511,0.223,3091
0.512,0.695,3091
0.513,1.058,3091
0.514,1.262,3091
0.515,1.325,3101
0.516,1.167,3101
0.517,0.877,3101
0.518,0.468,3101
0.519,-0.007,3101
0.520,-1.083,3101
0.521,-1.472,3101
0.522,-1.827,3101
0.523,-2.027,3101
0.524,-2.067,3119
0.525,-1.948,3119
0.526,-1.663,3119
0.527,-1.235,3119
0.528,-0.765,3119
0.529,-0.268,3119
0.530,0.233,3119
0.531,0.713,3119
0.532,1.073,3119
0.533,1.300,3119
0.534,1.347,3119
0.535,1.195,3106
0.536,0.905,3106
0.537,0.502,3106
0.538,0.030,3106
0.539,-0.482,3106
0.540,-1.558,3106
0.541,-1.853,3106
0.542,-2.038,3106
0.543,-2.100,3106
0.544,-1.980,3119
0.545,-1.692,3119
0.546,-1.288,3119
0.547,-0.812,3119
0.548,-0.320,3119
0.549,0.207,3119
0.550,0.682,3119
0.551,1.058,3119
0.552,1.268,3119
0.553,1.343,3119
0.554,1.208,3119
0.555,0.912,3119
0.556,0.510,3119
0.557,0.037,3119
0.558,-0.465,3119
0.559,-0.985,3119
0.560,-1.867,3119
0.561,-2.020,3119
0.562,-2.085,3119
0.563,-1.952,3117
0.564,-1.663,3117
0.565,-1.252,3117
0.566,-0.782,3117
0.567,-0.292,3117
0.568,0.217,3117
0.569,0.698,3117
0.570,1.060,3117
0.571,1.262,3117
0.572,1.323,3117
0.573,1.183,3117
0.574,0.897,3117
0.575,0.455,3117
0.576,0.025,3117
0.577,-0.490,3117
0.578,-1.002,3117
0.579,-1.470,3117
0.580,-2.060,3117
0.581,-2.098,3117
0.582,-1.952,3108
0.583,-1.663,3108
0.584,-1.252,3108
0.585,-0.777,3108
0.586,-0.287,3108
0.587,0.233,3108
0.588,0.710,3108
0.589,1.097,3108
0.590,1.317,3108
0.591,1.373,3108
0.592,1.238,3133
0.593,0.945,3133
0.594,0.542,3133
0.595,0.068,3133
0.596,-0.445,3133
0.597,-0.970,3133
0.598,-1.448,3133
0.599,-1.827,3133
0.600,-2.103,3110
0.601,-1.708,3110
0.602,-1.310,3110
0.603,-0.830,3110
0.604,-0.335,3110
0.605,0.180,3110
0.606,0.655,3110
0.607,1.028,3110
0.608,1.250,3110
0.609,1.333,3110
0.610,1.212,3120
0.611,0.938,3120
0.612,0.542,3120
0.613,0.087,3120
0.614,-0.417,3120
0.615,-0.927,3120
0.616,-1.395,3120
0.617,-1.780,3120
0.618,-1.990,3120
0.619,-2.058,3120
0.620,-1.640,3112
0.621,-0.815,3112
0.622,-0.335,3112
0.623,0.188,3112
0.624,0.667,3112
0.625,1.060,3112
0.626,1.298,3112
0.627,1.355,3112
0.628,1.230,3111
0.629,0.950,3111
0.630,0.565,3111
0.631,0.087,3111
0.632,-0.412,3111
0.633,-0.922,3111
0.634,-1.407,3111
0.635,-1.795,3111
0.636,-2.018,3111
0.637,-2.087,3111
0.638,-1.980,3118
0.639,-1.712,3118
0.640,-0.772,3118
0.641,-0.367,3118
0.642,0.155,3118
0.643,0.630,3118
0.644,1.028,3118
0.645,1.252,3118
0.646,1.340,3118
0.647,1.228,3127
0.648,0.950,3127
0.649,0.565,3127
0.650,0.095,3127
0.651,-0.403,3127
0.652,-0.910,3127
0.653,-1.393,3127
0.654,-1.780,3127
0.655,-2.010,3127
0.656,-2.087,3127
0.657,-1.978,3141
0.658,-1.708,3141
0.659,-1.325,3141
0.660,-0.268,3141
0.661,0.177,3141
0.662,0.627,3141
0.663,1.022,3141
0.664,1.235,3141
0.665,1.327,3141
0.666,1.208,3127
0.667,0.930,3127
0.668,0.537,3127
0.669,0.072,3127
0.670,-0.420,3127
0.671,-0.963,3127
0.672,-1.413,3127
0.673,-1.812,3127
0.674,-2.033,3127
0.675,-2.107,3127
0.676,-2.005,3134
0.677,-1.728,3134
0.678,-1.350,3134
0.679,-0.868,3134
0.680,0.233,3134
0.681,0.675,3134
0.682,1.038,3134
0.683,1.272,3134
0.684,1.377,3134
0.685,1.265,3136
0.686,1.002,3136
0.687,0.610,3136
0.688,0.142,3136
0.689,-0.362,3136
0.690,-0.870,3136
0.691,-1.375,3136
0.692,-1.768,3136
0.693,-2.007,3136
0.694,-2.095,3136
0.695,-1.992,3152
0.696,-1.738,3152
0.697,-1.353,3152
0.698,-0.887,3152
0.699,-0.407,3152
0.700,0.665,3152
0.701,1.008,3152
0.702,1.232,3152
0.703,1.327,3152
0.704,1.238,3131
0.705,0.973,3131
0.706,0.583,3131
0.707,0.128,3131
0.708,-0.372,3131
0.709,-0.870,3131
0.710,-1.347,3131
0.711,-1.762,3131
0.712,-1.990,3131
0.713,-2.083,3131
0.714,-1.982,3129
0.715,-1.728,3129
0.716,-1.347,3129
0.717,-0.887,3129
0.718,-0.395,3129
0.719,0.113,3129
0.720,1.032,3129
0.721,1.228,3129
0.722,1.323,3129
0.723,1.192,3144
0.724,0.953,3144
0.725,0.568,3144
0.726,0.113,3144
0.727,-0.380,3144
0.728,-0.887,3144
0.729,-1.373,3144
0.730,-1.778,3144
0.731,-2.018,3144
0.732,-2.100,3144
0.733,-2.002,3133
0.734,-1.740,3133
0.735,-1.347,3133
0.736,-0.873,3133
0.737,-0.380,3133
0.738,0.133,3133
0.739,0.615,3133
0.740,1.300,3133
0.741,1.367,3133
0.742,1.260,3123
0.743,0.998,3123
0.744,0.613,3123
0.745,0.147,3123
0.746,-0.350,3123
0.747,-0.858,3123
0.748,-1.345,3123
0.749,-1.740,3123
0.750,-1.985,3123
0.751,-2.062,3123
0.752,-1.982,3117
0.753,-1.732,3117
0.754,-1.353,3117
0.755,-0.897,3117
0.756,-0.415,3117
0.757,0.090,3117
0.758,0.573,3117
0.759,0.973,3117
0.760,1.327,3117
0.761,1.218,3120
0.762,0.958,3120
0.763,0.583,3120
0.764,0.130,3120
0.765,-0.362,3120
0.766,-0.858,3120
0.767,-1.355,3120
0.768,-1.782,3120
0.769,-2.013,3120
0.770,-2.103,3120
0.771,-2.022,3143
0.772,-1.780,3143
0.773,-1.403,3143
0.774,-0.912,3143
0.775,-0.427,3143
0.776,0.077,3143
0.777,0.575,3143
0.778,0.985,3143
0.779,1.230,3143
0.780,1.230,3129
0.781,0.618,3129
0.782,0.158,3129
0.783,-0.333,3129
0.784,-0.848,3129
0.785,-1.340,3129
0.786,-1.738,3129
0.787,-1.985,3129
0.788,-2.062,3129
0.789,-1.992,3129
0.790,-1.738,3123
0.791,-1.353,3123
0.792,-0.887,3123
0.793,-0.393,3123
0.794,0.120,3123
0.795,0.608,3123
0.796,1.008,3123
0.797,1.260,3123
0.798,1.367,3123
0.799,1.268,3123
0.800,0.552,3109
0.801,-0.372,3109
0.802,-0.855,3109
0.803,-1.337,3109
0.804,-1.735,3109
0.805,-1.988,3109
0.806,-2.083,3109
0.807,-2.010,3109
0.808,-1.770,3132
0.809,-1.390,3132
0.810,-0.930,3132
0.811,-0.453,3132
0.812,0.058,3132
0.813,0.542,3132
0.814,0.948,3132
0.815,1.218,3132
0.816,1.327,3132
0.817,1.238,3132
0.818,1.008,3070
0.819,0.618,3070
0.820,-0.403,3070
0.821,-0.828,3070
0.822,-1.312,3070
0.823,-1.722,3070
0.824,-1.978,3070
0.825,-2.067,3070
0.826,-1.990,3070
0.827,-1.768,3096
0.828,-1.377,3096
0.829,-0.922,3096
0.830,-0.432,3096
0.831,0.068,3096
0.832,0.547,3096
0.833,0.948,3096
0.834,1.210,3096
0.835,1.323,3096
0.836,1.238,3096
0.837,1.012,3112
0.838,0.627,3112
0.839,0.193,3112
0.840,-0.885,3112
0.841,-1.333,3112
0.842,-1.710,3112
0.843,-1.968,3112
0.844,-2.062,3112
0.845,-2.005,3112
0.846,-1.772,3103
0.847,-1.383,3103
0.848,-0.912,3103
0.849,-0.432,3103
0.850,0.068,3103
0.851,0.568,3103
0.852,0.978,3103
0.853,1.235,3103
0.854,1.350,3103
0.855,1.272,3103
0.856,1.028,3128
0.857,0.657,3128
0.858,0.198,3128
0.859,-0.287,3128
0.860,-1.383,3128
0.861,-1.742,3128
0.862,-1.980,3128
0.863,-2.087,3128
0.864,-2.002,3128
0.865,-1.792,3105
0.866,-0.907,3105
0.867,-0.465,3105
0.868,0.188,3105
0.869,0.540,3105
0.870,0.980,3105
0.871,1.222,3105
0.872,1.343,3105
0.873,1.272,3105
0.874,1.038,3112
0.875,0.660,3112
0.876,0.205,3112
0.877,-0.282,3112
0.878,-0.800,3112
0.879,-1.295,3112
0.880,-1.990,3112
0.881,-2.080,3112
0.882,-2.013,3112
0.883,-1.732,3114
0.884,-0.932,3114
0.885,-0.505,3114
0.886,0.013,3114
0.887,0.497,3114
0.888,0.917,3114
0.889,1.188,3114
0.890,1.317,3114
0.891,1.252,3114
0.892,1.032,3120
0.893,0.665,3120
0.894,0.220,3120
0.895,-0.263,3120
0.896,-0.767,3120
0.897,-1.250,3120
0.898,-1.673,3120
0.899,-1.948,3120
0.900,-1.990,3120
0.901,-1.808,3137
0.902,-1.427,3137
0.903,-0.990,3137
0.904,-0.502,3137
0.905,-0.007,3137
0.906,0.497,3137
0.907,0.907,3137
0.908,1.185,3137
0.909,1.317,3137
0.910,1.255,3137
0.911,1.032,3073
0.912,0.662,3073
0.913,0.220,3073
0.914,-0.265,3073
0.915,-0.775,3073
0.916,-1.262,3073
0.917,-1.690,3073
0.918,-1.965,3073
0.919,-2.062,3073
0.920,-1.742,3129
0.921,-0.940,3129
0.922,-0.497,3129
0.923,0.028,3129
0.924,0.512,3129
0.925,0.943,3129
0.926,1.222,3129
0.927,1.347,3129
0.928,1.302,3129
0.929,1.073,3126
0.930,0.708,3126
0.931,0.260,3126
0.932,-0.225,3126
0.933,-0.738,3126
0.934,-1.235,3126
0.935,-1.665,3126
0.936,-1.960,3126
0.937,-2.083,3126
0.938,-2.033,3126
0.939,-1.812,3141
0.940,-0.907,3141
0.941,-0.505,3141
0.942,0.018,3141
0.943,0.497,3141
0.944,0.917,3141
0.945,1.195,3141
0.946,1.333,3141
0.947,1.292,3141
0.948,1.062,3100
0.949,0.698,3100
0.950,0.255,3100
0.951,-0.228,3100
0.952,-0.738,3100
0.953,-1.228,3100
0.954,-1.663,3100
0.955,-1.942,3100
0.956,-2.060,3100
0.957,-2.025,3100
0.958,-1.808,3135
0.959,-1.448,3135
0.960,-0.460,3135
0.961,0.018,3135
0.962,0.505,3135
0.963,0.912,3135
0.964,1.183,3135
0.965,1.327,3135
0.966,1.260,3135
0.967,1.062,3095
0.968,0.708,3095
0.969,0.258,3095
0.970,-0.212,3095
0.971,-0.728,3095
0.972,-1.218,3095
0.973,-1.657,3095
0.974,-1.982,3095
0.975,-2.067,3095
0.976,-2.015,3095
0.977,-1.808,3127
0.978,-1.413,3127
0.979,-0.978,3127
0.980,0.077,3127
0.981,0.497,3127
0.982,0.910,3127
0.983,1.208,3127
0.984,1.337,3127
0.985,1.302,3127
0.986,1.070,3121
0.987,0.698,3121
0.988,0.258,3121
0.989,-0.230,3121
0.990,-0.738,3121
0.991,-1.225,3121
0.992,-1.667,3121
0.993,-1.962,3121
0.994,-2.098,3121
0.995,-2.053,3121
0.996,-1.845,3127
0.997,-1.488,3127
0.998,-1.042,3127
0.999,-0.547,3127
1.000,0.542,3127
1.001,0.897,3127
1.002,1.173,3127
1.003,1.327,3127
1.004,1.292,3127
1.005,1.067,3120
1.006,0.710,3120
1.007,0.268,3120
1.008,-0.207,3120
1.009,-0.708,3120
1.010,-1.190,3120
1.011,-1.623,3120
1.012,-1.927,3120
1.013,-2.042,3120
1.014,-2.020,3120
1.015,-1.812,3115
1.016,-1.458,3115
1.017,-1.008,3115
1.018,-0.512,3115
1.019,-0.018,3115
1.020,0.993,3115
1.021,1.228,3115
1.022,1.340,3115
1.023,1.300,3115
1.024,1.093,3118
1.025,0.733,3118
1.026,0.290,3118
1.027,-0.203,3118
1.028,-0.708,3118
1.029,-1.212,3118
1.030,-1.653,3118
1.031,-1.952,3118
1.032,-2.087,3118
1.033,-2.053,3118
1.034,-1.847,3118
1.035,-1.498,3083
1.036,-1.045,3083
1.037,-0.552,3083
1.038,-0.050,3083
1.039,0.463,3083
1.040,1.258,3083
1.041,1.377,3083
1.042,1.357,3083
1.043,1.147,3083
1.044,0.787,3134
1.045,0.318,3134
1.046,-0.172,3134
1.047,-0.688,3134
1.048,-1.192,3134
1.049,-1.653,3134
1.050,-1.962,3134
1.051,-2.103,3134
1.052,-2.092,3134
1.053,-1.887,3134
1.054,-1.545,3110
1.055,-1.085,3110
1.056,-0.578,3110
1.057,-0.092,3110
1.058,0.420,3110
1.059,0.873,3110
1.060,1.353,3110
1.061,1.330,3110
1.062,1.087,3110
1.063,0.733,3115
1.064,0.305,3115
1.065,-0.168,3115
1.066,-0.682,3115
1.067,-1.180,3115
1.068,-1.623,3115
1.069,-1.927,3115
1.070,-2.058,3115
1.071,-2.042,3115
1.072,-1.857,3115
1.073,-1.505,3150
1.074,-1.060,3150
1.075,-0.583,3150
1.076,-0.092,3150
1.077,0.412,3150
1.078,0.848,3150
1.079,1.147,3150
1.080,1.238,3150
1.081,1.058,3150
1.082,0.728,3119
1.083,0.278,3119
1.084,-0.190,3119
1.085,-0.693,3119
1.086,-1.183,3119
1.087,-1.620,3119
1.088,-1.933,3119
1.089,-2.062,3119
1.090,-2.047,3119
1.091,-1.853,3119
1.092,-1.522,3112
1.093,-1.067,3112
1.094,-0.593,3112
1.095,-0.087,3112
1.096,0.417,3112
1.097,0.863,3112
1.098,1.185,3112
1.099,1.347,3112
1.100,1.100,3112
1.101,0.772,3116
1.102,0.352,3116
1.103,-0.125,3116
1.104,-0.642,3116
1.105,-1.137,3116
1.106,-1.583,3116
1.107,-1.903,3116
1.108,-2.053,3116
1.109,-2.045,3116
1.110,-1.850,3116
1.111,-1.525,3164
1.112,-1.073,3164
1.113,-0.595,3164
1.114,-0.107,3164
1.115,0.393,3164
1.116,0.848,3164
1.117,1.153,3164
1.118,1.317,3164
1.119,1.302,3164
1.120,0.688,3130
1.121,-0.188,3130
1.122,-0.672,3130
1.123,-1.163,3130
1.124,-1.613,3130
1.125,-1.923,3130
1.126,-2.062,3130
1.127,-2.058,3130
1.128,-1.867,3130
1.129,-1.535,3128
1.130,-1.073,3128
1.131,-0.588,3128
1.132,-0.072,3128
1.133,0.417,3128
1.134,0.870,3128
1.135,1.188,3128
1.136,1.340,3128
1.137,1.333,3128
1.138,1.133,3128
1.139,0.787,3115
1.140,-0.207,3115
1.141,-0.645,3115
1.142,-1.140,3115
1.143,-1.603,3115
1.144,-1.923,3115
1.145,-2.062,3115
1.146,-2.062,3115
1.147,-1.875,3115
1.148,-1.552,3122
1.149,-1.103,3122
1.150,-0.623,3122
1.151,-0.122,3122
1.152,0.383,3122
1.153,0.863,3122
1.154,1.173,3122
1.155,1.347,3122
1.156,1.343,3122
1.157,1.165,3122
1.158,0.818,3130
1.159,0.347,3130
1.160,-0.710,3130
1.161,-1.133,3130
1.162,-1.583,3130
1.163,-1.923,3130
1.164,-2.065,3130
1.165,-2.062,3130
1.166,-1.883,3130
1.167,-1.562,3145
1.168,-1.103,3145
1.169,-0.625,3145
1.170,-0.128,3145
1.171,0.383,3145
1.172,0.833,3145
1.173,1.157,3145
1.174,1.333,3145
1.175,1.340,3145
1.176,1.153,3145
1.177,0.828,3141
1.178,0.383,3141
1.179,-0.098,3141
1.180,-1.188,3141
1.181,-1.573,3141
1.182,-1.893,3141
1.183,-2.060,3141
1.184,-2.065,3141
1.185,-1.897,3141
1.186,-1.583,3148
1.187,-1.147,3148
1.188,-0.690,3148
1.189,-0.203,3148
1.190,0.307,3148
1.191,0.772,3148
1.192,1.113,3148
1.193,1.310,3148
1.194,1.330,3148
1.195,1.153,3148
1.196,0.848,3136
1.197,0.407,3136
1.198,-0.083,3136
1.199,-0.583,3136
1.200,-1.623,3136
1.201,-1.895,3136
1.202,-2.067,3136
