Czas(s),EKG_Surowe(mV),PPG_Surowe(ADC)
0.420,-0.820,3146
0.424,-0.223,3146
0.428,0.407,3146
0.432,0.975,3146
0.436,1.397,3146
0.440,1.633,3146
0.444,1.675,3146
0.448,1.498,3146
0.452,1.137,3138
0.456,0.620,3138
0.460,0.070,3138
0.464,-0.542,3138
0.468,-1.173,3138
0.472,-1.742,3138
0.476,-2.172,3138
0.480,-2.408,3138
0.484,-2.178,3138
0.488,-1.855,3135
0.492,-0.772,3135
0.496,-0.228,3135
0.500,0.388,3135
0.504,0.955,3135
0.508,1.393,3135
0.512,1.630,3135
0.516,1.667,3135
0.520,1.498,3135
0.524,1.113,3152
0.528,0.598,3152
0.532,0.062,3152
0.536,-0.562,3152
0.540,-1.177,3152
0.544,-1.768,3152
0.548,-2.178,3152
0.552,-2.393,3152
0.556,-2.420,3152
0.560,-1.792,3136
0.564,-0.725,3136
0.568,-0.177,3136
0.572,0.460,3136
0.576,1.028,3136
0.580,1.460,3136
0.584,1.680,3136
0.588,1.712,3136
0.592,1.530,3136
0.596,1.143,3115
0.600,0.610,3115
0.604,0.050,3115
0.608,-0.573,3115
0.612,-1.202,3115
0.616,-1.778,3115
0.620,-2.188,3115
0.624,-2.408,3115
0.628,-2.428,3115
0.632,-2.230,3115
0.636,-1.867,3116
0.640,-0.710,3116
0.644,-0.145,3116
0.648,0.497,3116
0.652,1.060,3116
0.656,1.458,3116
0.660,1.688,3116
0.664,1.718,3116
0.668,1.532,3116
0.672,1.153,3127
0.676,0.627,3127
0.680,0.062,3127
0.684,-0.562,3127
0.688,-1.183,3127
0.692,-1.762,3127
0.696,-2.163,3127
0.700,-2.368,3127
0.704,-2.382,3127
0.708,-2.203,3127
0.712,-1.833,3124
0.716,-1.337,3124
0.720,-0.070,3124
0.724,0.438,3124
0.728,1.010,3124
0.732,1.420,3124
0.736,1.653,3124
0.740,1.675,3124
0.744,1.488,3124
0.748,1.097,3124
0.752,0.588,3120
0.756,0.022,3120
0.760,-0.583,3120
0.764,-1.205,3120
0.768,-1.778,3120
0.772,-2.205,3120
0.776,-2.408,3120
0.780,-2.420,3120
0.784,-2.228,3120
0.788,-1.867,3120
0.792,-1.365,3127
0.796,-0.767,3127
0.800,0.542,3127
0.804,1.050,3127
0.808,1.468,3127
0.812,1.692,3127
0.816,1.700,3127
0.820,1.528,3127
0.824,1.140,3127
0.828,0.627,3111
0.832,0.062,3111
0.836,-0.547,3111
0.840,-1.173,3111
0.844,-1.738,3111
0.848,-2.150,3111
0.852,-2.355,3111
0.856,-2.375,3111
0.860,-2.188,3111
0.864,-1.815,3111
0.868,-1.323,3118
0.872,-0.738,3118
0.876,-0.142,3118
0.880,1.137,3118
0.884,1.532,3118
0.888,1.698,3118
0.892,1.718,3118
0.896,1.512,3118
0.900,1.117,3118
0.904,0.608,3111
0.908,0.022,3111
0.912,-0.590,3111
0.916,-1.218,3111
0.920,-1.792,3111
0.924,-2.192,3111
0.928,-2.405,3111
0.932,-2.413,3111
0.936,-2.203,3111
0.940,-1.823,3111
0.944,-1.298,3115
0.948,-0.710,3115
0.952,-0.107,3115
0.956,0.515,3115
0.960,1.532,3115
0.964,1.698,3115
0.968,1.705,3115
0.972,1.498,3115
0.976,1.097,3115
0.980,0.583,3116
0.984,-0.007,3116
0.988,-0.610,3116
0.992,-1.238,3116
0.996,-1.815,3116
1.000,-2.212,3116
1.004,-2.417,3116
1.008,-2.428,3116
1.012,-2.225,3116
1.016,-1.847,3116
1.020,-1.333,3137
1.024,-0.740,3137
1.028,-0.138,3137
1.032,0.497,3137
1.036,1.058,3137
1.040,1.702,3137
1.044,1.698,3137
1.048,1.498,3137
1.052,1.100,3137
1.056,0.595,3116
1.060,0.022,3116
1.064,-0.588,3116
1.068,-1.212,3116
1.072,-1.782,3116
1.076,-2.172,3116
1.080,-2.373,3116
1.084,-2.377,3116
1.088,-2.180,3116
1.092,-1.808,3116
1.096,-1.298,3116
1.100,-0.708,3116
1.104,-0.107,3116
1.108,0.517,3116
1.112,1.067,3116
1.116,1.485,3116
1.120,1.670,3116
1.124,1.427,3116
1.128,1.077,3116
1.132,0.570,3119
1.136,-0.022,3119
1.140,-0.620,3119
1.144,-1.248,3119
1.148,-1.815,3119
1.152,-2.195,3119
1.156,-2.382,3119
1.160,-2.382,3119
1.164,-2.180,3119
1.168,-1.802,3119
1.172,-1.258,3118
1.176,-0.693,3118
1.180,-0.087,3118
1.184,0.568,3118
1.188,1.080,3118
1.192,1.492,3118
1.196,1.700,3118
1.200,1.433,3118
1.204,0.547,3142
1.208,-0.015,3142
1.212,-0.645,3142
1.216,-1.308,3142
1.220,-1.825,3142
1.224,-2.205,3142
1.228,-2.425,3142
1.232,-2.413,3142
1.236,-2.208,3142
1.240,-1.827,3142
1.244,-1.262,3126
1.248,-0.708,3126
1.252,-0.113,3126
1.256,0.517,3126
1.260,1.073,3126
1.264,1.488,3126
1.268,1.698,3126
1.272,1.695,3126
1.276,1.475,3126
1.280,0.453,3153
1.284,-0.650,3153
1.288,-1.258,3153
1.292,-1.817,3153
1.296,-2.210,3153
1.300,-2.402,3153
1.304,-2.405,3153
1.308,-2.203,3153
1.312,-1.817,3153
1.316,-1.308,3127
1.320,-0.725,3127
1.324,-0.107,3127
1.328,0.530,3127
1.332,1.077,3127
1.336,1.478,3127
1.340,1.673,3127
1.344,1.673,3127
1.348,1.452,3127
1.352,1.038,3127
1.356,0.527,3128
1.360,-0.767,3128
1.364,-1.298,3128
1.368,-1.847,3128
1.372,-2.217,3128
1.376,-2.408,3128
1.380,-2.385,3128
1.384,-2.183,3128
1.388,-1.790,3128
1.392,-1.252,3148
1.396,-0.690,3148
1.400,-0.087,3148
1.404,0.532,3148
1.408,1.075,3148
1.412,1.472,3148
1.416,1.673,3148
1.420,1.663,3148
1.424,1.452,3148
1.428,1.048,3148
1.432,0.537,3139
1.436,-0.052,3139
1.440,-1.403,3139
1.444,-1.853,3139
1.448,-2.248,3139
1.452,-2.420,3139
1.456,-2.408,3139
1.460,-2.180,3139
1.464,-1.788,3139
1.468,-1.248,3139
1.472,-0.680,3139
1.476,-0.062,3139
1.480,0.557,3139
1.484,1.117,3139
1.488,1.515,3139
1.492,1.708,3139
1.496,1.702,3139
1.500,1.465,3139
1.504,1.062,3139
1.508,0.542,3117
1.512,-0.052,3117
1.516,-0.660,3117
1.520,-1.927,3117
1.524,-2.228,3117
1.528,-2.417,3117
1.532,-2.413,3117
1.536,-2.192,3117
1.540,-1.768,3117
1.544,-1.252,3128
1.548,-0.672,3128
1.552,-0.075,3128
1.556,0.547,3128
1.560,1.095,3128
1.564,1.625,3128
1.568,1.667,3128
1.572,1.448,3128
1.576,1.048,3128
1.580,0.537,3147
1.584,-0.052,3147
1.588,-0.665,3147
1.592,-1.295,3147
1.596,-1.847,3147
1.600,-2.433,3147
1.604,-2.172,3147
1.608,-1.800,3147
1.612,-1.288,3123
1.616,-0.703,3123
1.620,-0.102,3123
1.624,0.573,3123
1.628,1.087,3123
1.632,1.482,3123
1.636,1.677,3123
1.640,1.647,3123
1.644,1.448,3123
1.648,1.008,3123
1.652,0.527,3119
1.656,-0.068,3119
1.660,-0.693,3119
1.664,-1.320,3119
1.668,-1.873,3119
1.672,-2.225,3119
1.676,-2.408,3119
1.680,-2.103,3119
1.684,-1.738,3119
1.688,-1.212,3111
1.692,-0.642,3111
1.696,-0.028,3111
1.700,0.623,3111
1.704,1.143,3111
1.708,1.528,3111
1.712,1.698,3111
1.716,1.670,3111
1.720,1.427,3111
1.724,1.022,3111
1.728,0.500,3111
1.732,-0.085,3125
1.736,-0.703,3125
1.740,-1.327,3125
1.744,-1.968,3125
1.748,-2.243,3125
1.752,-2.408,3125
1.756,-2.377,3125
1.760,-1.663,3125
1.764,-1.205,3121
1.768,0.048,3121
1.772,0.593,3121
1.776,1.165,3121
1.780,1.525,3121
1.784,1.698,3121
1.788,1.667,3121
1.792,1.425,3121
1.796,1.010,3121
1.800,0.470,3121
1.804,-0.102,3099
1.808,-0.750,3099
1.812,-1.370,3099
1.816,-1.903,3099
1.820,-2.280,3099
1.824,-2.445,3099
1.828,-2.413,3099
1.832,-2.175,3099
1.836,-1.765,3099
1.840,-0.532,3126
1.844,0.660,3126
1.848,1.192,3126
1.852,1.532,3126
1.856,1.710,3126
1.860,1.680,3126
1.864,1.435,3126
1.868,1.018,3126
1.872,0.470,3126
1.876,-0.102,3121
1.880,-0.752,3121
1.884,-1.363,3121
1.888,-1.890,3121
1.892,-2.257,3121
1.896,-2.422,3121
1.900,-2.382,3121
1.904,-2.163,3121
1.908,-1.735,3121
1.912,-1.202,3121
1.916,-0.623,3103
1.920,0.718,3103
1.924,1.145,3103
1.928,1.532,3103
1.932,1.712,3103
1.936,1.690,3103
1.940,1.452,3103
1.944,1.028,3103
1.948,0.497,3103
1.952,-0.083,3113
1.956,-0.713,3113
1.960,-1.337,3113
1.964,-1.863,3113
1.968,-2.223,3113
1.972,-2.388,3113
1.976,-2.353,3113
1.980,-2.127,3113
1.984,-1.712,3113
1.988,-1.183,3113
1.992,-0.618,3115
1.996,-0.007,3115
2.000,1.192,3115
2.004,1.488,3115
2.008,1.657,3115
2.012,1.617,3115
2.016,1.375,3115
2.020,0.938,3115
2.024,0.412,3115
2.028,-0.172,3125
2.032,-0.802,3125
2.036,-1.407,3125
2.040,-1.935,3125
2.044,-2.288,3125
2.048,-2.447,3125
2.052,-2.408,3125
2.056,-2.163,3125
2.060,-1.735,3125
2.064,-1.202,3125
2.068,-0.620,3103
2.072,0.015,3103
2.076,0.623,3103
2.080,1.573,3103
2.084,1.710,3103
2.088,1.657,3103
2.092,1.415,3103
2.096,0.988,3103
2.100,0.458,3103
2.104,-0.130,3107
2.108,-0.767,3107
2.112,-1.383,3107
2.116,-1.907,3107
2.120,-2.270,3107
2.124,-2.422,3107
2.128,-2.382,3107
2.132,-2.138,3107
2.136,-1.712,3107
2.140,-1.173,3107
2.144,-0.590,3135
2.148,0.043,3135
2.152,0.635,3135
2.156,1.173,3135
2.160,1.702,3135
2.164,1.613,3135
2.168,1.387,3135
2.172,0.958,3135
2.176,0.432,3135
2.180,-0.142,3148
2.184,-0.782,3148
2.188,-1.397,3148
2.192,-1.933,3148
2.196,-2.270,3148
2.200,-2.422,3148
2.204,-2.375,3148
2.208,-2.132,3148
2.212,-1.702,3148
2.216,-1.165,3148
2.220,-0.583,3136
2.224,0.050,3136
2.228,0.657,3136
2.232,1.173,3136
2.236,1.528,3136
2.240,1.617,3136
2.244,1.270,3136
2.248,0.948,3136
2.252,0.412,3136
2.256,-0.177,3133
2.260,-0.823,3133
2.264,-1.442,3133
2.268,-1.962,3133
2.272,-2.303,3133
2.276,-2.453,3133
2.280,-2.393,3133
2.284,-2.145,3133
2.288,-1.728,3133
2.292,-1.183,3133
2.296,-0.608,3141
2.300,0.043,3141
2.304,0.652,3141
2.308,1.192,3141
2.312,1.528,3141
2.316,1.688,3141
2.320,1.308,3141
2.324,0.927,3141
2.328,0.367,3141
2.332,-0.182,3126
2.336,-0.833,3126
2.340,-1.448,3126
2.344,-1.965,3126
2.348,-2.303,3126
2.352,-2.442,3126
2.356,-2.375,3126
2.360,-2.125,3126
2.364,-1.685,3126
2.368,-1.143,3126
2.372,-0.547,3132
2.376,0.095,3132
2.380,0.703,3132
2.384,1.230,3132
2.388,1.580,3132
2.392,1.742,3132
2.396,1.677,3132
2.400,0.887,3132
2.404,0.427,3132
2.408,-0.168,3137
2.412,-0.818,3137
2.416,-1.442,3137
2.420,-1.968,3137
2.424,-2.308,3137
2.428,-2.458,3137
2.432,-2.370,3137
2.436,-2.150,3137
2.440,-1.730,3137
2.444,-1.177,3137
2.448,-0.590,3142
2.452,0.048,3142
2.456,0.657,3142
2.460,1.188,3142
2.464,1.542,3142
2.468,1.702,3142
2.472,1.637,3142
2.476,1.377,3142
2.480,0.295,3142
2.484,-0.190,3122
2.488,-0.833,3122
2.492,-1.452,3122
2.496,-1.972,3122
2.500,-2.300,3122
2.504,-2.442,3122
2.508,-2.380,3122
2.512,-2.127,3122
2.516,-1.688,3122
2.520,-1.133,3122
2.524,-0.550,3131
2.528,0.077,3131
2.532,0.688,3131
2.536,1.208,3131
2.540,1.558,3131
2.544,1.702,3131
2.548,1.653,3131
2.552,1.383,3131
2.556,0.935,3131
2.560,-0.278,3123
2.564,-1.455,3123
2.568,-1.968,3123
2.572,-2.295,3123
2.576,-2.430,3123
2.580,-2.373,3123
2.584,-2.112,3123
2.588,-1.673,3123
2.592,-1.127,3123
2.596,-0.537,3130
2.600,0.087,3130
2.604,0.700,3130
2.608,1.215,3130
2.612,1.558,3130
2.616,1.710,3130
2.620,1.645,3130
2.624,1.373,3130
2.628,0.917,3130
2.632,0.383,3130
2.636,-0.193,3129
2.640,-1.532,3129
2.644,-1.948,3129
2.648,-2.280,3129
2.652,-2.410,3129
2.656,-2.348,3129
2.660,-2.092,3129
2.664,-1.657,3129
2.668,-1.103,3129
2.672,-0.525,3096
2.676,0.107,3096
2.680,0.713,3096
2.684,1.222,3096
2.688,1.573,3096
2.692,1.712,3096
2.696,1.633,3096
2.700,1.367,3096
2.704,0.910,3096
2.708,0.372,3096
2.712,-0.223,3096
2.716,-0.860,3127
2.720,-2.058,3127
2.724,-2.308,3127
2.728,-2.428,3127
2.732,-2.348,3127
2.736,-2.085,3127
2.740,-1.633,3127
2.744,-1.083,3127
2.748,-0.502,3127
2.752,0.130,3119
2.756,0.743,3119
2.760,1.248,3119
2.764,1.577,3119
2.768,1.712,3119
2.772,1.633,3119
2.776,1.337,3119
2.780,0.868,3119
2.784,0.318,3119
2.788,-0.282,3119
2.792,-0.912,3115
2.796,-1.542,3115
2.800,-2.377,3115
2.804,-2.467,3115
2.808,-2.380,3115
2.812,-2.112,3115
2.816,-1.663,3115
2.820,-1.100,3115
2.824,-0.515,3115
2.828,0.113,3126
2.832,0.738,3126
2.836,1.238,3126
2.840,1.583,3126
2.844,1.730,3126
2.848,1.655,3126
2.852,1.373,3126
2.856,0.915,3126
2.860,0.370,3126
2.864,-0.228,3126
2.868,-0.873,3084
2.872,-1.522,3084
2.876,-2.013,3084
2.880,-2.462,3084
2.884,-2.377,3084
2.888,-2.103,3084
2.892,-1.653,3084
2.896,-1.087,3084
2.900,-0.507,3084
2.904,0.133,3106
2.908,0.752,3106
2.912,1.255,3106
2.916,1.580,3106
2.920,1.710,3106
2.924,1.627,3106
2.928,1.337,3106
2.932,0.868,3106
2.936,0.307,3106
2.940,-0.273,3106
2.944,-0.910,3112
2.948,-1.540,3112
2.952,-2.033,3112
2.956,-2.350,3112
2.960,-2.353,3112
2.964,-2.087,3112
2.968,-1.663,3112
2.972,-1.100,3112
2.976,-0.520,3112
2.980,0.113,3111
2.984,0.738,3111
2.988,1.252,3111
2.992,1.567,3111
2.996,1.698,3111
3.000,1.617,3111
3.004,1.337,3111
3.008,0.873,3111
3.012,0.333,3111
3.016,-0.253,3111
3.020,-0.887,3108
3.024,-1.502,3108
3.028,-2.013,3108
3.032,-2.315,3108
3.036,-2.442,3108
3.040,-2.005,3108
3.044,-1.623,3108
3.048,-1.058,3108
3.052,-0.482,3108
3.056,0.152,3113
3.060,0.772,3113
3.064,1.262,3113
3.068,1.583,3113
3.072,1.702,3113
3.076,1.613,3113
3.080,1.323,3113
3.084,0.835,3113
3.088,0.312,3113
3.092,-0.273,3113
3.096,-0.907,3116
3.100,-1.528,3116
3.104,-2.018,3116
3.108,-2.333,3116
3.112,-2.445,3116
3.116,-2.348,3116
3.120,-1.520,3116
3.124,-1.052,3116
3.128,-0.460,3116
3.132,0.207,3114
3.136,0.873,3114
3.140,1.333,3114
3.144,1.577,3114
3.148,1.705,3114
3.152,1.587,3114
3.156,1.268,3114
3.160,0.858,3114
3.164,0.302,3114
3.168,-0.287,3114
3.172,-0.973,3127
3.176,-1.548,3127
3.180,-2.018,3127
3.184,-2.357,3127
3.188,-2.442,3127
3.192,-2.340,3127
3.196,-2.047,3127
3.200,-0.927,3127
3.204,-0.407,3127
3.208,0.307,3143
3.212,1.367,3143
3.216,1.613,3143
3.220,1.728,3143
3.224,1.633,3143
3.228,1.343,3143
3.232,0.873,3143
3.236,0.318,3143
3.240,-0.263,3143
3.244,-0.900,3127
3.248,-1.528,3127
3.252,-2.013,3127
3.256,-2.322,3127
3.260,-2.422,3127
3.264,-2.335,3127
3.268,-2.047,3127
3.272,-1.600,3127
3.276,-1.030,3127
3.280,0.287,3129
3.284,1.343,3129
3.288,1.617,3129
3.292,1.730,3129
3.296,1.627,3129
3.300,1.330,3129
3.304,0.860,3129
3.308,0.307,3129
3.312,-0.282,3129
3.316,-0.912,3107
3.320,-1.548,3107
3.324,-2.033,3107
3.328,-2.333,3107
3.332,-2.447,3107
3.336,-2.342,3107
3.340,-2.055,3107
3.344,-1.603,3107
3.348,-1.028,3107
3.352,-0.432,3107
3.356,0.198,3140
3.360,1.357,3140
3.364,1.617,3140
3.368,1.730,3140
3.372,1.627,3140
3.376,1.312,3140
3.380,0.848,3140
3.384,0.287,3140
3.388,-0.323,3140
3.392,-0.950,3126
3.396,-1.583,3126
3.400,-2.067,3126
3.404,-2.353,3126
3.408,-2.455,3126
3.412,-2.342,3126
3.416,-2.033,3126
3.420,-1.570,3126
3.424,-1.002,3126
3.428,-0.412,3126
3.432,0.228,3140
3.436,0.835,3140
3.440,1.655,3140
3.444,1.728,3140
3.448,1.615,3140
3.452,1.308,3140
3.456,0.833,3140
3.460,0.265,3140
3.464,-0.362,3140
3.468,-0.975,3132
3.472,-1.583,3132
3.476,-2.060,3132
3.480,-2.350,3132
3.484,-2.453,3132
3.488,-2.322,3132
3.492,-2.025,3132
3.496,-1.552,3132
3.500,-0.988,3132
3.504,-0.383,3132
3.508,0.253,3128
3.512,0.868,3128
3.516,1.350,3128
3.520,1.738,3128
3.524,1.575,3128
3.528,1.308,3128
3.532,0.835,3128
3.536,0.273,3128
3.540,-0.323,3128
3.544,-0.963,3146
3.548,-1.580,3146
3.552,-2.083,3146
3.556,-2.368,3146
3.560,-2.473,3146
3.564,-2.373,3146
3.568,-2.083,3146
3.572,-1.617,3146
3.576,-1.048,3146
3.580,-0.443,3146
3.584,0.190,3124
3.588,0.787,3124
3.592,1.292,3124
3.596,1.585,3124
3.600,1.542,3124
3.604,1.262,3124
3.608,0.792,3124
3.612,0.253,3124
3.616,-0.340,3124
3.620,-0.973,3104
3.624,-1.603,3104
3.628,-2.060,3104
3.632,-2.350,3104
3.636,-2.450,3104
3.640,-2.333,3104
3.644,-1.952,3104
3.648,-1.528,3104
3.652,-0.963,3104
3.656,-0.352,3104
3.660,0.270,3123
3.664,0.890,3123
3.668,1.312,3123
3.672,1.637,3123
3.676,1.702,3123
3.680,1.177,3123
3.684,0.757,3123
3.688,0.207,3123
3.692,-0.390,3123
3.696,-1.010,3126
3.700,-1.620,3126
3.704,-2.083,3126
3.708,-2.353,3126
3.712,-2.433,3126
3.716,-2.310,3126
3.720,-2.002,3126
3.724,-1.522,3126
3.728,-0.950,3126
3.732,-0.362,3126
3.736,0.268,3126
3.740,0.863,3127
3.744,1.353,3127
3.748,1.635,3127
3.752,1.718,3127
3.756,1.587,3127
3.760,0.688,3127
3.764,0.223,3127
3.768,-0.378,3127
3.772,-1.012,3127
3.776,-1.617,3118
3.780,-2.098,3118
3.784,-2.368,3118
3.788,-2.458,3118
3.792,-2.337,3118
3.796,-2.022,3118
3.800,-1.550,3118
3.804,-1.005,3118
3.808,-0.412,3118
3.812,0.217,3118
3.816,0.812,3124
3.820,1.298,3124
3.824,1.558,3124
3.828,1.663,3124
3.832,1.538,3124
3.836,1.210,3124
3.840,0.080,3124
3.844,-0.535,3124
3.848,-1.067,3124
3.852,-1.643,3104
3.856,-2.135,3104
3.860,-2.373,3104
3.864,-2.450,3104
3.868,-2.322,3104
3.872,-1.995,3104
3.876,-1.525,3104
3.880,-0.943,3104
3.884,-0.360,3104
3.888,0.270,3104
3.892,0.863,3129
3.896,1.347,3129
3.900,1.627,3129
3.904,1.708,3129
3.908,1.573,3129
3.912,1.228,3129
3.916,0.745,3129
3.920,-0.510,3129
3.924,-1.048,3129
3.928,-1.635,3125
3.932,-2.103,3125
3.936,-2.365,3125
3.940,-2.445,3125
3.944,-2.308,3125
3.948,-1.988,3125
3.952,-1.508,3125
3.956,-0.938,3125
3.960,-0.347,3125
3.964,0.278,3125
3.968,0.865,3106
3.972,1.337,3106
3.976,1.617,3106
3.980,1.688,3106
3.984,1.548,3106
3.988,1.215,3106
3.992,0.743,3106
3.996,0.188,3106
4.000,-1.147,3106
4.004,-1.653,3123
4.008,-2.123,3123
4.012,-2.380,3123
4.016,-2.462,3123
4.020,-2.337,3123
4.024,-2.013,3123
4.028,-1.532,3123
4.032,-0.973,3123
4.036,-0.378,3123
4.040,0.258,3123
4.044,0.853,3121
4.048,1.337,3121
4.052,1.597,3121
4.056,1.698,3121
4.060,1.567,3121
4.064,1.228,3121
4.068,0.757,3121
4.072,0.207,3121
4.076,-0.405,3121
4.080,-1.768,3124
4.084,-2.373,3124
4.088,-2.433,3124
4.092,-2.308,3124
4.096,-1.992,3124
4.100,-1.502,3124
4.104,-0.943,3124
4.108,-0.352,3124
4.112,0.278,3124
4.116,0.870,3129
4.120,1.357,3129
4.124,1.633,3129
4.128,1.712,3129
4.132,1.583,3129
4.136,1.250,3129
4.140,0.770,3129
4.144,0.220,3129
4.148,-0.372,3129
4.152,-1.002,3129
4.156,-1.603,3128
4.160,-2.348,3128
4.164,-2.388,3128
4.168,-2.263,3128
4.172,-1.923,3128
4.176,-1.472,3128
4.180,-0.912,3128
4.184,-0.307,3128
4.188,0.307,3128
4.192,0.902,3128
4.196,1.380,3128
4.200,1.647,3128
4.204,1.720,3128
4.208,1.570,3128
4.212,1.228,3128
4.216,0.748,3128
4.220,0.190,3128
4.224,-0.417,3128
4.228,-1.048,3128
4.232,-1.647,3136
4.236,-2.100,3136
4.240,-2.408,3136
4.244,-2.272,3136
4.248,-1.948,3136
4.252,-1.468,3136
4.256,-0.897,3136
4.260,-0.302,3136
4.264,0.338,3136
4.268,0.910,3134
4.272,1.383,3134
4.276,1.655,3134
4.280,1.715,3134
4.284,1.567,3134
4.288,1.218,3134
4.292,0.735,3134
4.296,0.170,3134
4.300,-0.448,3134
4.304,-1.090,3134
4.308,-1.692,3143
4.312,-2.145,3143
4.316,-2.390,3143
4.320,-2.272,3143
4.324,-1.870,3143
4.328,-1.498,3143
4.332,-0.927,3143
4.336,-0.328,3143
4.340,0.310,3143
4.344,0.925,3133
4.348,1.393,3133
4.352,1.667,3133
4.356,1.742,3133
4.360,1.583,3133
4.364,1.238,3133
4.368,0.750,3133
4.372,0.195,3133
4.376,-0.412,3133
4.380,-1.055,3133
4.384,-1.643,3138
4.388,-2.105,3138
4.392,-2.362,3138
4.396,-2.417,3138
4.400,-1.883,3138
4.404,-1.470,3138
4.408,-0.902,3138
4.412,-0.305,3138
4.416,0.315,3138
4.420,0.907,3133
4.424,1.383,3133
4.428,1.637,3133
4.432,1.708,3133
4.436,1.558,3133
4.440,1.220,3133
4.444,0.735,3133
4.448,0.188,3133
4.452,-0.412,3133
4.456,-1.052,3133
4.460,-1.650,3133
4.464,-2.123,3133
4.468,-2.368,3133
4.472,-2.433,3133
4.476,-2.288,3133
4.480,-1.387,3133
4.484,-0.912,3133
4.488,-0.323,3133
4.492,0.312,3133
4.496,0.907,3130
4.500,1.360,3130
4.504,1.623,3130
4.508,1.690,3130
4.512,1.542,3130
4.516,1.188,3130
4.520,0.713,3130
4.524,0.147,3130
4.528,-0.445,3130
4.532,-1.067,3130
4.536,-1.653,3123
4.540,-2.105,3123
4.544,-2.342,3123
4.548,-2.408,3123
4.552,-2.250,3123
4.556,-1.903,3123
4.560,-0.765,3123
4.564,-0.122,3123
4.568,0.465,3123
4.572,0.985,3117
4.576,1.395,3117
4.580,1.653,3117
4.584,1.712,3117
4.588,1.542,3117
4.592,1.188,3117
4.596,0.700,3117
4.600,0.150,3117
4.604,-0.453,3117
4.608,-1.083,3117
4.612,-1.663,3136
4.616,-2.123,3136
4.620,-2.370,3136
4.624,-2.428,3136
4.628,-2.272,3136
4.632,-1.935,3136
4.636,-1.405,3136
4.640,-0.182,3136
4.644,0.352,3136
4.648,0.938,3127
4.652,1.397,3127
4.656,1.653,3127
4.660,1.708,3127
4.664,1.552,3127
4.668,1.195,3127
4.672,0.708,3127
4.676,0.147,3127
4.680,-0.458,3127
4.684,-1.087,3127
4.688,-1.673,3130
4.692,-2.132,3130
4.696,-2.368,3130
4.700,-2.422,3130
4.704,-2.270,3130
4.708,-1.927,3130
4.712,-1.442,3130
4.716,-0.863,3130
4.720,0.463,3130
4.724,1.052,3100
4.728,1.663,3100
4.732,1.718,3100
4.736,1.558,3100
4.740,1.210,3100
4.744,0.718,3100
4.748,0.152,3100
4.752,-0.458,3100
4.756,-1.090,3100
4.760,-1.683,3100
4.764,-2.123,3135
4.768,-2.365,3135
4.772,-2.413,3135
4.776,-2.252,3135
4.780,-1.893,3135
4.784,-1.395,3135
4.788,-0.828,3135
4.792,-0.228,3135
4.796,0.407,3135
4.800,1.485,3112
4.804,1.718,3112
4.808,1.550,3112
4.812,1.188,3112
4.816,0.685,3112
