Czas(s),PPG_Surowe(ADC)
13.964,-24314
13.968,-24314
13.972,-24314
13.976,-24514
13.980,-24514
13.984,-24514
13.988,-24514
13.992,-24514
13.996,-24514
14.000,-24514
14.004,-24514
14.008,-24514
14.012,-24756
14.016,-24756
14.020,-24756
14.024,-24756
14.028,-24756
14.032,-24756
14.036,-24756
14.040,-24756
14.044,-24756
14.048,-24756
14.052,-24964
14.056,-24964
14.060,-24964
14.064,-24964
14.068,-24964
14.072,-24964
14.076,-24964
14.080,-24964
14.084,-24964
14.088,-25147
14.092,-25147
14.096,-25147
14.100,-25147
14.104,-25147
14.108,-25147
14.112,-25147
14.116,-25147
14.120,-25147
14.124,-25147
14.128,-25283
14.132,-25283
14.136,-25283
14.140,-25283
14.144,-25283
14.148,-25283
14.152,-25283
14.156,-25283
14.160,-25283
14.164,-25403
14.168,-25403
14.172,-25403
14.176,-25403
14.180,-25403
14.184,-25403
14.188,-25403
14.192,-25403
14.196,-25403
14.200,-25403
14.204,-25462
14.208,-25462
14.212,-25462
14.216,-25462
14.220,-25462
14.224,-25462
14.228,-25462
14.232,-25462
14.236,-25462
14.240,-25548
14.244,-25548
14.248,-25548
14.252,-25548
14.256,-25548
14.260,-25548
14.264,-25548
14.268,-25548
14.272,-25548
14.276,-25548
14.280,-25607
14.284,-25607
14.288,-25607
14.292,-25607
14.296,-25607
14.300,-25607
14.304,-25607
14.308,-25607
14.312,-25607
14.316,-25607
14.320,-25673
14.324,-25673
14.328,-25673
14.332,-25673
14.336,-25673
14.340,-25673
14.344,-25673
14.348,-25673
14.352,-25748
14.356,-25748
14.360,-25748
14.364,-25748
14.368,-25748
14.372,-25748
14.376,-25748
14.380,-25748
14.384,-25748
14.388,-25748
14.392,-25844
14.396,-25844
14.400,-25844
14.404,-25844
14.408,-25844
14.412,-25844
14.416,-25844
14.420,-25844
14.424,-25844
14.428,-25903
14.432,-25903
14.436,-25903
14.440,-25903
14.444,-25903
14.448,-25903
14.452,-25903
14.456,-25903
14.460,-25903
14.464,-25903
14.468,-25919
14.472,-25919
14.476,-25919
14.480,-25919
14.484,-25919
14.488,-25919
14.492,-25919
14.496,-25919
14.500,-25919
14.504,-25906
14.508,-25906
14.512,-25906
14.516,-25906
14.520,-25906
14.524,-25906
14.528,-25906
14.532,-25906
14.536,-25906
14.540,-25906
14.544,-25907
14.548,-25907
14.552,-25907
14.556,-25907
14.560,-25907
14.564,-25907
14.568,-25907
14.572,-25907
14.576,-25907
14.580,-25915
14.584,-25915
14.588,-25915
14.592,-25915
14.596,-25915
14.600,-25915
14.604,-25915
14.608,-25915
14.612,-25915
14.616,-25915
14.620,-25950
14.624,-25950
14.628,-25950
14.632,-25950
14.636,-25950
14.640,-25950
14.644,-25950
14.648,-25950
14.652,-25950
14.656,-25967
14.660,-25967
14.664,-25967
14.668,-25967
14.672,-25967
14.676,-25967
14.680,-25967
14.684,-25967
14.688,-25967
14.692,-25967
14.696,-25962
14.700,-25962
14.704,-25962
14.708,-25962
14.712,-25962
14.716,-25962
14.720,-25962
14.724,-25962
14.728,-25962
14.732,-25968
14.736,-25968
14.740,-25968
14.744,-25968
14.748,-25968
14.752,-25968
14.756,-25968
14.760,-25968
14.764,-25968
14.768,-25968
14.772,-26055
14.776,-26055
14.780,-26055
14.784,-26055
14.788,-26055
14.792,-26055
14.796,-26055
14.800,-26055
14.804,-26055
14.808,-26151
14.812,-26151
14.816,-26151
14.820,-26151
14.824,-26151
14.828,-26151
14.832,-26151
14.836,-26151
14.840,-26151
14.844,-26151
14.848,-26151
14.852,-26242
14.856,-26242
14.860,-26242
14.864,-26242
14.868,-26242
14.872,-26242
14.876,-26242
14.880,-26242
14.884,-26242
14.888,-26372
14.892,-26372
14.896,-26372
14.900,-26372
14.904,-26372
14.908,-26372
14.912,-26372
14.916,-26372
14.920,-26372
14.924,-26372
14.928,-26621
14.932,-26621
14.936,-26621
14.940,-26621
14.944,-26621
14.948,-26621
14.952,-26621
14.956,-26621
14.960,-26807
14.964,-26807
14.968,-26807
14.972,-26807
14.976,-26807
14.980,-26807
14.984,-26807
14.988,-26807
14.992,-26807
14.996,-26807
15.000,-26807
15.004,-27002
15.008,-27002
15.012,-27002
15.016,-27002
15.020,-27002
15.024,-27002
15.028,-27002
15.032,-27002
15.036,-27002
15.040,-27204
15.044,-27204
15.048,-27204
15.052,-27204
15.056,-27204
15.060,-27204
15.064,-27204
15.068,-27204
15.072,-27204
15.076,-27204
15.080,-27442
15.084,-27442
15.088,-27442
15.092,-27442
15.096,-27442
15.100,-27442
15.104,-27442
15.108,-27442
15.112,-27442
15.116,-27442
15.120,-27654
15.124,-27654
15.128,-27654
15.132,-27654
15.136,-27654
15.140,-27654
15.144,-27654
15.148,-27654
15.152,-27654
15.156,-27840
15.160,-27840
15.164,-27840
15.168,-27840
15.172,-27840
15.176,-27840
15.180,-27840
15.184,-27840
15.188,-27840
15.192,-27840
15.196,-27968
15.200,-27968
15.204,-27968
15.208,-27968
15.212,-27968
15.216,-27968
15.220,-27968
15.224,-27968
15.228,-27968
15.232,-28053
15.236,-28053
15.240,-28053
15.244,-28053
15.248,-28053
15.252,-28053
15.256,-28053
15.260,-28053
15.264,-28053
15.268,-28053
15.272,-28114
15.276,-28114
15.280,-28114
15.284,-28114
15.288,-28114
15.292,-28114
15.296,-28114
15.300,-28114
15.304,-28114
15.308,-28165
15.312,-28165
15.316,-28165
15.320,-28165
15.324,-28165
15.328,-28165
15.332,-28165
15.336,-28165
15.340,-28165
15.344,-28165
15.348,-28314
15.352,-28314
15.356,-28314
15.360,-28314
15.364,-28314
15.368,-28314
15.372,-28314
15.376,-28314
15.380,-28314
15.384,-28509
15.388,-28509
15.392,-28509
15.396,-28509
15.400,-28509
15.404,-28509
15.408,-28509
15.412,-28509
15.416,-28509
15.420,-28509
15.424,-28812
15.428,-28812
15.432,-28812
15.436,-28812
15.440,-28812
15.444,-28812
15.448,-28812
15.452,-28812
15.456,-28812
15.460,-29039
15.464,-29039
15.468,-29039
15.472,-29039
15.476,-29039
15.480,-29039
15.484,-29039
15.488,-29039
15.492,-29039
15.496,-29039
15.500,-29384
15.504,-29384
15.508,-29384
15.512,-29384
15.516,-29384
15.520,-29384
15.524,-29384
15.528,-29384
15.532,-29384
15.536,-29886
15.540,-29886
15.544,-29886
15.548,-29886
15.552,-29886
15.556,-29886
15.560,-29886
15.564,-29886
15.568,-29886
15.572,-29886
15.576,-30576
15.580,-30576
15.584,-30576
15.588,-30576
15.592,-30576
15.596,-30576
15.600,-30576
15.604,-30576
15.608,-30576
15.612,-31425
15.616,-31425
15.620,-31425
15.624,-31425
15.628,-31425
15.632,-31425
15.636,-31425
15.640,-31425
15.644,-31425
15.648,-31425
15.652,-32366
15.656,-32366
15.660,-32366
15.664,-32366
15.668,-32366
15.672,-32366
15.676,-32366
15.680,-32366
15.684,-32366
15.688,31980
15.692,31980
15.696,31980
15.700,31980
15.704,31980
15.708,31980
15.712,31980
15.716,31980
15.720,31980
15.724,31980
15.728,30781
15.732,30781
15.736,30781
15.740,30781
15.744,30781
15.748,30781
15.752,30781
15.756,30781
15.760,30781
15.764,29632
15.768,29632
15.772,29632
15.776,29632
15.780,29632
15.784,29632
15.788,29632
15.792,29632
15.796,29632
15.800,29632
15.804,28466
15.808,28466
15.812,28466
15.816,28466
15.820,28466
15.824,28466
15.828,28466
15.832,28466
15.836,28466
15.840,27344
15.844,27344
15.848,27344
15.852,27344
15.856,27344
15.860,27344
15.864,27344
15.868,27344
15.872,27344
15.876,27344
15.880,25962
15.884,25962
15.888,25962
15.892,25962
15.896,25962
15.900,25962
15.904,25962
15.908,25962
15.912,25962
15.916,25962
15.920,24271
15.924,24271
15.928,24271
15.932,24271
15.936,24271
15.940,24271
15.944,24271
15.948,24271
15.952,24271
15.956,25111
15.960,25111
15.964,25111
15.968,25111
15.972,25111
15.976,25111
15.980,25111
15.984,25111
15.988,25111
15.992,25111
15.996,25111
16.000,20846
16.004,20846
16.008,20846
16.012,20846
16.016,20846
16.020,20846
16.024,20846
16.028,20846
16.032,20846
16.036,12722
16.040,12722
16.044,12722
16.048,12722
16.052,12722
16.056,12722
16.060,12722
16.064,12722
16.068,12722
16.072,12722
16.076,1227
16.080,1227
16.084,1227
16.088,1227
16.092,1227
16.096,1227
16.100,1227
16.104,1227
16.108,1227
16.112,-9401
16.116,-9401
16.120,-9401
16.124,-9401
16.128,-9401
16.132,-9401
16.136,-9401
16.140,-9401
16.144,-9401
16.148,-9401
16.152,-22667
16.156,-22667
16.160,-22667
16.164,-22667
16.168,-22667
16.172,-22667
16.176,-22667
16.180,-22667
16.184,-22667
16.188,29411
16.192,29411
16.196,29411
16.200,29411
16.204,29411
16.208,29411
16.212,29411
16.216,29411
16.220,29411
16.224,29411
16.228,19872
16.232,19872
16.236,19872
16.240,19872
16.244,19872
16.248,19872
16.252,19872
16.256,19872
16.260,19872
16.264,13748
16.268,13748
16.272,13748
16.276,13748
16.280,13748
16.284,13748
16.288,13748
16.292,13748
16.296,13748
16.300,13748
16.304,9864
16.308,9864
16.312,9864
16.316,9864
